섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일최고가,당일최저가,당일종가,3개월 종가 상승률,1주 종가 상승률,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
IT 서비스 및 컨설팅,57201010,153A,Caulis Inc,tse,2026-09-14,"1,649","1,740","1,639","1,658",+38.40%,+6.21%,9,0.55,"179,200",297,N/A
IT 서비스 및 컨설팅,57201010,332A,MEEQ Inc,tse,2026-09-07,"1,138","1,158","1,140","1,154",+13.14%,+1.58%,16,1.41,"50,100",57,N/A
IT 서비스 및 컨설팅,57201010,522A,Coel Inc,tse,2026-06-18,"3,020","3,020","3,020","3,020",+0.00%,+0.00%,0,0.0,"1,000",3,N/A
건설 및 엔지니어링,52201020,256A,Tobishima Holdings Inc,tse,2026-09-14,"2,285","2,324","2,275","2,308",+15.52%,+4.29%,23,1.01,"282,500",652,N/A
건설 및 엔지니어링,52201020,460A,Branu Inc,tse,2026-09-14,"1,140","1,231","1,080","1,190",+46.19%,+16.10%,50,4.39,"196,600",233,N/A
광고 및 마케팅,53302010,415A,GMO TECH Holdings Inc,tse,2026-09-14,"5,350","5,590","5,300","5,580",+20.26%,+8.35%,230,4.3,"6,900",38,N/A
레스토랑 및 바,53301020,428A,Cypress Holdings Co Ltd,tse,2026-09-14,"1,616","1,640","1,618","1,630",+39.08%,+3.16%,14,0.87,"10,700",17,N/A
소비자 출판,53302040,500A,TO Books Inc,tse,2026-09-14,"3,545","3,615","3,410","3,545",+23.78%,+3.81%,0,0.0,"62,300",220,N/A
소프트웨어,57201020,436A,CyberSolutions Inc,tse,2026-09-14,"1,318","1,341","1,301","1,328",+36.07%,+16.59%,10,0.76,"94,200",125,N/A
여가 및 오락시설,53301040,469A,Fitcrew Inc.,tse,2026-09-14,"1,706","1,730","1,706","1,729",+21.59%,+4.98%,23,1.35,"3,300",5,N/A
"오일, 가스 정제 및 마케팅",50102030,416A,Fuji United Holdings Co Ltd,tse,2026-09-11,"1,320","1,347","1,323","1,347",+15.62%,+4.82%,27,2.05,"17,000",22,N/A
"의료 장비, 물품 및 유통",56101020,197A,TAUNS Laboratories  Inc.,tse,2026-09-14,513,516,511,515,+8.67%,+2.18%,2,0.39,"172,800",88,N/A
의류 및 액세서리,53202020,325A,TENTIAL Inc.,tse,2026-08-31,"1,851","2,010","1,830","1,980",+57.77%,+12.82%,163,8.97,"889,100","1,760",N/A
전기 부품 및 장비,52102030,485A,PowerX Inc,tse,2026-09-14,"2,267","2,410","2,239","2,400",+4.76%,+31.51%,133,5.87,"18,432,100","44,237",N/A
