섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일최고가,당일최저가,당일종가,3개월 종가 상승률,1주 종가 상승률,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
IT 서비스 및 컨설팅,57201010,300010,Doushen Beijing Education & Technology Inc Class A,szse,2026-09-03,3.84,4.33,3.90,4.24,+57.04%,+37.22%,0.40,10.42,"170,781,863",724,N/A
IT 서비스 및 컨설팅,57201010,300044,Shenzhen Sunwin Intelligent Co Ltd Class A,szse,2026-09-03,6,6.20,5.96,6.10,+6.83%,+13.81%,0.10,1.67,"29,313,700",178,N/A
IT 서비스 및 컨설팅,57201010,300300,Strait Innovation Internet Co Ltd Class A,szse,2026-06-15,8.90,9.35,7.85,9.13,+3.40%,+16.90%,1.26,16.01,"156,303,659","1,427",N/A
IT 서비스 및 컨설팅,57201010,300366,Troy Information Technology Co Ltd Class A,szse,2026-09-03,5.47,5.70,5.46,5.51,+3.96%,+4.75%,0.04,0.73,"10,264,500",56,N/A
"가전제품, 도구 및 가정 용품",53204030,000333,Midea Group Co.  Ltd. Class A,szse,2026-08-17,0.20,0.23,0.21,0.21,+0.00%,+2.94%,0.01,2.94,"105,200",0,N/A
"가전제품, 도구 및 가정 용품",53204030,002543,Guangdong Vanward New Electric Co Ltd Class A,szse,2026-09-03,36.60,38.12,36.56,36.62,+29.22%,+0.27%,0.02,0.05,"62,600",2,N/A
가정용 가구,53204040,300729,Loctek Ergonomic Technology Corp Class A,szse,2026-09-03,10.87,11.06,10.77,10.92,+2.82%,+4.80%,0.05,0.46,"3,280,134",35,N/A
가정용 가구 소매,53403030,301376,Ziel Home Furnishing Technology Co Ltd Class A,szse,2026-09-03,22.75,24.06,22.55,23.80,+41.16%,+13.39%,1.05,4.62,"9,220,299",219,N/A
건설 및 엔지니어링,52201020,000753,Fujian Zhangzhou Development Co Ltd Class A,szse,2026-06-12,5.06,5.25,4.84,5.18,+2.69%,+4.86%,0.21,4.23,"59,058,583",305,N/A
건설 및 엔지니어링,52201020,002628,Chengdu Road & Bridge Engineering Co Ltd Class A,szse,2026-06-15,30.38,31.60,30.34,30.90,+12.47%,+5.03%,0.98,3.28,"76,009,335","2,348",N/A
