섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일최고가,당일최저가,당일종가,3개월 종가 상승률,1주 종가 상승률,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
건설 자재,51202010,YBM,YBM JSC,hose,2026-08-26,"10,450","10,500","9,300","10,500",+5.00%,+1.45%,520,5.21,400,4,N/A
건설 자재 및 비품,53203020,HID,Halcom Vietnam JSC,hose,2026-06-18,"4,260","4,340","4,120","4,330",+1.64%,+29.25%,270,6.65,"2,089,500","9,047",N/A
기타 전문 소매,53403090,AST,Taseco Air Services JSC,hose,2026-08-26,"66,000","67,900","63,400","67,900",+12.70%,+3.51%,"4,400",6.93,"37,400","2,539",N/A
상품 화학,51101010,ADP,A Dong Paint JSC,hose,2026-08-26,"23,800","23,800","23,500","23,800",+10620.72%,+0.00%,0,0.0,600,14,N/A
상품 화학,51101010,APH,An Phat Holdings JSC,hose,2026-09-10,"6,400","6,550","6,400","6,430",+3954.97%,+6.46%,30,0.47,"472,000","3,034",N/A
오일 및 가스 수송 서비스,50103030,PVT,Petrovietnam Transportation Corp,hose,2026-09-10,"21,750","22,850","21,950","22,100",+11.90%,+9.41%,350,1.61,"9,861,300","217,934",N/A
"오일, 가스 정제 및 마케팅",50102030,ASP,An Pha Petroleum Group JSC,hose,2026-09-03,"14,000","14,700","14,150","14,300",+96.70%,+2.14%,300,2.14,"129,300","1,848",N/A
"오일, 가스 정제 및 마케팅",50102030,BSR,Petrovietnam Refining and Petrochemical Corp,hose,2026-08-24,"27,400","28,200","27,450","27,550",+4.55%,+2.99%,450,1.66,"17,225,900","474,573",N/A
"오일, 가스 정제 및 마케팅",50102030,PGC,Petrolimex Gas Corp JSC,hose,2026-08-27,"14,200","14,300","13,950","14,200",+31281.22%,+2.90%,0,0.0,"34,000",482,N/A
용기(종이 제외) 및 포장재,51302010,TPC,Tan Dai Hung Plastic JSC,hose,2026-09-07,"13,250","13,450","13,150","13,400",+95.91%,+7.63%,250,1.9,"6,100",81,N/A
은행,55101010,SSB,Southeast Asia Commercial Joint Stock Bank,hose,2026-09-03,"18,250","18,400","17,800","18,300",+22.82%,+4.87%,300,1.67,"2,470,500","45,210",N/A
"자동차 차량, 부품 및 서비스 소매",53403010,CTF,City Auto Corp,hose,2026-08-21,"21,150","21,300","21,000","21,250",+20.40%,+3.91%,150,0.71,"287,900","6,117",N/A
종이 제품,51301020,HHP,HHP Global JSC,hose,2026-09-10,"17,100","17,200","16,850","17,100",+22.14%,+4.59%,0,0.0,"693,700","11,862",N/A
