섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일최고가,당일최저가,당일종가,3개월 종가 상승률,1주 종가 상승률,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
IT 서비스 및 컨설팅,57201010,135A,Vrain Solution Inc,tse,2026-09-17,"4,650","4,770","4,600","4,730",+4.88%,+7.62%,80,1.72,"28,500",134,N/A
IT 서비스 및 컨설팅,57201010,332A,MEEQ Inc,tse,2026-09-16,"1,155","1,195","1,160","1,190",+14.75%,+5.12%,35,3.03,"74,600",88,N/A
IT 서비스 및 컨설팅,57201010,338A,ZenmuTech Inc,tse,2026-09-11,"3,255","3,500","3,035","3,415",+66.67%,+4.92%,260,8.24,"657,500","2,245",N/A
건설 및 엔지니어링,52201020,341A,Toyokoh Inc,tse,2026-09-14,"2,272","2,310","2,255","2,295",+14.35%,+5.13%,36,1.59,"40,900",93,N/A
건설 및 엔지니어링,52201020,460A,Branu Inc,tse,2026-09-16,"1,240","1,277","1,180","1,276",+50.29%,+28.89%,93,7.86,"26,100",33,N/A
고용 서비스,52203030,142A,Jinjibu Co Ltd,tse,2026-09-17,875,899,870,898,+18.00%,+8.32%,23,2.63,"11,400",10,N/A
레스토랑 및 바,53301020,428A,Cypress Holdings Co Ltd,tse,2026-09-16,"1,676","1,750","1,666","1,750",+47.55%,+11.61%,74,4.42,"28,100",49,N/A
산업용 기계 및 장비,52102010,523A,Seiwa Holdings Co Ltd,tse,2026-09-01,"1,852","1,912","1,822","1,897",+1.17%,+8.15%,79,4.35,"44,200",83,N/A
생명 공학 및 의학 연구,56202010,219A,Heartseed Inc.,tse,2026-08-28,"2,500","2,585","2,433","2,579",+62.82%,+13.56%,119,4.84,"225,400",581,N/A
식품 가공,54102020,556A,INUNEKO-SEIKATSU Co. Ltd.,tse,2026-09-17,"2,557","2,585","2,503","2,585",+20.96%,+15.92%,28,1.1,"21,500",55,N/A
온라인 서비스,57201030,479A,PRONI Inc,tse,2026-09-17,"2,139","2,218","2,149","2,176",+67.00%,+13.93%,37,1.73,"66,500",144,N/A
"의료 장비, 물품 및 유통",56101020,197A,TAUNS Laboratories  Inc.,tse,2026-09-17,519,521,517,521,+9.71%,+3.78%,2,0.39,"72,400",37,N/A
