섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일최고가,당일최저가,당일종가,3개월 종가 상승률,1주 종가 상승률,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
Communication Services,Integrated Telecommunication Services,T,AT&T,s&p500,2026-09-14,26.51,26.89,26.30,26.84,+15.91%,+4.86%,0.33,1.26,"15,459,005",415.00,N/A
Communication Services,Integrated Telecommunication Services,VZ,Verizon,s&p500,2026-09-14,51.29,51.67,51.11,51.58,+10.39%,+2.33%,0.29,0.58,"6,064,751",312.85,N/A
Consumer Staples,Food Retail,KR,Kroger,s&p500,2026-06-17,61.82,62.22,60.35,62.05,-3.24%,+8.49%,1.14,1.88,"4,319,408",268.04,N/A
Energy,Integrated Oil & Gas,CVX,Chevron Corporation,s&p500,2026-09-11,214.06,216.78,212.74,216.56,+20.24%,+3.22%,4.39,2.07,"3,789,188",820.59,N/A
Energy,Integrated Oil & Gas,XOM,ExxonMobil,s&p500,2026-08-20,166.15,169.45,165.15,169.42,+19.43%,+5.45%,4.34,2.63,"5,656,156",958.27,N/A
Energy,Oil & Gas Exploration & Production,APA,APA Corporation,s&p500,2026-09-14,45.03,47.28,45.26,47.10,+37.49%,+8.16%,2.08,4.61,"3,313,425",156.08,N/A
Energy,Oil & Gas Exploration & Production,COP,ConocoPhillips,s&p500,2026-09-11,137.35,141.36,136.32,141.35,+26.95%,+4.67%,4.68,3.42,"3,216,399",454.64,N/A
Energy,Oil & Gas Exploration & Production,DVN,Devon Energy,s&p500,2026-09-11,50.23,51.42,49.93,51.36,+19.75%,+6.12%,1.63,3.28,"4,820,873",247.60,N/A
Energy,Oil & Gas Exploration & Production,EOG,EOG Resources,s&p500,2026-08-21,153.05,153.50,149.32,153.45,+16.21%,+5.57%,4.91,3.31,"1,414,567",217.07,N/A
Energy,Oil & Gas Exploration & Production,FANG,Diamondback Energy,s&p500,2026-08-20,211.02,213.31,206.77,212.54,+12.98%,+6.46%,6.82,3.32,"739,519",157.18,N/A
Energy,Oil & Gas Exploration & Production,OXY,Occidental Petroleum,s&p500,2026-09-14,61.78,63.56,62.21,63.54,+18.39%,+4.77%,1.76,2.85,"6,108,856",388.16,N/A
Energy,Oil & Gas Refining & Marketing,MPC,Marathon Petroleum,s&p500,2026-09-09,399.44,411.22,396.76,410.58,+63.93%,+3.22%,14.13,3.57,"1,230,415",505.19,N/A
Energy,Oil & Gas Refining & Marketing,PSX,Phillips 66,s&p500,2026-09-09,260.78,266.00,257.97,265.51,+54.37%,+2.46%,8.45,3.29,"1,203,604",319.57,N/A
Energy,Oil & Gas Refining & Marketing,VLO,Valero Energy,s&p500,2026-09-11,390.42,396.76,381.23,395.23,+61.89%,+3.23%,12.27,3.21,"1,939,755",766.64,N/A
Health Care,Health Care Equipment,MDT,Medtronic,s&p500,2026-09-04,94.17,94.70,92.73,94.24,+16.93%,+2.00%,0.43,0.46,"2,749,591",259.11,N/A
Health Care,Health Care Equipment,RVTY,Revvity,s&p500,2026-09-02,130.94,139.15,128.90,138.07,+36.40%,+8.64%,9.57,7.45,"1,271,807",175.59,N/A
Health Care,Health Care Services,DGX,Quest Diagnostics,s&p500,2026-08-26,245.00,248.65,237.66,246.18,+22.45%,+4.54%,8.29,3.48,"634,165",156.12,N/A
Health Care,Health Care Supplies,WST,West Pharmaceutical Services,s&p500,2026-07-02,365.74,370.67,354.65,367.01,+11.36%,+8.66%,11.81,3.32,"392,958",144.22,N/A
Health Care,Life Sciences Tools & Services,TMO,Thermo Fisher Scientific,s&p500,2026-08-26,633.71,639.40,613.95,637.80,+34.95%,+5.77%,24.18,3.94,"1,274,272",812.73,N/A
Industrials,Aerospace & Defense,HII,Huntington Ingalls Industries,s&p500,2026-09-14,"10,950.00","11,500.00","10,700.00","10,950.00",+3736.32%,+13.71%,0.00,0.0,"809,466","8,863.65",N/A
Industrials,Air Freight & Logistics,EXPD,Expeditors International,s&p500,2026-09-14,193.61,194.23,192.40,193.94,+18.24%,+4.29%,0.33,0.17,"224,531",43.55,N/A
Information Technology,Electronic Components,APH,Amphenol,s&p500,2026-09-14,"6,700.00","7,130.00","6,820.00","6,970.00",+4157.45%,+9.25%,270.00,4.03,"821,081","5,722.93",N/A
Information Technology,IT Consulting & Other Services,ACN,Accenture,s&p500,2026-09-14,195.00,197.59,190.53,197.34,+19.22%,+10.22%,2.34,1.2,"2,155,179",425.29,N/A
Information Technology,Semiconductors,SWKS,Skyworks Solutions,s&p500,2026-09-11,88.35,89.97,79.43,89.35,+25.11%,+18.53%,10.09,12.73,"7,054,122",630.29,N/A
Information Technology,Systems Software,CRWD,CrowdStrike,s&p500,2026-09-14,235.38,243.98,232.11,243.29,+43.22%,+15.84%,7.91,3.36,"10,404,248","2,531.25",N/A
