섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일최고가,당일최저가,당일종가,3개월 종가 상승률,1주 종가 상승률,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
건설 및 엔지니어링,52201020,MDG,Mien Dong JSC,hose,2026-07-21,"39,300","41,000","35,800","41,000",+8.90%,+12.33%,"2,650",6.91,"1,400",57,N/A
건설 자재,51202010,YBM,YBM JSC,hose,2026-09-11,"10,500","10,800","10,250","10,800",+10.20%,+8.00%,450,4.35,"3,776",40,N/A
"부동산 임대, 개발 및 운영",60101010,CDC,Chuong Duong Corp,hose,2026-09-18,"20,600","20,600","20,100","20,600",+7.29%,+7.01%,400,1.98,"1,326,526","27,326",N/A
상품 화학,51101010,ADP,A Dong Paint JSC,hose,2026-09-17,"24,000","24,300","23,900","24,200",+10725.32%,+2.76%,300,1.26,"2,400",58,N/A
양조업,54101010,SMB,SAI GON-MIEN TRUNG BEER JOINT STOCK COMPANY,hose,2026-09-03,"40,500","40,650","40,500","40,500",+4.65%,+0.87%,0,0.0,"3,128",126,N/A
오일 및 가스 수송 서비스,50103030,PVP,Pacific Petroleum Transportation JSC,hose,2026-09-10,"19,100","19,500","18,300","19,500",+7.73%,+3.01%,"1,250",6.85,"2,513,661","49,016",N/A
오일 및 가스 수송 서비스,50103030,PVT,Petrovietnam Transportation Corp,hose,2026-09-16,"23,200","24,350","23,000","24,100",+23.27%,+5.70%,"1,050",4.56,"11,643,871","280,617",N/A
오일 및 가스 수송 서비스,50103030,VTO,VIETNAM TANKER JOINT STOCK COMPANY,hose,2026-09-16,"10,800","11,000","10,400","10,900",+3.32%,+4.31%,400,3.81,"390,586","4,257",N/A
"오일, 가스 정제 및 마케팅",50102030,ASP,An Pha Petroleum Group JSC,hose,2026-09-21,"16,100","17,000","15,700","16,100",+93.28%,+3.87%,0,0.0,"221,359","3,563",N/A
자동차 및 트럭 제조,53101010,HTL,Truong Long Engineering and Auto JSC,hose,2026-09-14,"22,300","23,500","22,000","23,500",+11.64%,+5.38%,"1,450",6.58,"8,151",191,N/A
제약,56201040,DCL,Cuu Long Pharmaceutical JSC,hose,2026-08-05,"44,000","46,300","43,300","45,900",+21.43%,+17.84%,"2,600",6.0,"3,542,214","162,587",N/A
종이 포장재,51302020,DHC,Donghai JSC of Bentre,hose,2026-09-15,"37,100","37,100","36,150","37,100",+390837.84%,+0.00%,700,1.92,"332,099","12,320",N/A
직물 및 가죽제품,53202010,SVD,Vu Dang Investment & Trading JSC,hose,2026-09-15,"5,020","5,060","4,760","5,050",+13.74%,+0.60%,320,6.77,"45,404",229,N/A
해양 화물 및 물류,52405020,VOS,Viet Nam Ocean Shipping JSC,hose,2026-07-02,"12,350","12,650","12,050","12,400",+2.06%,+2.48%,400,3.33,"1,319,717","16,364",N/A
