섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일최고가,당일최저가,당일종가,3개월 종가 상승률,1주 종가 상승률,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
건설 자재 및 비품,53203020,HID,Halcom Vietnam JSC,hose,2026-09-17,"5,660","6,000","5,540","5,730",+34.82%,+23.76%,80,1.42,"1,826,237","10,464",N/A
비즈니스 지원 용품,52203060,TLG,Thien Long Group Corp,hose,2026-09-18,"54,300","55,000","53,700","54,300",+9.70%,+4.62%,0,0.0,"205,352","11,150",N/A
상품 화학,51101010,APH,An Phat Holdings JSC,hose,2026-09-15,"6,970","7,390","6,950","7,390",+4374.72%,+10.30%,480,6.95,"1,523,783","11,260",N/A
상품 화학,51101010,HII,An Tien Industries JSC,hose,2026-09-14,"10,950","11,300","10,600","11,300",+3948.87%,+3.20%,700,6.6,"525,577","5,939",N/A
양조업,54101010,SMB,SAI GON-MIEN TRUNG BEER JOINT STOCK COMPANY,hose,2026-09-03,"40,500","40,500","40,500","40,500",+4.65%,+1.12%,0,0.0,"6,444",260,N/A
"오일, 가스 정제 및 마케팅",50102030,ASP,An Pha Petroleum Group JSC,hose,2026-09-15,"15,500","16,200","15,200","16,100",+106.41%,+5.92%,950,6.27,"624,363","10,052",N/A
"오일, 가스 정제 및 마케팅",50102030,BSR,Petrovietnam Refining and Petrochemical Corp,hose,2026-09-17,"30,700","31,850","30,050","31,550",+28.25%,+10.70%,"1,350",4.47,"14,311,524","451,528",N/A
용기(종이 제외) 및 포장재,51302010,AAA,An Phat Bioplastics JSC,hose,2026-07-07,"7,500","7,760","7,300","7,710",+3.77%,+4.33%,450,6.2,"6,400,020","49,344",N/A
은행,55101010,VPB,Vietnam Prosperity Joint - Stock Commercial Bank,hose,2026-09-17,"28,200","28,450","27,600","28,450",+6.55%,+4.60%,"1,000",3.64,"38,890,449","1,106,433",N/A
종이 제품,51301020,HHP,HHP Global JSC,hose,2026-09-18,"17,200","17,400","17,000","17,400",+21.25%,+2.35%,200,1.16,"1,693,169","29,461",N/A
