섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일최고가,당일최저가,당일종가,3개월 종가 상승률,1주 종가 상승률,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
건설 및 엔지니어링,52201020,HAS,Hacisco JSC,hose,2026-08-28,"10,650","10,700","9,770","10,700",+12673.07%,+0.47%,200,1.9,701,7,N/A
건설 및 엔지니어링,52201020,HTN,Hung Thinh Incons JSC,hose,2026-09-07,"9,670","9,900","9,600","9,760",+36.50%,+4.95%,90,0.93,"594,605","5,803",N/A
다각적 산업용 제품 도매,52202010,PIT,Petrolimex International Trading JSC,hose,2026-09-03,"8,650","8,800","8,800","8,800",+17.33%,+2.68%,200,2.33,139,1,N/A
상품 화학,51101010,ADP,A Dong Paint JSC,hose,2026-08-26,"23,800","23,800","23,500","23,800",+10521.68%,+1.93%,300,1.28,"3,800",90,N/A
상품 화학,51101010,APH,An Phat Holdings JSC,hose,2026-08-11,"6,160","6,380","5,910","6,380",+4091.02%,+8.14%,410,6.87,"519,864","3,316",N/A
상품 화학,51101010,HII,An Tien Industries JSC,hose,2026-08-11,"9,390","9,630","8,990","9,630",+3099.87%,+9.43%,630,7.0,"782,349","7,534",N/A
오일 및 가스 수송 서비스,50103030,PVP,Pacific Petroleum Transportation JSC,hose,2026-06-22,"18,900","19,000","17,600","19,000",+9.20%,+3.54%,"1,100",6.15,"1,920,212","36,484",N/A
오일 및 가스 수송 서비스,50103030,PVT,Petrovietnam Transportation Corp,hose,2026-08-24,"20,650","21,300","19,900","21,300",+8.40%,+5.45%,"1,350",6.77,"6,686,957","142,432",N/A
종이 제품,51301020,HHP,HHP Global JSC,hose,2026-08-11,"16,500","17,000","16,500","17,000",+15.65%,+4.94%,500,3.03,"1,136,010","19,312",N/A
"호텔, 모텔 및 크루즈 라인",53301010,NVT,Ninh Van Bay Travel Real Estate JSC,hose,2026-07-10,"7,970","8,010","7,980","7,980",+4.45%,+9.47%,490,6.54,569,4,N/A
