섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일최고가,당일최저가,당일종가,3개월 종가 상승률,1주 종가 상승률,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
1차 비철금속 제조업,"알루미늄판 제조,도매",018470,조일알미늄,kospi,2026-09-15,"4,825","5,050","4,750","5,020",+362.67%,+415.93%,195,4.04,"120,646",605,"1,271"
그외 기타 개인 서비스업,"렌탈 서비스(정수기,비데, 필터교환 등), 가정용기기 도매,판매,제조,폐기물처리설비,수출(정수기,청정기)",021240,코웨이,kospi,2026-09-15,"101,500","108,500","102,400","107,400",+24.88%,+9.82%,"5,900",5.81,"230,217","24,725","76,004"
기반조성 및 시설물 축조관련 전문공사업,"보링그라우팅공사,토공사,철근콘크리트공사,상하수도공사,비계구조물해체공사,수중공사/지질조사,시공감리",028100,동아지질,kospi,2026-09-15,"18,690","19,870","18,550","19,800",+22.60%,+11.30%,"1,110",5.94,"210,181","4,161","2,221"
기초 화학물질 제조업,"계면활성제,정밀화학품 제조,도매/부동산 임대",023450,동남합성,kospi,2026-09-08,"31,800","31,800","31,000","31,800",+7.43%,+0.00%,400,1.27,"1,767",56,"1,113"
기타 금융업,금융지주 회사,175330,JB금융지주,kospi,2026-09-14,"32,250","33,000","32,000","32,900",+30.56%,+5.79%,700,2.17,"533,347","17,547","61,365"
기타 금융업,의약품 수출입업,096760,JW홀딩스,kospi,2026-09-15,"4,280","4,330","4,235","4,300",+16.85%,+2.38%,20,0.47,"76,835",330,"3,178"
기타 금융업,지주사업,363280,티와이홀딩스,kospi,2026-09-09,"2,130","2,145","2,075","2,130",+18.33%,+0.00%,30,1.43,"12,816",27,969
기타 전문 도매업,"마닐라판지 제조,도소매",002870,신풍,kospi,2026-07-10,"1,130","1,163","1,119","1,152",+26.04%,+3.88%,41,3.69,"584,517",673,402
기타 화학제품 제조업,"건축용페인트,공업용페인트,분체도료 등 제조",000390,SP삼화,kospi,2026-09-15,"6,780","7,090","6,770","6,920",+9.32%,+3.28%,140,2.06,"116,014",802,"1,882"
도로 화물 운송업,"특수화물 운송(유류,화학류,벌크제품 등),냉동차,탱크로리운송,복합운송 주선,임대,택배/특장차,중기 제조,판매",014130,한익스프레스,kospi,2026-09-15,"2,655","2,655","2,580","2,655",+25.83%,+2.12%,0,0.0,"13,932",36,313
