섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일최고가,당일최저가,당일종가,3개월 종가 상승률,1주 종가 상승률,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
IT 서비스 및 컨설팅,57201010,002178,Shanghai Yanhua Smartech Group Co Ltd Class A,szse,2026-08-12,5.09,5.59,5.13,5.59,+26.19%,+21.52%,0.51,10.04,"124,856,674",697,N/A
IT 서비스 및 컨설팅,57201010,300044,Shenzhen Sunwin Intelligent Co Ltd Class A,szse,2026-09-21,6.14,6.30,6.12,6.24,+39.91%,+3.14%,0.10,1.63,"20,051,820",125,N/A
IT 서비스 및 컨설팅,57201010,300074,AVCON Information Technology Co Ltd Class A,szse,2026-09-01,3.93,4.05,3.80,3.96,+15.79%,+12.18%,0.10,2.59,"33,062,796",130,N/A
IT 서비스 및 컨설팅,57201010,300271,Beijing Thunisoft Co Ltd Class A,szse,2026-08-31,5.96,6.09,5.91,5.97,+25.68%,+6.42%,0.03,0.51,"28,052,639",167,N/A
IT 서비스 및 컨설팅,57201010,300300,Strait Innovation Internet Co Ltd Class A,szse,2026-09-18,9.45,9.65,9.22,9.45,+21.94%,+11.05%,0.16,1.72,"108,943,108","1,029",N/A
IT 서비스 및 컨설팅,57201010,300634,Richinfo Technology Co Ltd Class A,szse,2026-08-14,21.87,22.80,21.76,22.28,+13.38%,+17.14%,1.21,5.74,"32,816,965",731,N/A
IT 서비스 및 컨설팅,57201010,301085,Beijing Asiacom Information Technology Co Ltd Class A,szse,2026-09-21,76.74,87.50,76.52,85.62,+44.78%,+21.45%,8.88,11.57,"8,505,800",728,N/A
IT 서비스 및 컨설팅,57201010,301339,Jiangsu Tongxingbao Intelligent Transportation Technology Co Ltd Class A,szse,2026-08-10,11.86,11.94,11.62,11.88,+15.56%,+8.89%,0.28,2.41,"8,083,727",96,N/A
"가전제품, 도구 및 가정 용품",53204030,002005,Elec-Tech International Co Ltd Class A,szse,2026-09-18,2.66,2.73,2.60,2.68,+14.04%,+10.74%,0.04,1.52,"39,713,560",106,N/A
"가전제품, 도구 및 가정 용품",53204030,002614,Xiamen Comfort Science & Technology Group Co Ltd Class A,szse,2026-09-21,6.25,6.88,6.88,6.88,+55.66%,+25.09%,0.63,10.08,"12,035,312",82,N/A
"가전제품, 도구 및 가정 용품",53204030,002005,Elec-Tech International Co Ltd Class A,szse,2026-09-17,2.76,2.77,2.71,2.77,+30.91%,+2.59%,0.03,0.91,"3,297,479",9,N/A
가정용 가구,53204040,300729,Loctek Ergonomic Technology Corp Class A,szse,2026-09-21,11.29,11.75,11.30,11.60,+18.97%,+13.17%,0.31,2.75,"8,361,628",96,N/A
가정용 전자 제품,57106030,300691,Union Optech Co Ltd Class A,szse,2026-09-21,17.76,20.27,17.41,19.30,+22.46%,+35.82%,1.54,8.67,"45,945,975",886,N/A
가정용 전자 제품,57106030,301189,Shenzhen Aoni Electronic Co Ltd Class A,szse,2026-09-21,71.60,74.56,69.30,74.25,+35.96%,+22.73%,2.65,3.7,"8,885,270",659,N/A
개인 생활 필수 용품,54201020,003006,Chongqing Baiya Sanitary Products Co Ltd Class A,szse,2026-09-18,21.25,22.17,21.37,22,+59.30%,+21.01%,0.79,3.72,"46,685,202","1,027",N/A
건설 및 엔지니어링,52201020,003001,Zhongyan Technology Co Ltd Class A,szse,2026-09-17,"3,050","3,125","3,030","3,125",+32.81%,+7.87%,75,2.46,"63,700",199,N/A
건설 및 엔지니어링,52201020,301046,Shanghai Nenghui Technology Co Ltd Class A,szse,2026-09-21,34.39,35.50,34.20,34.62,+29.08%,+9.25%,0.23,0.67,"5,278,806",182,N/A
건설 자재 및 비품,53203020,001322,Arrow Home Group Co Ltd Class A,szse,2026-09-01,6.77,6.95,6.29,6.95,+14.50%,+13.01%,0.63,9.97,"16,121,999",112,N/A
