섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일최고가,당일최저가,당일종가,3개월 종가 상승률,1주 종가 상승률,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
IT 서비스 및 컨설팅,57201010,153A,Caulis Inc,tse,2026-09-04,"1,506","1,573","1,506","1,569",+22.96%,+9.72%,63,4.18,"97,000",152,N/A
IT 서비스 및 컨설팅,57201010,332A,MEEQ Inc,tse,2026-09-04,"1,125","1,164","1,127","1,138",+10.38%,+2.43%,13,1.16,"66,000",75,N/A
IT 서비스 및 컨설팅,57201010,350A,Digital Grid Corp,tse,2026-09-04,819,870,825,852,+12.70%,+8.81%,33,4.03,"708,800",603,N/A
IT 서비스 및 컨설팅,57201010,476A,Tsuji Hongo IT Consulting Co Ltd,tse,2026-09-04,"1,673","1,689","1,650","1,679",+17.82%,+3.51%,6,0.36,"3,900",6,N/A
IT 서비스 및 컨설팅,57201010,478A,Hutzper Inc,tse,2026-08-31,821,837,811,832,+14.44%,+1.34%,21,2.59,"100,400",83,N/A
건설 및 엔지니어링,52201020,256A,Tobishima Holdings Inc,tse,2026-08-27,"2,188","2,252","2,189","2,214",+16.53%,+1.79%,33,1.51,"387,500",857,N/A
경영 지원 서비스,52203040,189A,D&M Company Co Ltd,tse,2026-07-23,"1,016","1,026","1,016","1,026",+11.64%,+1.58%,10,0.98,"1,200",1,N/A
경영 지원 서비스,52203040,369A,A-tie Co Ltd,tse,2026-09-04,"2,585","2,651","2,586","2,637",+32.78%,+4.89%,52,2.01,"14,400",37,N/A
광고 및 마케팅,53302010,415A,GMO TECH Holdings Inc,tse,2026-08-21,"5,130","5,150","5,100","5,150",+11.11%,+0.39%,50,0.98,400,2,N/A
부동산 서비스,60101020,276A,CCReB Advisors Inc,tse,2026-07-15,"4,025","4,110","3,895","4,035",+43.65%,+7.89%,140,3.59,"49,700",200,N/A
생명 공학 및 의학 연구,56202010,520A,J-Pharma Co Ltd,tse,2026-06-10,392,472,415,472,+12.65%,+49.37%,80,20.41,"1,918,100",905,N/A
투자 관리 및 펀드 운영,55102020,319A,Next Generation Technology Group Inc,tse,2026-09-03,"21,410","22,240","20,920","21,850",+32.75%,+6.53%,"1,050",5.05,"39,700",867,N/A
