섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일종가,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
기초 화학물질 제조업,-,298000,효성화학,kospi,2026-06-17,"67,400","75,600","8,200",12.17,"1,275,064","96,394","2,866"
기타 금융업,지주회사,402340,SK스퀘어,kospi,2026-06-17,"1,596,000","1,700,000","104,000",6.52,"1,177,611","2,001,938","2,243,292"
반도체 제조업,"반도체,컴퓨터,통신기기 제조,도매",000660,SK하이닉스,kospi,2026-06-17,"2,521,000","2,685,000","164,000",6.51,"5,791,952","15,551,391","19,136,058"
보험업,"손해보험의 원수,재보험,운용자산의 투자활동",000815,삼성화재우,kospi,2026-06-16,"426,500","427,000","10,500",2.52,"14,787","6,314","12,839"
전자부품 제조업,"수동소자 (MLCC, Inductor, Chip Resistor 등), 모듈(카메라모듈, 통신모듈), 반도체패키지 기판",009150,삼성전기,kospi,2026-05-29,"2,127,000","2,200,000","168,000",8.27,"1,620,840","3,565,848","1,643,261"
전자부품 제조업,"인쇄회로기판,Module 제조/부동산(건물) 임대",007815,코리아써우,kospi,2026-06-17,"30,500","30,500",0,0.0,"2,203",67,904
전자부품 제조업,"인쇄회로기판,Module 제조/부동산(건물) 임대",00781K,코리아써키트2우B,kospi,2026-06-17,"26,500","27,550","1,050",3.96,"3,336",91,215
전자부품 제조업,콘덴서(축전기) 제조,001820,삼화콘덴서,kospi,2026-05-28,"156,200","190,100","38,700",25.56,"4,148,082","788,550","19,760"
통신 및 방송 장비 제조업,"통신 및 방송 장비 제조(무선) 제품, 반도체 제조(메모리) 제품, 전자부품 제조(디스플레이) 제품, 영상 및 음향기기 제조(영상기기) 제품 등",005930,삼성전자,kospi,2026-06-02,"360,500","362,500","16,000",4.62,"32,586,685","11,812,673","21,192,759"
1차 철강 제조업,마봉,026910,광진실업,kosdaq,2026-06-17,"4,425","4,730",305,6.89,"141,848",670,351
건물 건설업,"건축공사, 토목공사",091590,남화토건,kosdaq,2026-04-15,"4,450","4,595","1,060",29.99,"1,870,333","8,594",539
광고업,"영상콘텐츠 제작 및 매니지먼트, 광고, 여행",048550,SM C&C,kosdaq,2026-06-17,"1,289","1,290",1,0.08,"990,593","1,277","1,247"
금융 지원 서비스업,기업인수목적회사(기타금융서비스),477380,미래에셋비전스팩4호,kosdaq,2026-03-23,"2,075","2,075",5,0.24,"17,875",37,168
기초 화학물질 제조업,OLED 발광층 소재 등,457370,한켐,kosdaq,2026-06-05,"14,670","15,200","1,360",9.83,"9,232,054","140,327","1,225"
