섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일종가,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
1차 철강 제조업,철강,026940,부국철강,kospi,2026-06-23,"3,755","3,875",120,3.2,"30,934,997","119,873",775
봉제의복 제조업,"여성내의류(스타킹,화운데이숀,란제리),카바링사 제조,수출입/부동산 매매,임대",002070,비비안,kospi,2026-05-06,"11,850","12,700","1,720",15.66,"1,448,782","18,399",305
알코올음료 제조업,"주류(소주,매취,실비우스,위스키) 제조,음료 도매",000890,보해양조,kospi,2026-06-23,"3,040","3,950",910,29.93,"3,278,076","12,948","1,091"
종합 소매업,백화점,037710,광주신세계,kospi,2026-04-28,"38,335","39,550","5,300",15.47,"380,425","15,045","3,016"
1차 철강 제조업,마봉,026910,광진실업,kosdaq,2026-06-22,"4,790","4,825",325,7.22,"145,388",701,358
건물 건설업,"건축공사, 토목공사",091590,남화토건,kosdaq,2026-06-19,"5,180","5,980","1,380",30.0,"1,734,630","10,373",702
스포츠 서비스업,골프장 서비스,111710,남화산업,kosdaq,2026-04-29,"4,245","4,775","1,100",29.93,"926,532","4,424",983
"시멘트, 석회, 플라스터 및 그 제품 제조업",PHC파일,228340,동양파일,kosdaq,2026-04-29,"2,270","2,410",555,29.92,"1,313,462","3,165",482
"시멘트, 석회, 플라스터 및 그 제품 제조업","레미콘,전주,고강도파일,흄관",079650,서산,kosdaq,2026-06-22,"6,250","8,120","1,870",29.92,"795,929","6,462","1,624"
알코올음료 제조업,탁주 및 약주,043650,국순당,kosdaq,2026-04-17,"4,395","4,565",450,10.94,"8,914,939","40,696",815
의약품 제조업,"의약품,의약부외품,보건보조식품,위생용품의제조판매",034940,조아제약,kosdaq,2026-04-17,974,989,133,15.54,"27,256,804","26,956",306
의약품 제조업,"인체조직(피부, 뼈, 연골)",290650,엘앤씨바이오,kosdaq,2026-06-22,"88,000","94,800","6,900",7.85,"609,475","57,778","25,567"
자동차 신품 부품 제조업,자동차 신품 부품,097780,에코볼트,kosdaq,2026-06-23,"1,364","1,399",35,2.57,"70,266",98,283
