섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일종가,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
기타 금융업,-,105560,KB금융,kospi,2026-06-05,"171,600","172,200","2,600",1.53,"1,412,928","243,306","610,772"
기타 금융업,기타 금융,086790,하나금융지주,kospi,2026-06-15,"129,300","131,800","2,500",1.93,"916,832","120,838","361,616"
기타 금융업,지주회사,402340,SK스퀘어,kospi,2026-06-15,"1,413,000","1,490,000","77,000",5.45,"748,713","1,115,582","1,966,179"
기타 금융업,지주회사 및 경영컨설팅 서비스업,060980,HL홀딩스,kospi,2026-05-15,"47,000","48,550","1,550",3.3,"46,384","2,251","4,407"
"내화, 비내화 요업제품 제조업",내화 요업제품,462520,조선내화,kospi,2026-05-15,"14,870","14,900",60,0.4,"21,243",316,"1,766"
반도체 제조업,"반도체,컴퓨터,통신기기 제조,도매",000660,SK하이닉스,kospi,2026-06-01,"2,363,000","2,366,000","78,000",3.41,"2,945,134","6,968,187","16,862,537"
보험업,생명보험상품,085620,미래에셋생명,kospi,2026-06-11,"29,350","32,800","4,150",14.49,"6,441,164","211,270","44,339"
보험업,손해보험(자동차보험),001450,현대해상,kospi,2026-06-15,"40,700","41,200",500,1.23,"402,024","16,563","35,122"
보험업,"손해보험의 원수,재보험,운용자산의 투자활동",000815,삼성화재우,kospi,2026-06-15,"424,000","426,500","2,500",0.59,"10,858","4,630","12,824"
자동차 신품 부품 제조업,"자동차부품(자동차램프, 전동화부품, 전자부품) 제조, 판매",005850,에스엘,kospi,2026-06-15,"75,900","76,100",200,0.26,"203,400","15,478","35,347"
자동차 신품 부품 제조업,"제동장치, 조향장치, 현가장치",204320,HL만도,kospi,2026-06-15,"70,600","75,800","5,200",7.37,"3,791,765","287,415","35,593"
전자부품 제조업,"인쇄회로기판,Module 제조/부동산(건물) 임대",007815,코리아써우,kospi,2026-06-15,"29,800","29,800",0,0.0,"1,790",53,883
종합 소매업,백화점,069960,현대백화점,kospi,2026-06-11,"187,100","198,900","15,700",8.57,"159,606","31,745","42,892"
종합 소매업,"백화점,할인점(E마트)",004170,신세계,kospi,2026-06-11,"714,000","765,500","60,500",8.58,"107,463","82,262","72,302"
"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","반도체, 디스플레이 제조 장비",281820,케이씨텍,kospi,2026-06-12,"87,100","89,500","3,700",4.31,"443,270","39,672","17,719"
"펄프, 종이 및 판지 제조업","마닐라판지,고급백판지(ALL PULP) 제조,판매,수출입",009460,한창제지,kospi,2026-05-19,"2,360","2,465",115,4.89,"39,804",98,294
해상 운송업,"정기,부정기,전용선,콘테이너선,자동차선,LNG선 해운",011200,HMM,kospi,2026-04-10,"21,650","21,900",600,2.82,"2,463,106","53,942","206,569"
1차 철강 제조업,마봉,026910,광진실업,kosdaq,2026-05-29,"3,845","4,335",675,18.44,"552,511","2,395",277
금융 지원 서비스업,금융 지원 서비스,473050,유안타제15호스팩,kosdaq,2026-06-09,"2,080","2,080",0,0.0,"12,287",25,145
금융 지원 서비스업,금융 지원 서비스(기업인수목적회사),474490,유안타제16호스팩,kosdaq,2026-06-12,"2,060","2,060",0,0.0,"4,844",9,113
금융 지원 서비스업,기업인수목적 주식회사,473000,에스케이증권제12호스팩,kosdaq,2026-04-30,"2,085","2,090",25,1.21,"16,720",34,69
금융 지원 서비스업,기업인수목적 주식회사,473950,에스케이증권제13호스팩,kosdaq,2026-03-23,"2,045","2,055",13,0.64,"16,120",33,90
금융 지원 서비스업,기업인수합병,0041L0,하나35호스팩,kosdaq,2026-04-15,"2,020","2,020",15,0.75,"26,007",52,121
금융 지원 서비스업,기업인수합병,0096D0,미래에셋비전스팩9호,kosdaq,2026-06-15,"2,015","2,035",20,0.99,"17,690",35,111
금융 지원 서비스업,기업인수합병,464440,한국제13호스팩,kosdaq,2026-06-01,"2,115","2,115",5,0.24,"96,259",203,91
금융 지원 서비스업,기타금융,477340,에이치엠씨제7호스팩,kosdaq,2026-06-15,"2,045","2,045",0,0.0,"32,165",65,153
기타 금융업,"스포츠화, 스포츠의류",900110,딥커머스,kosdaq,2026-05-06,838,"1,743","1,030",144.46,"313,864",547,214
반도체 제조업,반도체및TFT-LCD용현상액,033640,네패스,kosdaq,2026-05-27,"38,000","38,550","2,650",7.38,"912,077","35,160","8,889"
"서적, 잡지 및 기타 인쇄물 출판업",무선가입자망 단말기 및 차량용핸즈프리,036000,예림당,kosdaq,2026-04-16,"3,295","3,295",15,0.46,"42,437",139,758
소프트웨어 개발 및 공급업,모바일게임,205500,넥써쓰,kosdaq,2026-06-01,"2,170","2,195",90,4.28,"437,331",959,"1,407"
소프트웨어 개발 및 공급업,"캐주얼게임, 소셜카지노게임",950190,고스트스튜디오,kosdaq,2026-06-15,"9,380","9,390",10,0.11,"53,708",504,"1,222"
"시멘트, 석회, 플라스터 및 그 제품 제조업","레미콘,전주,고강도파일,흄관",079650,서산,kosdaq,2026-06-15,"2,195","2,850",655,29.84,"3,200,235","9,120",570
자동차 신품 부품 제조업,자동차 신품 부품,097780,에코볼트,kosdaq,2026-04-14,827,"1,353",689,103.77,"436,656",590,274
자동차 신품 부품 제조업,자동차부품,126640,화신정공,kosdaq,2026-06-15,"5,260","6,830","1,570",29.85,"19,796,708","135,211","2,394"
전자부품 제조업,"칩바리스터, 아몰퍼스코어",052710,아모텍,kosdaq,2026-05-28,"30,200","30,300","1,300",4.48,"930,798","28,203","4,427"
