섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일최고가,당일최저가,당일종가,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
IT 서비스 및 컨설팅,57201010,155A,Information Strategy and Technology Co Ltd,tse,2026-06-22,914,927,897,918,28,3.15,"12,300",11,N/A
IT 서비스 및 컨설팅,57201010,244A,Growth xPartners Inc,tse,2026-04-09,"1,248","1,256","1,254","1,255",16,1.29,"1,100",1,N/A
IT 서비스 및 컨설팅,57201010,483A,Tera Technology Inc,tse,2026-06-01,"2,203","2,243","2,203","2,203",53,2.47,"1,300",2,N/A
경영 지원 서비스,52203040,189A,D&M Company Co Ltd,tse,2026-06-16,974,978,968,975,7,0.72,800,0,N/A
고용 서비스,52203030,215A,Timee Inc,tse,2026-07-03,"1,682","1,714","1,642","1,704",22,1.31,"430,700",733,N/A
광고 및 마케팅,53302010,156A,Material Group Inc,tse,2026-07-03,903,928,915,916,13,1.44,"19,500",17,N/A
광고 및 마케팅,53302010,331A,Medix Inc,tse,2026-06-01,492,492,490,492,3,0.61,800,0,N/A
여가 및 오락시설,53301040,212A,Fit Easy Inc,tse,2026-07-02,"2,883","2,978","2,900","2,928",94,3.32,"77,100",225,N/A
