섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일종가,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
Consumer Discretionary,Homefurnishing Retail,WSM,"Williams-Sonoma, Inc.",s&p500,2026-06-12,223.54,227.18,3.89,1.74,"1,239,200",281.52,N/A
Consumer Discretionary,"Hotels, Resorts & Cruise Lines",CCL,Carnival Corporation,s&p500,2026-06-15,30.12,30.90,0.78,2.59,"24,473,500",756.23,N/A
Consumer Discretionary,"Hotels, Resorts & Cruise Lines",HLT,Hilton Worldwide,s&p500,2026-06-15,347.11,350.22,3.11,0.9,"1,481,000",518.68,N/A
Consumer Staples,Household Products,CHD,Church & Dwight,s&p500,2026-06-15,98.32,98.42,0.10,0.1,"1,877,400",184.77,N/A
Consumer Staples,Household Products,KMB,Kimberly-Clark,s&p500,2026-06-15,103.14,104.28,1.14,1.11,"3,039,400",316.95,N/A
Consumer Staples,Personal Care Products,KVUE,Kenvue,s&p500,2026-06-15,18.25,18.43,0.18,0.99,"11,506,100",212.06,N/A
Consumer Staples,Personal Care Products,PG,Procter & Gamble,s&p500,2026-06-15,150.46,152.49,2.03,1.35,"8,517,600","1,298.85",N/A
Consumer Staples,Soft Drinks & Non-alcoholic Beverages,KDP,Keurig Dr Pepper,s&p500,2026-06-15,31.77,32.00,0.23,0.72,"12,383,100",396.26,N/A
Financials,Asset Management & Custody Banks,APO,Apollo Global Management,s&p500,2026-06-15,136.11,138.48,2.37,1.74,"2,821,200",390.68,N/A
Financials,Asset Management & Custody Banks,ARES,Ares Management,s&p500,2026-06-12,134.90,134.98,0.97,0.72,"2,306,100",311.28,N/A
Financials,Asset Management & Custody Banks,BEN,Franklin Resources,s&p500,2026-06-15,32.51,33.18,0.67,2.06,"3,987,900",132.32,N/A
Financials,Asset Management & Custody Banks,BNY,BNY Mellon,s&p500,2026-06-04,144.02,144.45,1.95,1.37,"3,118,700",450.50,N/A
Financials,Asset Management & Custody Banks,IVZ,Invesco,s&p500,2026-06-15,29.10,29.20,0.10,0.34,"2,901,100",84.71,N/A
Financials,Asset Management & Custody Banks,NTRS,Northern Trust,s&p500,2026-06-12,174.34,174.84,2.12,1.23,"776,600",135.78,N/A
Financials,Asset Management & Custody Banks,STT,State Street Corporation,s&p500,2026-06-12,167.63,171.29,3.92,2.34,"2,024,000",346.69,N/A
Financials,Asset Management & Custody Banks,TROW,T. Rowe Price,s&p500,2026-06-15,108.61,108.94,0.33,0.3,"1,521,800",165.78,N/A
Financials,Consumer Finance,AXP,American Express,s&p500,2026-06-15,335.38,340.74,5.36,1.6,"3,656,400","1,245.88",N/A
Financials,Diversified Banks,BAC,Bank of America,s&p500,2026-06-12,56.02,56.84,0.97,1.74,"33,400,200","1,898.47",N/A
Financials,Diversified Banks,C,Citigroup,s&p500,2026-06-15,141.21,142.99,1.78,1.26,"13,232,900","1,892.17",N/A
Financials,Diversified Banks,JPM,JPMorgan Chase,s&p500,2026-06-12,320.72,331.14,11.74,3.68,"11,087,400","3,671.48",N/A
Financials,Financial Exchanges & Data,MCO,Moody's Corporation,s&p500,2026-04-22,465.61,468.41,14.35,3.16,"1,301,000",609.40,N/A
Financials,Investment Banking & Brokerage,IBKR,Interactive Brokers,s&p500,2026-06-15,92.76,93.10,0.34,0.37,"3,989,500",371.42,N/A
Financials,Investment Banking & Brokerage,MS,Morgan Stanley,s&p500,2026-06-04,218.27,220.83,2.85,1.31,"5,089,700","1,123.96",N/A
Financials,Life & Health Insurance,GL,Globe Life,s&p500,2026-06-15,167.39,169.17,1.78,1.06,"509,500",86.19,N/A
Financials,Life & Health Insurance,PFG,Principal Financial Group,s&p500,2026-06-12,111.12,111.17,0.58,0.52,"916,200",101.85,N/A
Financials,Life & Health Insurance,PRU,Prudential Financial,s&p500,2026-06-15,108.69,109.16,0.47,0.43,"2,212,500",241.52,N/A
Financials,Property & Casualty Insurance,CINF,Cincinnati Financial,s&p500,2026-06-15,169.34,171.79,2.45,1.45,"676,000",116.13,N/A
