섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일종가,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
고무제품 제조업,타이어 제조,161390,한국타이어앤테크놀로지,kospi,2026-06-09,"73,000","75,900","3,900",5.42,"189,188","14,359","94,021"
기초 화학물질 제조업,-,298000,효성화학,kospi,2026-03-18,"38,900","64,500","25,600",65.81,"391,219","25,233","2,445"
기초 화학물질 제조업,"불소화물 제조,도매",093370,후성,kospi,2026-06-12,"19,010","19,570",560,2.95,"6,462,483","126,470","20,989"
기타 금융업,-,105560,KB금융,kospi,2026-06-05,"171,600","173,900","12,700",7.88,"546,145","94,974","616,801"
기타 금융업,금융지주회사,055550,신한지주,kospi,2026-06-05,"107,500","110,000","10,400",10.44,"748,497","82,334","522,119"
기타 금융업,기타 금융,086790,하나금융지주,kospi,2026-05-07,"128,800","129,400","8,400",6.94,"430,090","55,653","355,031"
기타 금융업,비금융지주회사,000240,한국앤컴퍼니,kospi,2026-03-25,"27,600","30,900","3,600",13.19,"224,393","6,933","29,334"
기타 금융업,"지주사업, 경영자문 및 컨설팅",180640,한진칼,kospi,2026-03-20,"130,000","131,500","11,600",9.67,"90,108","11,849","87,792"
기타 금융업,지주회사,402340,SK스퀘어,kospi,2026-06-04,"1,361,000","1,381,000","23,000",1.69,"308,101","425,487","1,822,345"
기타 금융업,지주회사 및 경영컨설팅 서비스업,060980,HL홀딩스,kospi,2026-05-15,"47,000","47,250","1,250",2.72,"18,952",895,"4,289"
담배 제조업,"잎담배,제조담배,홍삼,홍삼제품 제조,판매",033780,KT&G,kospi,2026-05-14,"189,000","190,300","2,500",1.33,"73,102","13,911","197,551"
보험업,손해보험(자동차보험),001450,현대해상,kospi,2026-06-12,"39,250","40,400","1,150",2.93,"886,198","35,802","34,440"
보험업,"손해보험의 원수,재보험,운용자산의 투자활동",000815,삼성화재우,kospi,2026-06-04,"411,500","422,000","12,000",2.93,"6,683","2,820","12,689"
상품 종합 도매업,B2B 전자상거래,122900,아이마켓코리아,kospi,2026-06-12,"7,740","7,740",0,0.0,"23,524",182,"2,587"
의약품 제조업,의약품 제조,002630,오리엔트바이오,kospi,2026-06-12,984,"1,007",23,2.34,"154,799",155,597
일반 목적용 기계 제조업,"자동차용부품(라디에이터,히터,에어콘,압축기,콘덴서,컴퓨레사) 제조,도매",018880,한온시스템,kospi,2026-05-11,"5,730","5,740","1,040",22.13,"49,129,090","282,000","58,907"
자동차 신품 부품 제조업,"제동장치, 조향장치, 현가장치",204320,HL만도,kospi,2026-06-12,"65,000","71,600","6,600",10.15,"3,257,005","233,201","33,621"
전자부품 제조업,"인쇄회로기판,Module 제조/부동산(건물) 임대",007815,코리아써우,kospi,2026-06-12,"27,450","28,900","1,450",5.28,540,15,856
전자부품 제조업,"인쇄회로기판,Module 제조/부동산(건물) 임대",00781K,코리아써키트2우B,kospi,2026-06-12,"22,900","23,450",550,2.4,510,11,183
종합 소매업,"백화점,할인점(E마트)",004170,신세계,kospi,2026-06-11,"714,000","724,000","29,000",4.17,"29,287","21,203","68,383"
항공 여객 운송업,"여객운송,화물운송,항공기 제조,판매,정비수리/기내식 제조판매,면세품 판매",003490,대한항공,kospi,2026-05-26,"27,450","30,300","3,700",13.91,"8,057,917","244,154","111,570"
항공 여객 운송업,"항공운송(여객운송,화물운송)/항공기 제조,정비수리",020560,아시아나항공,kospi,2026-05-14,"7,870","8,100","1,030",14.57,"1,125,138","9,113","16,685"
특수 목적용 기계 제조업,고압 수소 어닐링 장비,403870,HPSP,kosdaq global,2026-06-12,"71,500","79,800","8,300",11.61,"14,068,933","1,122,700","65,675"
