섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일종가,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
건물 건설업,"종합건설/여객운송,관광/부동산 임대,분양",002990,금호건설,kospi,2026-06-26,"6,630","8,610","1,980",29.86,"1,257,492","10,827","3,208"
건물 건설업,"종합건설/여객운송,관광/부동산 임대,분양",002995,금호건설우,kospi,2026-06-26,"20,000","26,000","6,000",30.0,"21,350",555,75
"구조용 금속제품, 탱크 및 증기발생기 제조업","데크플레이트,도로안전시설물(가드레일,강재방호책),건축용단열재보드(경질우레탄보드),신재생에너지사업",058730,다스코,kospi,2026-06-25,"4,105","4,465","1,030",29.99,"13,392,441","59,797",890
"내화, 비내화 요업제품 제조업",내화 요업제품,462520,조선내화,kospi,2026-06-25,"15,730","15,970",460,2.97,"36,074",576,"1,893"
자동차 신품 부품 제조업,자동차부품(자동차용 시트)제조,002880,디와이에이,kospi,2026-04-30,998,998,8,0.81,"3,228,271","3,221",466
전구 및 조명장치 제조업,"형광등,백열전구,전구식현광등,실드빔(차량용전조) 제조,판매",001210,금호전기,kospi,2026-04-20,999,"1,098",253,29.94,"19,393,779","21,294",679
제재 및 목재 가공업,MDF 등,446070,유니드비티플러스,kospi,2026-06-26,"3,280","3,375",95,2.9,"138,506",467,358
종합 소매업,백화점,037710,광주신세계,kospi,2026-06-26,"52,900","56,000","3,100",5.86,"1,869,174","104,673","4,271"
특수 목적용 기계 제조업,"CNC선반,CNC밀링,연마기(금속공작기계),MC공작기계,COPY밀링기계,주방품 제조,도매",000850,화천기공,kospi,2026-04-27,"39,600","39,750","1,250",3.25,"119,408","4,746",874
건물 건설업,"건축공사, 토목공사",091590,남화토건,kosdaq,2026-06-26,"6,680","8,680","2,000",29.94,"833,111","7,231","1,019"
광고업,"영상콘텐츠 제작 및 매니지먼트, 광고, 여행",048550,SM C&C,kosdaq,2026-06-22,"1,540","1,730",191,12.41,"1,978,522","3,422","1,673"
금융 지원 서비스업,금융 지원 서비스,473050,유안타제15호스팩,kosdaq,2026-06-09,"2,080","2,080",5,0.24,"7,235",15,145
금융 지원 서비스업,기업인수합병,469880,하나30호스팩,kosdaq,2026-06-04,"2,105","2,105",0,0.0,"69,268",145,153
상품 중개업,골프시뮬레이터,121440,골프존홀딩스,kosdaq,2026-04-29,"5,250","5,530","1,275",29.96,"117,715",650,"2,368"
스포츠 서비스업,골프장 서비스,111710,남화산업,kosdaq,2026-06-26,"4,900","6,080","1,180",24.08,"3,669,702","22,311","1,251"
"시멘트, 석회, 플라스터 및 그 제품 제조업",PHC파일,228340,동양파일,kosdaq,2026-06-26,"2,845","3,695",850,29.88,"267,731",989,739
영상 및 음향기기 제조업,Gaming모니터,051360,토비스,kosdaq,2026-06-25,"24,895","24,895",0,0.0,"131,255","3,267","3,713"
의료용 기기 제조업,정밀 체성분 분석기,041830,인바디,kosdaq,2026-06-25,"48,000","51,700","6,550",14.51,"187,220","9,679","6,969"
자동차 신품 부품 제조업,자동차 신품 부품,097780,에코볼트,kosdaq,2026-06-26,"1,441","1,455",14,0.97,"21,326",31,295
자동차 신품 부품 제조업,자동차부품,122350,삼기,kosdaq,2026-06-26,"1,834","2,080",246,13.41,"28,914,750","60,142",797
특수 목적용 기계 제조업,반도체 기판용 광학검사 및 수리장비,420770,기가비스,kosdaq,2026-06-26,"166,700","169,300","2,600",1.56,"86,116","14,579","21,460"
