섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일종가,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
기타 금융업,-,105560,KB금융,kospi,2026-06-04,"164,200","171,600","7,400",4.51,"2,955,491","507,162","639,811"
기타 금융업,금융지주회사,055550,신한지주,kospi,2026-06-04,"100,100","107,500","7,400",7.39,"3,611,830","388,271","510,253"
소프트웨어 개발 및 공급업,모바일게임,192080,더블유게임즈,kospi,2026-06-04,"70,300","71,100",800,1.14,"142,046","10,099","15,054"
의약품 제조업,"의약품(해열소염진통제,진해거담제,동맥경화용제,혈압강하제 등), 건강기능식품(프로바이오틱스 등)",003220,대원제약,kospi,2026-04-17,"11,060","11,240","2,590",29.94,"69,588",782,"2,520"
종합 소매업,백화점,069960,현대백화점,kospi,2026-06-04,"139,800","146,500","6,700",4.79,"397,812","58,279","31,592"
특수 목적용 기계 제조업,"드라이스트립, 드라이클리닝",319660,피에스케이,kosdaq global,2026-05-22,"116,900","126,500","12,100",10.58,"1,227,232","155,244","36,642"
,,464680,KB제27호스팩,kosdaq,2026-05-29,"2,110","2,110",0,0.0,"494,130","1,042",272
금융 지원 서비스업,기업인수목적 주식회사,472230,에스케이증권제11호스팩,kosdaq,2026-03-11,"2,070","2,070",0,0.0,"18,935",39,86
금융 지원 서비스업,기업인수합병,469880,하나30호스팩,kosdaq,2026-06-04,"2,105","2,105",0,0.0,"11,288",23,153
기초 화학물질 제조업,OLED 발광층 소재 등,457370,한켐,kosdaq,2026-05-26,"12,310","14,670","3,380",29.94,"8,327,128","122,158","1,182"
봉제의복 제조업,"캐쥬얼의류(Thursday Island, TI FOR MEN)",065060,지엔코,kosdaq,2026-06-04,"3,480","3,680",200,5.75,"80,171",295,220
실내건축 및 건축마무리 공사업,인테리어디자인,066620,국보디자인,kosdaq,2026-05-29,"25,500","25,850",450,1.77,"11,441",295,"1,938"
의약품 제조업,"인체조직(피부, 뼈, 연골)",290650,엘앤씨바이오,kosdaq,2026-06-04,"84,000","86,200","2,200",2.62,"545,357","47,009","23,247"
전자부품 제조업,프리즘시트,073110,엘엠에스,kosdaq,2026-05-18,"6,140","6,200",300,5.08,"25,946",160,551
"컴퓨터 프로그래밍, 시스템 통합 및 관리업","시스템통합, 지능형교통시스템",040350,크레오에스지,kosdaq,2026-06-04,"7,350","7,820",470,6.39,"343,912","2,689","1,526"
특수 목적용 기계 제조업,반도체 기판용 광학검사 및 수리장비,420770,기가비스,kosdaq,2026-05-26,"142,200","144,000","4,600",3.3,"234,406","33,754","18,253"
특수 목적용 기계 제조업,반도체장비(화학증착장비),095610,테스,kosdaq,2026-06-04,"135,900","139,200","3,300",2.43,"1,107,080","154,105","26,949"
특수 목적용 기계 제조업,실리콘질화막증착용LP-CVD,084370,유진테크,kosdaq,2026-06-04,"155,700","156,900","1,200",0.77,"473,525","74,296","35,955"
