섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일최고가,당일최저가,당일종가,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
엔터테인먼트 제작,53302030,XOMA,Xoma Royalty Corp,nasdaq,2026-07-01,42.62,43.00,42.46,43.00,0.38,0.89,"137,600",5.92,N/A
여가 및 오락시설,53301040,BATRA,Liberty Media Liberty Braves Ord Shs  Series A,nasdaq,2026-07-01,56.97,57.74,56.63,57.61,0.64,1.12,"80,800",4.65,N/A
여가 및 오락시설,53301040,BATRK,Liberty Media Liberty Braves Ord Shs Series C,nasdaq,2026-06-26,51.96,52.99,51.09,52.77,1.12,2.17,"398,400",21.02,N/A
여가 및 오락시설,53301040,LLYVA,Liberty Live Holdings Inc Series A,nasdaq,2026-07-01,103.86,105.47,102.08,104.11,0.25,0.24,"323,000",33.63,N/A
여가 및 오락시설,53301040,LLYVK,Liberty Live Holdings Inc Series C,nasdaq,2026-07-01,107.27,108.92,105.55,108.00,0.73,0.68,"464,300",50.14,N/A
여가 및 오락시설,53301040,MMYT,MakeMyTrip Ltd,nasdaq,2026-07-01,58.19,58.49,56.55,58.27,0.08,0.14,"940,100",54.78,N/A
여가 및 오락시설,53301040,NIPG,NIP Group Inc ADR,nasdaq,2026-04-09,0.75,8.23,7.05,7.41,7.16,2864.0,"3,925",0.03,N/A
여가 및 오락시설,53301040,OSW,OneSpaWorld Holdings Ltd,nasdaq,2026-06-30,28.24,28.72,27.94,28.68,0.55,1.96,"717,300",20.57,N/A
여가 및 오락시설,53301040,TRIP,Tripadvisor Inc,nasdaq,2026-06-29,14.03,14.31,13.72,14.29,0.54,3.93,"3,075,900",43.95,N/A
오락용 제품,53205020,POWW,Outdoor Holding Company,nasdaq,2026-06-29,2.36,2.41,2.31,2.37,0.06,2.6,"631,400",1.50,N/A
온라인 서비스,57201030,ABNB,Airbnb Inc,nasdaq,2026-07-01,147.31,150.07,146.50,148.93,1.62,1.1,"3,496,200",520.69,N/A
온라인 서비스,57201030,DASH,DoorDash Inc,nasdaq,2026-04-20,189.80,193.44,188.95,192.01,3.14,1.66,"4,581,900",879.77,N/A
온라인 서비스,57201030,EVER,EverQuote Inc,nasdaq,2026-07-01,24.73,25.02,24.26,24.86,0.13,0.53,"465,100",11.56,N/A
온라인 서비스,57201030,GLBE,Global-E Online Ltd,nasdaq,2026-06-26,36.41,37.68,35.83,36.85,1.02,2.85,"1,507,800",55.56,N/A
온라인 서비스,57201030,LYFT,Lyft Inc,nasdaq,2026-06-29,15.25,15.39,14.73,15.37,0.54,3.64,"8,784,100",135.01,N/A
온라인 서비스,57201030,LZ,LegalZoom.com Inc,nasdaq,2026-05-04,6.79,7.11,6.63,6.92,0.37,5.65,"2,798,300",19.36,N/A
온라인 서비스,57201030,PPLI,People Incorporated,nasdaq,2026-06-29,46.37,46.81,46.04,46.75,0.81,1.76,"830,000",38.80,N/A
온라인 서비스,57201030,QNST,QuinStreet Inc,nasdaq,2026-07-01,15.32,15.90,15.22,15.82,0.50,3.26,"653,300",10.34,N/A
온라인 서비스,57201030,TDUP,ThredUp Inc,nasdaq,2026-06-29,7.00,7.12,6.78,7.03,0.12,1.74,"1,330,400",9.35,N/A
온라인 서비스,57201030,ZD,Ziff Davis Inc,nasdaq,2026-06-30,52.37,52.63,51.57,52.43,0.46,0.89,"622,900",32.66,N/A
용기(종이 제외) 및 포장재,51302010,KRT,Karat Packaging Inc,nasdaq,2026-07-01,33.83,34.50,33.14,34.25,0.42,1.24,"161,200",5.52,N/A
은행,55101010,BPRN,Princeton Bancorp Inc,nasdaq,2026-07-01,38.93,39.41,38.88,38.98,0.05,0.13,"16,400",0.64,N/A
은행,55101010,CBC,Central Bancompany Inc,nasdaq,2026-07-01,31.36,31.89,31.12,31.46,0.10,0.32,"864,500",27.20,N/A
은행,55101010,CBK,Commercial BancGroup Inc,nasdaq,2026-07-01,33.06,33.83,33.05,33.40,0.34,1.03,"112,600",3.76,N/A
은행,55101010,CCNEP,CNB FINL Depositary Shs REP 1 40 Prf Series A,nasdaq,2026-06-15,24.96,25.02,24.84,25.02,0.17,0.7,"2,000",0.05,N/A
은행,55101010,GCBC,Greene County Bancorp Inc,nasdaq,2026-07-01,34.26,34.66,33.13,34.66,0.40,1.17,"50,700",1.76,N/A
은행,55101010,HIFS,Hingham Institution For Savings,nasdaq,2026-07-01,314.74,321.05,310.29,317.18,2.44,0.78,"46,800",14.84,N/A
은행,55101010,MBNKO,Medallion Bank Fixed Rate Reset Non Cumulative Perpetual Pref Shs Series G,nasdaq,2026-06-29,25.63,25.71,25.61,25.67,0.08,0.31,600,0.02,N/A
은행,55101010,OBT,Orange County Bancorp Inc,nasdaq,2026-07-01,37.64,38.83,37.00,37.65,0.01,0.03,"135,000",5.08,N/A
은행,55101010,PBFS,Pioneer Bancorp Inc,nasdaq,2026-07-01,17.27,17.64,17.01,17.29,0.02,0.12,"10,800",0.19,N/A
의료 관리,56102020,PGNY,Progyny Inc,nasdaq,2026-07-01,29.45,30.33,29.51,30.22,0.77,2.61,"942,900",28.49,N/A
의료 시설 및 서비스,56102010,ACHC,Acadia Healthcare Company Inc,nasdaq,2026-07-01,31.25,32.82,31.35,31.91,0.66,2.11,"4,463,300",142.42,N/A
의료 시설 및 서비스,56102010,ADUS,Addus Homecare Corp,nasdaq,2026-07-01,102.25,105.72,102.48,105.17,2.92,2.86,"296,600",31.19,N/A
의료 시설 및 서비스,56102010,AVAH,Aveanna Healthcare Holdings Inc,nasdaq,2026-07-01,8.86,9.31,8.80,9.10,0.24,2.71,"2,547,900",23.19,N/A
의료 시설 및 서비스,56102010,FLGT,Fulgent Genetics Inc,nasdaq,2026-07-01,20.82,21.18,20.53,20.85,0.03,0.14,"184,500",3.85,N/A
의료 시설 및 서비스,56102010,INNV,InnovAge Holding Corp,nasdaq,2026-06-30,11.85,12.28,11.61,11.99,0.28,2.39,"368,200",4.41,N/A
의료 시설 및 서비스,56102010,LMRI,Lumexa Imaging Holdings Inc,nasdaq,2026-06-26,12.10,12.65,11.69,12.43,0.84,7.25,"1,347,100",16.74,N/A
의료 시설 및 서비스,56102010,NEO,Neogenomics Inc,nasdaq,2026-07-01,14.97,15.56,15.00,15.16,0.19,1.27,"2,177,900",33.02,N/A
의료 시설 및 서비스,56102010,NTRA,Natera Inc,nasdaq,2026-07-01,276.27,279.63,271.64,279.32,3.05,1.1,"1,274,000",355.85,N/A
의료 시설 및 서비스,56102010,NUTX,Nutex Health Inc,nasdaq,2026-07-01,190.71,201.49,188.04,196.53,5.82,3.05,"263,500",51.79,N/A
의료 시설 및 서비스,56102010,PNTG,Pennant Group Inc,nasdaq,2026-07-01,37.36,39.42,37.73,38.52,1.16,3.1,"643,000",24.77,N/A
의료 시설 및 서비스,56102010,PRVA,Privia Health Group Inc,nasdaq,2026-07-01,26.88,27.52,26.90,27.36,0.48,1.79,"938,300",25.67,N/A
의료 시설 및 서비스,56102010,RDNT,RadNet Inc,nasdaq,2026-07-01,65.62,70.00,65.32,68.75,3.13,4.77,"1,717,600",118.08,N/A
의료 시설 및 서비스,56102010,SGRY,Surgery Partners Inc,nasdaq,2026-06-30,16.80,17.44,16.71,17.23,0.63,3.8,"1,476,700",25.44,N/A
의료 시설 및 서비스,56102010,SHC,Sotera Health Co,nasdaq,2026-06-30,17.75,17.94,17.61,17.93,0.18,1.01,"3,085,200",55.32,N/A
의료 시설 및 서비스,56102010,VMD,Viemed Healthcare Inc,nasdaq,2026-07-01,11.74,12.06,11.71,12.02,0.28,2.39,"377,100",4.53,N/A
"의료 장비, 물품 및 유통",56101020,ATRC,AtriCure Inc,nasdaq,2026-06-26,30.18,31.82,29.88,31.79,2.06,6.93,"1,545,500",49.13,N/A
"의료 장비, 물품 및 유통",56101020,CERS,Cerus Corp,nasdaq,2026-05-29,3.04,3.21,3.03,3.16,0.16,5.33,"3,289,800",10.40,N/A
"의료 장비, 물품 및 유통",56101020,COO,Cooper Companies Inc,nasdaq,2026-07-01,71.95,74.45,72.33,74.20,2.25,3.13,"3,259,700",241.87,N/A
"의료 장비, 물품 및 유통",56101020,DCTH,Delcath Systems Inc,nasdaq,2026-06-29,12.95,13.23,12.78,13.20,0.29,2.25,"337,900",4.46,N/A
"의료 장비, 물품 및 유통",56101020,ESTA,Establishment Labs Holdings Inc,nasdaq,2026-07-01,89.23,90.48,87.90,89.25,0.02,0.02,"440,100",39.28,N/A
"의료 장비, 물품 및 유통",56101020,HSIC,Henry Schein Inc,nasdaq,2026-06-26,84.95,86.51,84.74,86.43,1.91,2.26,"2,152,700",186.06,N/A
"의료 장비, 물품 및 유통",56101020,ICU,SeaStar Medical Holding Corp,nasdaq,2026-05-06,4.87,5.38,4.55,4.92,0.06,1.23,"279,100",1.37,N/A
"의료 장비, 물품 및 유통",56101020,ICUI,ICU Medical Inc,nasdaq,2026-06-25,148.83,155.06,149.24,154.97,6.51,4.39,"424,300",65.75,N/A
"의료 장비, 물품 및 유통",56101020,KRMD,KORU Medical Systems Inc,nasdaq,2026-06-26,4.46,4.54,4.39,4.49,0.09,2.05,"116,500",0.52,N/A
"의료 장비, 물품 및 유통",56101020,LFWD,Lifeward Ltd,nasdaq,2026-06-01,7.95,8.02,7.30,8.02,0.33,4.29,"30,300",0.24,N/A
"의료 장비, 물품 및 유통",56101020,LIVN,LivaNova PLC,nasdaq,2026-06-26,83.43,83.75,82.00,83.62,1.14,1.38,"517,400",43.26,N/A
"의료 장비, 물품 및 유통",56101020,MMED,MiniMed Group Inc,nasdaq,2026-06-11,15.47,15.76,15.18,15.59,0.40,2.63,"447,200",6.97,N/A
"의료 장비, 물품 및 유통",56101020,TCMD,Tactile Systems Technology Inc,nasdaq,2026-07-01,30.65,31.42,29.84,31.35,0.70,2.28,"383,000",12.01,N/A
"의료 장비, 물품 및 유통",56101020,UFPT,UFP Technologies Inc,nasdaq,2026-07-01,268.67,272.36,264.72,272.36,3.69,1.37,"244,200",66.51,N/A
의류 및 액세서리,53202020,LAKE,Lakeland Industries Inc,nasdaq,2026-07-01,11.60,12.44,11.60,12.36,0.76,6.55,"156,100",1.93,N/A
의류 및 액세서리,53202020,NCI,Neo-Concept International Group Holdings Ltd,nasdaq,2026-07-01,11.62,12.17,11.40,11.91,0.29,2.5,"484,300",5.77,N/A
임업 및 목재 제품,51301010,JCTC,Jewett-Cameron Trading Company Ltd,nasdaq,2026-07-01,2.49,2.57,2.43,2.56,0.07,2.81,"17,700",0.05,N/A
자동차 및 트럭 제조,53101010,RIVN,Rivian Automotive Inc,nasdaq,2026-06-03,18.27,19.79,17.81,18.63,1.45,8.44,"78,212,500","1,457.10",N/A
"자동차, 트럭 및 오토바이 부품",53101020,DORM,Dorman Products Inc,nasdaq,2026-06-30,136.45,137.70,134.39,137.65,1.90,1.4,"278,200",38.29,N/A
재보험,55301050,OXBR,Oxbridge Re Holdings Ltd,nasdaq,2026-07-01,1.27,1.36,1.18,1.28,0.01,0.79,"102,300",0.13,N/A
전기 부품 및 장비,52102030,ENGS,Energys Group Ltd,nasdaq,2026-07-01,2.69,2.79,2.57,2.69,0.00,0.0,"2,390,700",6.43,N/A
전력 유틸리티,59101010,EVRG,Evergy Inc,nasdaq,2026-06-26,87.21,88.18,86.44,88.13,1.94,2.25,"1,505,500",132.68,N/A
전력 유틸리티,59101010,LNT,Alliant Energy Corp,nasdaq,2026-06-26,77.25,78.21,76.03,78.03,2.24,2.96,"2,563,200",200.01,N/A
전력 유틸리티,59101010,MGEE,MGE Energy Inc,nasdaq,2026-06-30,81.54,84.29,81.28,84.23,3.12,3.85,"277,700",23.39,N/A
전력 유틸리티,59101010,NVVE,Nuvve Holding Corp,nasdaq,2026-04-10,0.67,6.70,5.75,5.76,5.40,1504.46,"19,537",0.11,N/A
전력 유틸리티,59101010,OTTR,Otter Tail Corp,nasdaq,2026-04-13,91.29,91.61,89.26,91.39,1.73,1.93,"206,200",18.84,N/A
전자 장비 및 부품,57104010,KTCC,Key Tronic Corp,nasdaq,2026-06-29,4.25,4.29,3.98,4.26,0.14,3.4,"6,900",0.03,N/A
제약,56201040,ABEO,Abeona Therapeutics Inc,nasdaq,2026-06-30,6.18,6.42,6.00,6.40,0.35,5.79,"1,396,200",8.94,N/A
제약,56201040,ACOG,Alpha Cognition Inc,nasdaq,2026-07-01,7.79,8.10,7.35,7.89,0.10,1.28,"52,000",0.41,N/A
제약,56201040,AMGN,Amgen Inc,nasdaq,2026-06-30,362.12,375.15,363.39,374.15,12.82,3.55,"2,487,600",930.74,N/A
제약,56201040,ANIP,ANI Pharmaceuticals Inc,nasdaq,2026-05-05,84.63,86.13,82.70,86.03,2.98,3.59,"581,000",49.98,N/A
제약,56201040,CORT,Corcept Therapeutics Inc,nasdaq,2026-07-01,88.48,90.30,86.82,90.21,1.73,1.96,"771,900",69.63,N/A
제약,56201040,CRON,Cronos Group Inc,nasdaq,2026-07-01,2.86,2.94,2.84,2.86,0.00,0.0,"1,075,100",3.07,N/A
제약,56201040,DERM,Journey Medical Corp,nasdaq,2026-06-30,7.08,7.22,6.98,7.09,0.05,0.71,"134,100",0.95,N/A
제약,56201040,ETON,Eton Pharmaceuticals Inc,nasdaq,2026-06-29,36.73,37.98,36.63,37.50,0.87,2.38,"526,800",19.75,N/A
제약,56201040,HALO,Halozyme Therapeutics Inc,nasdaq,2026-06-30,78.27,79.51,77.54,79.45,2.44,3.17,"1,566,200",124.43,N/A
제약,56201040,HRMY,Harmony Biosciences Holdings Inc,nasdaq,2026-06-30,36.41,37.40,35.92,37.26,1.26,3.5,"1,013,000",37.74,N/A
제약,56201040,IMCR,Immunocore Holdings PLC ADR,nasdaq,2026-04-08,31.85,32.75,31.54,32.50,0.85,2.69,"954,700",31.03,N/A
제약,56201040,INCY,Incyte Corp,nasdaq,2026-06-29,114.66,118.69,113.50,116.86,3.05,2.68,"2,632,100",307.59,N/A
제약,56201040,JAZZ,Jazz Pharmaceuticals PLC,nasdaq,2026-06-30,240.97,243.81,234.36,243.47,5.96,2.51,"766,800",186.69,N/A
제약,56201040,KNSA,Kiniksa Pharmaceuticals International  PLC,nasdaq,2026-06-30,63.95,64.57,62.04,64.53,1.65,2.62,"625,300",40.35,N/A
제약,56201040,KYNB,Kyntra Bio Inc,nasdaq,2026-06-30,7.55,7.79,7.60,7.63,0.08,1.06,"5,000",0.04,N/A
제약,56201040,LGND,Ligand Pharmaceuticals Inc,nasdaq,2026-06-30,316.09,320.00,308.76,319.55,7.54,2.42,"368,200",117.66,N/A
제약,56201040,MIRM,Mirum Pharmaceuticals Inc,nasdaq,2026-06-26,123.77,125.75,119.98,125.59,5.13,4.26,"653,000",82.01,N/A
제약,56201040,MRNA,Moderna Inc,nasdaq,2026-07-01,72.50,81.40,73.68,79.76,7.26,10.01,"14,087,700","1,123.63",N/A
제약,56201040,NBIX,Neurocrine Biosciences  Inc,nasdaq,2026-06-29,170.00,174.38,168.26,174.26,6.49,3.87,"1,251,000",218.00,N/A
제약,56201040,PBYI,Puma Biotechnology Inc,nasdaq,2026-06-29,8.19,8.32,7.99,8.26,0.27,3.38,"211,600",1.75,N/A
제약,56201040,RARE,Ultragenyx Pharmaceutical Inc,nasdaq,2026-06-30,33.39,33.50,32.48,33.47,1.09,3.37,"1,239,000",41.47,N/A
제약,56201040,RMTI,Rockwell Medical Inc,nasdaq,2026-07-01,5.19,5.56,4.89,5.54,0.35,6.74,"90,600",0.50,N/A
제약,56201040,RPRX,Royalty Pharma PLC,nasdaq,2026-06-29,57.09,57.80,55.62,57.77,1.99,3.57,"3,245,100",187.47,N/A
제약,56201040,RYTM,Rhythm Pharmaceuticals Inc,nasdaq,2026-06-30,111.03,114.25,109.78,114.17,3.76,3.41,"955,000",109.03,N/A
제약,56201040,SMTI,Sanara Medtech Inc,nasdaq,2026-06-29,24.58,24.86,24.20,24.84,0.57,2.35,"26,400",0.66,N/A
제약,56201040,VCEL,Vericel Corp,nasdaq,2026-06-26,46.23,47.06,45.21,46.98,1.83,4.05,"640,700",30.10,N/A
제약,56201040,VRTX,Vertex Pharmaceuticals Inc,nasdaq,2026-06-29,499.65,529.14,501.53,528.04,30.03,6.03,"1,855,600",979.83,N/A
제약,56201040,XERS,Xeris Biopharma Holdings Inc,nasdaq,2026-07-01,8.00,8.38,7.85,8.28,0.28,3.5,"3,748,900",31.04,N/A
지상 화물 및 물류,52405030,CSX,CSX Corp,nasdaq,2026-07-01,48.33,49.21,48.53,48.89,0.56,1.16,"13,746,500",672.07,N/A
철 및 강철,51201020,ACNT,Ascent Industries Co,nasdaq,2026-07-01,15.11,15.28,14.81,15.26,0.15,0.99,"50,300",0.77,N/A
철 및 강철,51201020,METCZ,Ramaco Resources 8 375 Senior Notes due 2029,nasdaq,2026-06-30,25.52,25.54,25.49,25.54,0.02,0.08,"15,300",0.39,N/A
첨단 의료 장비 및 기술,56101010,DRTS,Alpha Tau Medical Ltd,nasdaq,2026-07-01,12.64,13.23,12.39,13.23,0.59,4.67,"1,150,900",15.23,N/A
첨단 의료 장비 및 기술,56101010,GENB,Generate Biomedicines Inc,nasdaq,2026-06-29,16.91,17.60,16.48,17.41,0.91,5.52,"833,200",14.51,N/A
첨단 의료 장비 및 기술,56101010,ILMN,Illumina Inc,nasdaq,2026-07-01,183.89,189.46,184.40,188.68,4.79,2.6,"2,941,700",555.04,N/A
첨단 의료 장비 및 기술,56101010,IRMD,IRadimed Corp,nasdaq,2026-07-01,98.04,101.13,96.80,100.97,2.93,2.99,"130,100",13.14,N/A
첨단 의료 장비 및 기술,56101010,KMTS,Kestra Medical Technologies Ltd,nasdaq,2026-06-26,26.43,27.29,25.88,26.98,0.70,2.66,"308,100",8.31,N/A
첨단 의료 장비 및 기술,56101010,LNSR,LENSAR Inc,nasdaq,2026-06-17,6.26,6.42,5.77,6.40,0.56,9.59,"130,500",0.84,N/A
첨단 의료 장비 및 기술,56101010,QDEL,QuidelOrtho Corp,nasdaq,2026-06-29,18.23,18.65,17.83,18.25,0.07,0.39,"1,221,800",22.30,N/A
첨단 의료 장비 및 기술,56101010,SLP,Simulations Plus Inc,nasdaq,2026-06-29,18.38,18.47,18.34,18.39,0.04,0.22,"483,000",8.88,N/A
첨단 의료 장비 및 기술,56101010,TBRG,TruBridge Inc,nasdaq,2026-07-01,26.23,26.24,26.22,26.24,0.01,0.04,"571,000",14.98,N/A
통신 및 네트워킹,57102010,CLRO,Clearone Inc,nasdaq,2026-06-10,3.89,9.62,3.12,6.48,3.26,101.24,"87,174,400",564.89,N/A
투자 관리 및 펀드 운영,55102020,GCMG,GCM Grosvenor Inc,nasdaq,2026-07-01,12.71,12.98,12.72,12.91,0.20,1.57,"318,200",4.11,N/A
투자 관리 및 펀드 운영,55102020,NTRS,Northern Trust Corp,nasdaq,2026-06-23,176.26,177.55,174.54,176.50,0.90,0.51,"613,100",108.21,N/A
투자 관리 및 펀드 운영,55102020,TROW,T Rowe Price Group Inc,nasdaq,2026-07-01,116.11,118.64,116.39,118.55,2.44,2.1,"1,450,100",171.91,N/A
투자 지주 회사,55601010,AACI,Armada Acquisition Corp III,nasdaq,2026-07-01,10.00,10.00,9.98,10.00,0.00,0.0,"58,100",0.58,N/A
투자 지주 회사,55601010,ADAC,American Drive Acquisition Co,nasdaq,2026-07-01,10.04,10.07,10.04,10.07,0.03,0.3,"12,200",0.12,N/A
투자 지주 회사,55601010,AEAQU,Activate Energy Acquisition Units,nasdaq,2026-06-30,10.16,10.66,10.16,10.16,0.00,0.0,"1,100",0.01,N/A
투자 지주 회사,55601010,ALF,Centurion Acquisition Corp,nasdaq,2026-05-22,10.89,10.89,10.89,10.89,0.01,0.09,100,0.00,N/A
투자 지주 회사,55601010,ALIS,Calisa Acquisition Corp,nasdaq,2026-07-01,10.16,10.25,10.17,10.18,0.02,0.2,"46,400",0.47,N/A
투자 지주 회사,55601010,ALOV,Aldabra 4 Liquidity Opportunity Vehicle Inc,nasdaq,2026-06-26,9.96,9.96,9.94,9.96,0.02,0.2,"1,100",0.01,N/A
투자 지주 회사,55601010,APXT,Apex Treasury Corp,nasdaq,2026-06-18,10.06,10.09,10.06,10.08,0.03,0.3,"20,900",0.21,N/A
투자 지주 회사,55601010,ARTC,Art Technology Acquisition Corp,nasdaq,2026-07-01,9.95,9.99,9.96,9.98,0.03,0.3,"25,500",0.25,N/A
투자 지주 회사,55601010,ARTCU,Art Technology Acquisition Units,nasdaq,2026-06-10,10.05,10.05,10.05,10.05,0.02,0.2,"49,200",0.49,N/A
투자 지주 회사,55601010,BACC,Blue Acquisition Corp,nasdaq,2026-07-01,10.83,10.99,10.85,10.86,0.03,0.28,"209,600",2.28,N/A
투자 지주 회사,55601010,BDCI,BTC Development Corp,nasdaq,2026-07-01,10.08,10.09,10.07,10.09,0.01,0.1,"18,300",0.18,N/A
투자 지주 회사,55601010,BEAG,Bold Eagle Acquisition Corp,nasdaq,2026-06-01,10.70,10.70,10.64,10.70,0.03,0.28,"31,500",0.34,N/A
투자 지주 회사,55601010,BIXI,Bitcoin Infrastructure Acquisition Corp Ltd,nasdaq,2026-06-23,10.00,10.02,10.00,10.02,0.02,0.2,"33,200",0.33,N/A
투자 지주 회사,55601010,BLUW,Blue Water Acquisition Corp III,nasdaq,2026-06-16,10.33,10.34,10.34,10.34,0.01,0.1,"5,700",0.06,N/A
투자 지주 회사,55601010,BLZR,Trailblazer Acquisition Corp,nasdaq,2026-05-29,10.12,10.12,10.11,10.12,0.01,0.1,"16,000",0.16,N/A
투자 지주 회사,55601010,BPAC,Blueport Acquisition Ltd,nasdaq,2026-06-11,10.12,10.13,10.12,10.13,0.01,0.1,"13,400",0.14,N/A
투자 지주 회사,55601010,CAQ,Cambridge Acquisition Corp,nasdaq,2026-07-01,9.92,9.97,9.91,9.96,0.04,0.4,"10,200",0.10,N/A
투자 지주 회사,55601010,CCII,Cohen Circle Acquisition Corp II,nasdaq,2026-07-01,10.37,10.40,10.37,10.37,0.00,0.0,"17,000",0.18,N/A
투자 지주 회사,55601010,CCIX,Churchill Capital Corp IX,nasdaq,2026-06-29,10.90,10.94,10.88,10.93,0.03,0.28,"243,700",2.66,N/A
투자 지주 회사,55601010,CCXI,Churchill Capital Corp XI,nasdaq,2026-06-30,17.45,19.59,15.37,19.10,2.04,11.96,"10,872,800",207.67,N/A
투자 지주 회사,55601010,CCXIU,Churchill Capital XI Units,nasdaq,2026-06-30,18.08,21.88,16.11,19.83,2.27,12.93,"117,800",2.34,N/A
투자 지주 회사,55601010,CEPS,Cantor Equity Partners Vi  Inc,nasdaq,2026-06-24,10.40,10.40,10.33,10.40,0.03,0.29,"3,600",0.04,N/A
투자 지주 회사,55601010,CEPV,Cantor Equity Partners V Inc,nasdaq,2026-06-23,10.35,10.38,10.35,10.38,0.03,0.29,"27,200",0.28,N/A
투자 지주 회사,55601010,CRAC,Crown Reserve Acquisition Corp. I,nasdaq,2026-06-15,10.12,10.12,10.11,10.12,0.01,0.05,"33,400",0.34,N/A
투자 지주 회사,55601010,CRAN,Crane Harbor Acquisition Corp II,nasdaq,2026-07-01,10.15,10.15,10.15,10.15,0.00,0.0,"7,700",0.08,N/A
투자 지주 회사,55601010,CRAQ,Cal Redwood Acquisition Corp,nasdaq,2026-06-30,10.30,10.32,10.30,10.32,0.02,0.19,"6,200",0.06,N/A
투자 지주 회사,55601010,DMAA,Drugs Made In America Acquisition Corp,nasdaq,2026-06-30,10.65,10.65,10.65,10.65,0.01,0.09,300,0.00,N/A
투자 지주 회사,55601010,DSAC,Daedalus Special Acquisition Corp,nasdaq,2026-07-01,10.13,10.13,10.06,10.13,0.00,0.0,"73,800",0.75,N/A
투자 지주 회사,55601010,DTSQ,DT Cloud Star Acquisition Corp,nasdaq,2026-06-16,11.34,11.35,11.30,11.35,0.03,0.27,"2,700",0.03,N/A
투자 지주 회사,55601010,EMIS,Emmis Acquisition Corp,nasdaq,2026-05-26,10.15,10.18,10.18,10.18,0.07,0.69,"5,000",0.05,N/A
투자 지주 회사,55601010,EVOX,Evolution Global Acquisition Corp,nasdaq,2026-07-01,10.05,10.05,10.03,10.05,0.00,0.0,"21,900",0.22,N/A
투자 지주 회사,55601010,FERA,Fifth Era Acquisition Corp I,nasdaq,2026-06-22,10.43,10.46,10.41,10.44,0.01,0.1,"62,400",0.65,N/A
투자 지주 회사,55601010,FMACU,Future Money Acquisition Units,nasdaq,2026-06-16,10.16,10.18,10.15,10.17,0.05,0.49,"6,400",0.07,N/A
투자 지주 회사,55601010,GSHR,Gesher Acquisition II Corp,nasdaq,2026-07-01,10.45,10.48,10.48,10.48,0.03,0.29,"46,600",0.49,N/A
투자 지주 회사,55601010,GSRF,GSR IV Acquisition Corp,nasdaq,2026-05-20,10.16,10.16,10.16,10.16,0.01,0.05,"5,900",0.06,N/A
투자 지주 회사,55601010,GTEN,Gores Holdings X Inc,nasdaq,2026-07-01,10.48,10.60,10.49,10.49,0.01,0.1,"356,600",3.74,N/A
투자 지주 회사,55601010,GTENU,Gores Holdings X Units,nasdaq,2026-04-30,10.60,10.70,10.62,10.70,0.10,0.94,"4,000",0.04,N/A
투자 지주 회사,55601010,HACQ,HCM IV Acquisition Corp,nasdaq,2026-06-08,10.03,10.04,10.03,10.04,0.01,0.1,"24,600",0.25,N/A
투자 지주 회사,55601010,HCIC,Hennessy Capital Investment Corp. VIII,nasdaq,2026-06-25,9.97,10.01,9.98,10.00,0.06,0.6,"125,900",1.26,N/A
투자 지주 회사,55601010,HCICU,Hennessy Capital Investment VIII Units,nasdaq,2026-07-01,10.11,10.15,10.15,10.15,0.03,0.35,"1,249",0.01,N/A
투자 지주 회사,55601010,HCMA,HCM III Acquisition Corp,nasdaq,2026-06-26,10.29,10.30,10.26,10.30,0.04,0.43,"21,200",0.22,N/A
투자 지주 회사,55601010,IACO,Idea Acquisition Corp,nasdaq,2026-06-10,9.92,9.92,9.92,9.92,0.00,0.0,"51,400",0.51,N/A
투자 지주 회사,55601010,IEAG,Infinite Eagle Acquisition Corp,nasdaq,2026-07-01,10.16,10.20,10.17,10.20,0.04,0.39,"55,900",0.57,N/A
투자 지주 회사,55601010,IEAGU,Infinite Eagle Acquisition Units,nasdaq,2026-06-03,10.36,10.40,10.37,10.40,0.15,1.41,"7,900",0.08,N/A
투자 지주 회사,55601010,IGAC,Invest Green Acquisition Corp,nasdaq,2026-06-18,10.02,10.03,10.02,10.03,0.02,0.2,"7,100",0.07,N/A
투자 지주 회사,55601010,IPCX,Inflection Point Acquisition Corp III,nasdaq,2026-06-16,10.34,10.35,10.34,10.35,0.02,0.19,"17,600",0.18,N/A
투자 지주 회사,55601010,ITHA,ITHAX Acquisition Corp III,nasdaq,2026-06-02,10.00,10.03,10.00,10.03,0.05,0.5,"12,900",0.13,N/A
투자 지주 회사,55601010,KCHV,Kochav Defense Acquisition Corp,nasdaq,2026-06-12,10.39,10.39,10.36,10.39,0.01,0.05,"1,200",0.01,N/A
투자 지주 회사,55601010,KRAQ,KRAKacquisition Corp,nasdaq,2026-06-23,10.00,10.00,9.99,10.00,0.01,0.1,"16,300",0.16,N/A
투자 지주 회사,55601010,LATA,Galata Acquisition Corp II,nasdaq,2026-05-28,10.11,10.11,10.11,10.11,0.00,0.0,"30,400",0.31,N/A
투자 지주 회사,55601010,LKSP,Lake Superior Acquisition Corp,nasdaq,2026-06-17,10.15,10.15,10.15,10.15,0.00,0.0,"7,000",0.07,N/A
투자 지주 회사,55601010,LPAA,Launch One Acquisition Corp,nasdaq,2026-06-18,10.84,10.85,10.85,10.85,0.01,0.09,600,0.01,N/A
