섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일종가,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
기초 화학물질 제조업,-,298000,효성화학,kospi,2026-06-15,"55,000","67,400","15,500",29.87,"352,745","23,775","2,555"
기타 금융업,지주회사,402340,SK스퀘어,kospi,2026-06-16,"1,501,000","1,578,000","77,000",5.13,"351,900","555,298","2,082,303"
기타 금융업,"지주회사, 시스템통합(SI), 정보통신사업 관련 컨설팅,조사용역,정보통신기술 연구개발/정보통신기기,소프트웨어 개발,도매",034730,SK,kospi,2026-05-27,"680,000","689,000","16,000",2.38,"83,315","57,404","499,543"
반도체 제조업,"반도체,컴퓨터,통신기기 제조,도매",000660,SK하이닉스,kospi,2026-06-16,"2,382,000","2,402,000","20,000",0.84,"1,242,962","2,985,594","17,119,110"
보험업,생명보험,088350,한화생명,kospi,2026-05-19,"5,800","5,910",360,6.49,"19,495,178","115,216","51,330"
보험업,손해보험(자동차보험),001450,현대해상,kospi,2026-06-16,"41,250","41,800",550,1.33,"255,508","10,680","35,633"
선박 및 보트 건조업,선박 제조,042660,한화오션,kospi,2026-04-22,"135,000","139,300","10,100",7.82,"3,457,627","481,647","426,833"
은행 및 저축기관,은행 및 저축기관,279570,케이뱅크,kospi,2026-06-15,"6,980","7,140",260,3.78,"6,413,673","45,793","28,966"
전자부품 제조업,"인쇄회로기판,Module 제조/부동산(건물) 임대",007810,코리아써키트,kospi,2026-06-11,"139,200","140,600","8,700",6.6,"123,987","17,432","33,719"
전자부품 제조업,"인쇄회로기판,Module 제조/부동산(건물) 임대",007815,코리아써우,kospi,2026-06-16,"29,900","30,850",950,3.18,"1,008",31,914
전자부품 제조업,"인쇄회로기판,Module 제조/부동산(건물) 임대",00781K,코리아써키트2우B,kospi,2026-06-15,"24,750","25,400",700,2.83,"1,491",37,199
종합 소매업,백화점,069960,현대백화점,kospi,2026-06-16,"198,400","198,500",100,0.05,"40,638","8,066","42,806"
"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","반도체, 디스플레이 제조 장비",281820,케이씨텍,kospi,2026-06-16,"90,100","93,200","3,100",3.44,"167,422","15,603","18,452"
해상 운송업,"정기,부정기,전용선,콘테이너선,자동차선,LNG선 해운",011200,HMM,kospi,2026-06-16,"22,150","22,350",200,0.9,"1,589,236","35,519","210,813"
광고업,"영상콘텐츠 제작 및 매니지먼트, 광고, 여행",048550,SM C&C,kosdaq,2026-06-16,"1,201","1,239",38,3.16,"417,319",517,"1,198"
