섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일종가,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
금융 지원 서비스업,금융 지원 서비스,473050,유안타제15호스팩,kosdaq,2026-06-09,"2,080","2,080",0,0.0,107,0,145
금융 지원 서비스업,금융 지원 서비스(기업인수목적회사),474490,유안타제16호스팩,kosdaq,2026-06-12,"2,060","2,060",0,0.0,"9,043",18,113
금융 지원 서비스업,기업인수합병,464440,한국제13호스팩,kosdaq,2026-06-01,"2,115","2,115",5,0.24,"14,010",29,91
금융 지원 서비스업,기업인수합병,469900,하나31호스팩,kosdaq,2026-03-20,"2,085","2,085",5,0.24,1,0,116
금융 지원 서비스업,기타금융,477340,에이치엠씨제7호스팩,kosdaq,2026-06-15,"2,045","2,045",0,0.0,1,0,153
기타 금속 가공제품 제조업,"엔드밀, 탭, 드릴",019210,와이지-원,kosdaq,2026-05-18,"19,300","20,450","2,570",14.37,"853,017","17,444","7,606"
기타 금융업,"자회사 제품 : IT기기용 정밀 화스너부품(스크류, 샤프트, 스프링)",900070,글로벌에스엠,kosdaq,2026-06-16,"1,147","1,167",20,1.74,"64,763",75,313
기타 전문 도매업,"완구, 게임, 캐릭터수입수수료",066910,손오공,kosdaq,2026-06-09,"2,890","2,895",85,3.02,"21,801",63,387
기타 종이 및 판지 제품 제조업,"산업용 및 가정용 지류(강판간지, 다공지 등)",078130,국일제지,kosdaq,2026-05-21,"3,925","3,930",115,3.01,"50,839",199,"4,430"
반도체 제조업,메모리 반도체 테스트,200470,에이팩트,kosdaq,2026-06-15,"12,150","12,500",720,6.11,"1,278,262","15,978","5,295"
반도체 제조업,반도체 패키징 및 테스트,097800,윈팩,kosdaq,2026-06-15,"3,005","3,010",125,4.33,"1,229,114","3,699",821
소프트웨어 개발 및 공급업,모바일게임,205500,넥써쓰,kosdaq,2026-06-16,"2,195","2,530",335,15.26,"1,340,505","3,391","1,622"
소프트웨어 개발 및 공급업,"캐주얼게임, 소셜카지노게임",950190,고스트스튜디오,kosdaq,2026-06-16,"9,450","9,470",20,0.21,"22,393",212,"1,232"
"시멘트, 석회, 플라스터 및 그 제품 제조업","레미콘,전주,고강도파일,흄관",079650,서산,kosdaq,2026-06-16,"2,850","3,210",360,12.63,"1,703,544","5,468",642
일반 목적용 기계 제조업,"강관, 피팅, 밸브류 등",159010,아스플로,kosdaq,2026-06-12,"21,850","22,450",950,4.42,"40,403",907,"2,993"
자동차 신품 부품 제조업,자동차 신품 부품,097780,에코볼트,kosdaq,2026-06-16,"1,348","1,378",30,2.23,"230,773",318,279
자동차 신품 부품 제조업,자동차부품,126640,화신정공,kosdaq,2026-06-16,"6,830","7,170",340,4.98,"10,641,937","76,302","2,513"
전문디자인업,"캐릭터디자인,캐릭터완구 등",039830,오로라,kosdaq,2026-05-22,"18,910","18,950","1,200",6.76,"92,552","1,753","2,039"
전자부품 제조업,"칩바리스터, 아몰퍼스코어",052710,아모텍,kosdaq,2026-06-16,"30,700","31,050",350,1.14,"404,014","12,544","4,537"
특수 목적용 기계 제조업,반도체 및 디스플레이 제조 장비,122640,예스티,kosdaq,2026-05-26,"32,100","33,200","4,300",14.88,"757,267","25,141","7,166"
