섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일종가,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
Communication Services,Interactive Home Entertainment,TTWO,Take-Two Interactive,s&p500,2026-07-01,250.32,254.99,4.67,1.87,"2,033,700",518.57,N/A
Communication Services,Movies & Entertainment,LYV,Live Nation Entertainment,s&p500,2026-07-01,183.98,186.59,2.61,1.42,"2,321,400",433.15,N/A
Consumer Discretionary,Distributors,GPC,Genuine Parts Company,s&p500,2026-06-30,117.98,132.57,15.17,12.92,"5,081,700",673.68,N/A
Consumer Discretionary,Home Improvement Retail,HD,Home Depot (The),s&p500,2026-06-30,352.68,357.90,7.06,2.01,"3,110,500","1,113.25",N/A
Consumer Discretionary,"Hotels, Resorts & Cruise Lines",ABNB,Airbnb,s&p500,2026-07-01,147.31,148.93,1.62,1.1,"3,496,200",520.69,N/A
Consumer Discretionary,Restaurants,YUM,Yum! Brands,s&p500,2026-04-17,162.00,164.73,3.14,1.94,"2,247,900",370.30,N/A
Consumer Discretionary,Specialized Consumer Services,DASH,DoorDash,s&p500,2026-04-20,189.80,192.01,3.14,1.66,"4,581,900",879.77,N/A
Consumer Staples,Consumer Staples Merchandise Retail,DLTR,Dollar Tree,s&p500,2026-06-26,123.87,124.05,2.90,2.39,"3,261,100",404.54,N/A
Consumer Staples,Food Distributors,SYY,Sysco,s&p500,2026-06-30,83.58,84.83,1.85,2.23,"3,651,600",309.77,N/A
Consumer Staples,Household Products,CL,Colgate-Palmolive,s&p500,2026-07-01,92.76,95.13,2.37,2.55,"4,170,900",396.78,N/A
Consumer Staples,Household Products,KMB,Kimberly-Clark,s&p500,2026-07-01,111.44,114.72,3.28,2.94,"4,662,600",534.89,N/A
Consumer Staples,Packaged Foods & Meats,KHC,Kraft Heinz,s&p500,2026-07-01,25.01,25.37,0.36,1.44,"14,452,200",366.65,N/A
Consumer Staples,Personal Care Products,KVUE,Kenvue,s&p500,2026-07-01,19.33,19.83,0.50,2.59,"11,433,400",226.72,N/A
Consumer Staples,Soft Drinks & Non-alcoholic Beverages,KO,Coca-Cola Company (The),s&p500,2026-06-10,83.59,84.14,2.85,3.51,"18,308,400","1,540.47",N/A
Financials,Asset Management & Custody Banks,AMP,Ameriprise Financial,s&p500,2026-07-01,479.68,489.16,9.48,1.98,"694,500",339.72,N/A
Financials,Asset Management & Custody Banks,BEN,Franklin Resources,s&p500,2026-07-01,34.06,34.11,0.05,0.15,"4,063,500",138.61,N/A
