섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일종가,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
기타 금융업,지주회사,402340,SK스퀘어,kospi,2026-06-22,"1,970,000","2,075,000","105,000",5.33,"976,341","2,025,907","2,738,136"
기타 금융업,"지주회사, 시스템통합(SI), 정보통신사업 관련 컨설팅,조사용역,정보통신기술 연구개발/정보통신기기,소프트웨어 개발,도매",034730,SK,kospi,2026-06-22,"730,000","786,000","56,000",7.67,"359,540","282,598","569,871"
기타 금융업,"지주회사, 시스템통합(SI), 정보통신사업 관련 컨설팅,조사용역,정보통신기술 연구개발/정보통신기기,소프트웨어 개발,도매",03473K,SK우,kospi,2026-06-19,"440,500","460,500","21,000",4.78,"8,340","3,840","2,607"
석유 정제품 제조업,"윤활유,고무배합유,전기절연유 제조,판매,수출입",003650,미창석유,kospi,2026-05-22,"130,000","135,500","12,500",10.16,"4,728",640,"2,357"
알코올음료 제조업,"주류(소주,매취,실비우스,위스키) 제조,음료 도매",000890,보해양조,kospi,2026-06-22,"2,340","3,040",700,29.91,"16,375,903","49,782",839
"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","PCB마운터,반도체검사장비(반도체테스트핸들러),LCD 검사장비,리드프레임매가진 제조,도매,무역",025560,미래산업,kospi,2026-06-22,"47,450","50,200","2,750",5.8,"171,569","8,612","2,555"
광고업,"영상콘텐츠 제작 및 매니지먼트, 광고, 여행",048550,SM C&C,kosdaq,2026-06-22,"1,540","1,547",7,0.45,"773,811","1,197","1,496"
기초 화학물질 제조업,"보안응용제품(M-tag 및 M-pac), 보안소재제품(M-secuprint)",286750,나노실리칸첨단소재,kosdaq,2026-06-22,"1,713","1,721",8,0.47,"123,933",213,551
"서적, 잡지 및 기타 인쇄물 출판업",무선가입자망 단말기 및 차량용핸즈프리,036000,예림당,kosdaq,2026-06-19,"3,305","3,345",45,1.36,"15,593",52,770
"시멘트, 석회, 플라스터 및 그 제품 제조업","레미콘,전주,고강도파일,흄관",079650,서산,kosdaq,2026-06-22,"6,250","8,120","1,870",29.92,"738,098","5,993","1,624"
의약품 제조업,"매니큐어세트, 손톱깎이",067290,JW신약,kosdaq,2026-06-22,"2,730","3,315",585,21.43,"34,598,263","114,693","1,857"
의약품 제조업,"인체조직(피부, 뼈, 연골)",290650,엘앤씨바이오,kosdaq,2026-06-22,"88,000","96,500","8,500",9.66,"484,846","46,787","26,025"
자동차 부품 및 내장품 판매업,의류판매,900100,파이온엑스,kosdaq,2026-04-27,669,"2,960","2,571",660.93,"133,270",394,156
자동차 신품 부품 제조업,자동차 신품 부품,097780,에코볼트,kosdaq,2026-06-16,"1,348","1,400",52,3.86,"100,665",140,284
전자부품 제조업,"센서, 캐니스터",311320,지오엘리먼트,kosdaq,2026-06-22,"11,220","11,370",150,1.34,"236,458","2,688","1,434"
특수 목적용 기계 제조업,반도체 기판용 광학검사 및 수리장비,420770,기가비스,kosdaq,2026-06-22,"159,200","165,100","5,900",3.71,"96,479","15,928","20,927"
특수 목적용 기계 제조업,반도체 및 디스플레이 제조 장비,122640,예스티,kosdaq,2026-06-18,"39,850","42,400","3,900",10.13,"1,357,934","57,576","9,152"
특수 목적용 기계 제조업,비전검사장비,320000,한울반도체,kosdaq,2026-06-22,"23,150","26,150","3,000",12.96,"5,814,415","152,046","1,743"
