섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일종가,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
1차 철강 제조업,와이어로프 등,012160,영흥,kospi,2026-04-20,578,"1,622","1,246",331.38,"79,614",129,253
건물 건설업,"종합건설/여객운송,관광/부동산 임대,분양",002990,금호건설,kospi,2026-06-26,"6,630","8,610","1,980",29.86,"1,287,796","11,087","3,208"
건물 건설업,"종합건설/여객운송,관광/부동산 임대,분양",002995,금호건설우,kospi,2026-06-26,"20,000","26,000","6,000",30.0,"21,484",558,75
"구조용 금속제품, 탱크 및 증기발생기 제조업","데크플레이트,도로안전시설물(가드레일,강재방호책),건축용단열재보드(경질우레탄보드),신재생에너지사업",058730,다스코,kospi,2026-06-25,"4,105","4,465","1,030",29.99,"14,414,434","64,360",890
"내화, 비내화 요업제품 제조업",내화 요업제품,462520,조선내화,kospi,2026-06-25,"15,730","15,960",450,2.9,"47,321",755,"1,892"
전구 및 조명장치 제조업,"형광등,백열전구,전구식현광등,실드빔(차량용전조) 제조,판매",001210,금호전기,kospi,2026-04-20,999,"1,098",253,29.94,"19,541,505","21,456",679
제재 및 목재 가공업,MDF 등,446070,유니드비티플러스,kospi,2026-06-26,"3,280","3,375",95,2.9,"152,697",515,358
"펄프, 종이 및 판지 제조업","마닐라판지,고급백판지(ALL PULP) 제조,판매,수출입",009460,한창제지,kospi,2026-06-26,"2,580","2,635",55,2.13,"45,429",119,314
건물 건설업,"건축공사, 토목공사",091590,남화토건,kosdaq,2026-06-26,"6,680","8,680","2,000",29.94,"842,648","7,314","1,019"
광고업,"영상콘텐츠 제작 및 매니지먼트, 광고, 여행",048550,SM C&C,kosdaq,2026-06-22,"1,540","1,786",247,16.05,"2,665,954","4,761","1,727"
금융 지원 서비스업,금융 지원 서비스,473050,유안타제15호스팩,kosdaq,2026-06-09,"2,080","2,080",5,0.24,"7,234",15,145
금융 지원 서비스업,금융서비스(기업인수목적회사),474660,신한제12호스팩,kosdaq,2026-06-15,"2,070","2,070",5,0.24,"22,259",46,114
금융 지원 서비스업,기업인수합병,469880,하나30호스팩,kosdaq,2026-06-04,"2,105","2,105",0,0.0,"67,101",141,153
기타 금융업,건강보조식품,900120,씨엑스아이,kosdaq,2026-06-26,"1,053","1,081",28,2.66,"126,127",136,80
기타 종이 및 판지 제품 제조업,"산업용 및 가정용 지류(강판간지, 다공지 등)",078130,국일제지,kosdaq,2026-06-18,"3,950","4,000",110,2.83,"169,293",677,"4,509"
상품 중개업,골프시뮬레이터,121440,골프존홀딩스,kosdaq,2026-04-29,"5,250","5,530","1,275",29.96,"118,013",652,"2,368"
스포츠 서비스업,골프장 서비스,111710,남화산업,kosdaq,2026-06-26,"4,900","6,370","1,470",30.0,"4,093,341","26,074","1,311"
"시멘트, 석회, 플라스터 및 그 제품 제조업",PHC파일,228340,동양파일,kosdaq,2026-06-26,"2,845","3,695",850,29.88,"273,904","1,012",739
의료용 기기 제조업,정밀 체성분 분석기,041830,인바디,kosdaq,2026-06-25,"48,000","52,600","7,450",16.5,"236,090","12,418","7,090"
자동차 신품 부품 제조업,자동차 신품 부품,097780,에코볼트,kosdaq,2026-06-26,"1,441","1,471",30,2.08,"23,637",34,298
자동차 신품 부품 제조업,자동차부품,122350,삼기,kosdaq,2026-06-26,"1,834","1,907",73,3.98,"38,923,820","74,227",731
전자부품 제조업,RF통신부품 및 반도체 장비,049080,기가레인,kosdaq,2026-04-15,"2,855","7,770","6,777",682.48,"645,421","5,014",659
특수 목적용 기계 제조업,반도체 기판용 광학검사 및 수리장비,420770,기가비스,kosdaq,2026-06-26,"166,700","175,500","8,800",5.28,"106,778","18,739","22,245"
플라스틱제품 제조업,"고강성 PVC DC, HDPE 등",060260,뉴보텍,kosdaq,2026-06-26,"1,549","1,590",41,2.65,"551,527",876,212
