섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일종가,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
Communication Services,Interactive Home Entertainment,EA,Electronic Arts,s&p500,2026-06-26,205.25,205.35,0.30,0.15,"547,905",112.51,N/A
Communication Services,Interactive Home Entertainment,TTWO,Take-Two Interactive,s&p500,2026-06-29,247.15,250.88,3.73,1.51,"1,052,904",264.15,N/A
Communication Services,Movies & Entertainment,LYV,Live Nation Entertainment,s&p500,2026-06-29,182.56,184.10,1.54,0.85,"1,197,953",220.55,N/A
Consumer Discretionary,Distributors,GPC,Genuine Parts Company,s&p500,2026-06-29,117.18,117.61,0.43,0.37,"332,148",39.06,N/A
Consumer Discretionary,Home Improvement Retail,HD,Home Depot (The),s&p500,2026-04-20,350.99,352.36,1.55,0.44,"1,460,939",514.77,N/A
Financials,Diversified Banks,PNC,PNC Financial Services,s&p500,2026-06-29,246.73,247.07,0.34,0.14,"581,086",143.57,N/A
Financials,Insurance Brokers,AJG,Arthur J. Gallagher & Co.,s&p500,2026-06-29,227.12,227.83,0.71,0.31,"403,918",92.02,N/A
Financials,Life & Health Insurance,GL,Globe Life,s&p500,2026-06-26,179.31,179.95,0.70,0.39,"160,192",28.83,N/A
Financials,Multi-line Insurance,AIZ,Assurant,s&p500,2026-06-29,267.98,269.62,1.64,0.61,"102,078",27.52,N/A
Financials,Multi-line Insurance,L,Loews Corporation,s&p500,2026-06-29,113.69,113.96,0.27,0.24,"113,015",12.88,N/A
Financials,Property & Casualty Insurance,ALL,Allstate,s&p500,2026-06-29,241.38,241.39,0.01,0.0,"412,028",99.46,N/A
Financials,Property & Casualty Insurance,CB,Chubb Limited,s&p500,2026-06-29,343.29,343.40,0.11,0.03,"402,598",138.25,N/A
Financials,Property & Casualty Insurance,CINF,Cincinnati Financial,s&p500,2026-06-29,186.16,186.97,0.81,0.44,"154,409",28.87,N/A
Financials,Property & Casualty Insurance,TRV,Travelers Companies (The),s&p500,2026-06-29,331.88,332.80,0.92,0.28,"632,078",210.36,N/A
Financials,Regional Banks,RF,Regions Financial Corporation,s&p500,2026-06-29,30.27,30.31,0.03,0.12,"3,298,850",99.97,N/A
Financials,Transaction & Payment Processing Services,V,Visa Inc.,s&p500,2026-06-29,341.65,341.95,0.30,0.09,"2,745,238",938.73,N/A
Health Care,Biotechnology,AMGN,Amgen,s&p500,2026-06-29,360.55,361.02,0.48,0.13,"731,432",264.07,N/A
Health Care,Biotechnology,BIIB,Biogen,s&p500,2026-06-29,216.63,216.66,0.03,0.02,"350,889",76.03,N/A
Health Care,Biotechnology,MRNA,Moderna,s&p500,2026-06-29,69.70,71.19,1.50,2.14,"4,494,360",319.98,N/A
Health Care,Health Care Distributors,CAH,Cardinal Health,s&p500,2026-06-26,237.92,238.89,2.67,1.13,"405,975",96.98,N/A
Health Care,Health Care Services,DGX,Quest Diagnostics,s&p500,2026-06-29,212.64,213.85,1.21,0.57,"293,456",62.76,N/A
Health Care,Health Care Services,DVA,DaVita,s&p500,2026-06-29,219.70,222.27,2.57,1.17,"301,704",67.06,N/A
Health Care,Health Care Services,LH,Labcorp,s&p500,2026-06-29,279.58,280.98,1.40,0.5,"272,765",76.64,N/A
Health Care,Health Care Supplies,WST,West Pharmaceutical Services,s&p500,2026-06-29,354.68,354.80,0.12,0.03,"392,108",139.12,N/A
Health Care,Managed Health Care,HUM,Humana,s&p500,2026-06-29,388.90,397.32,8.42,2.17,"580,664",230.71,N/A
Industrials,Aerospace & Defense,AXON,Axon Enterprise,s&p500,2026-06-04,513.20,553.33,42.73,8.37,"813,260",450.00,N/A
Industrials,Agricultural & Farm Machinery,DE,Deere & Company,s&p500,2026-06-25,630.76,635.80,9.17,1.46,"417,464",265.43,N/A
Industrials,Building Products,LII,Lennox International,s&p500,2026-06-25,570.73,574.68,5.85,1.03,"174,767",100.44,N/A
Industrials,Building Products,MAS,Masco,s&p500,2026-06-29,80.50,81.67,1.17,1.45,"843,187",68.86,N/A
Industrials,Construction Machinery & Heavy Transportation Equipment,CAT,Caterpillar Inc.,s&p500,2026-06-25,"1,057.01","1,070.89",37.70,3.65,"1,225,203","1,312.06",N/A
Industrials,Electrical Components & Equipment,AME,Ametek,s&p500,2026-06-22,241.55,241.82,4.10,1.72,"356,599",86.23,N/A
Industrials,Electrical Components & Equipment,ROK,Rockwell Automation,s&p500,2026-06-29,482.33,493.95,11.62,2.41,"269,663",133.20,N/A
Industrials,Heavy Electrical Equipment,GEV,GE Vernova,s&p500,2026-04-23,"1,149.53","1,162.78",60.27,5.47,"1,574,623","1,830.93",N/A
Industrials,Industrial Machinery & Supplies & Components,SNA,Snap-on,s&p500,2026-06-25,400.95,403.45,5.09,1.28,"53,423",21.55,N/A
