섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일종가,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
1차 철강 제조업,"강관류,철판류,금속관류,건축자재,자동차부품 제조,도매",002220,한일철강,kospi,2026-05-04,"5,740","5,770",90,1.58,"736,003","4,246","1,540"
기초 화학물질 제조업,"불소화물 제조,도매",093370,후성,kospi,2026-05-04,"14,130","15,950","2,430",17.97,"26,408,028","421,208","17,107"
기타 전문 도매업,"화공약품, 안경렌즈",002810,삼영무역,kospi,2026-05-13,"21,800","21,800",0,0.0,"26,958",587,"4,025"
의약품 제조업,의약품 제조,002630,오리엔트바이오,kospi,2026-06-09,783,836,53,6.77,"1,595,966","1,334",495
종합 소매업,백화점,069960,현대백화점,kospi,2026-06-09,"166,800","167,100",300,0.18,"183,156","30,605","36,034"
종합 소매업,"백화점(의류,식품 및 잡화),할인점 운영/전자상거래",023530,롯데쇼핑,kospi,2026-06-09,"181,900","188,400","6,500",3.57,"176,614","33,274","53,296"
종합 소매업,"백화점,할인점(E마트)",004170,신세계,kospi,2026-06-04,"659,000","668,000","44,000",7.05,"110,116","73,557","63,093"
특수 목적용 기계 제조업,"드라이스트립, 드라이클리닝",319660,피에스케이,kosdaq global,2026-06-09,"138,200","150,900","12,700",9.19,"975,976","147,274","43,710"
금융 지원 서비스업,금융 지원 서비스(기업인수목적회사),474490,유안타제16호스팩,kosdaq,2026-03-18,"2,055","2,055",0,0.0,"3,588",7,113
금융 지원 서비스업,기업인수합병,469880,하나30호스팩,kosdaq,2026-06-04,"2,105","2,105",0,0.0,486,1,153
기타 금융업,화장품용 진주광택안료,900310,컬러레이,kosdaq,2026-04-27,542,"1,840","1,320",253.85,"470,956",866,235
소프트웨어 개발 및 공급업,CRM 소프트웨어,417860,오브젠,kosdaq,2026-06-08,"13,650","14,540","2,190",17.73,"1,583,000","23,016",682
소프트웨어 개발 및 공급업,"캐주얼게임, 소셜카지노게임",950190,고스트스튜디오,kosdaq,2026-04-21,"8,570","8,590",50,0.59,"117,770","1,011","1,118"
자동차 신품 부품 제조업,자동차부품,126640,화신정공,kosdaq,2026-06-09,"3,410","4,430","1,020",29.91,"23,712,571","105,046","1,552"
자연과학 및 공학 연구개발업,면역항암제,950220,네오이뮨텍,kosdaq,2026-05-13,566,"1,755","1,254",250.3,"1,536,694","2,696",588
"컴퓨터 프로그래밍, 시스템 통합 및 관리업",enView,328380,솔트웨어,kosdaq,2026-05-12,"3,915","4,390","1,010",29.88,"549,244","2,411",300
"컴퓨터 프로그래밍, 시스템 통합 및 관리업","시스템통합, 지능형교통시스템",040350,크레오에스지,kosdaq,2026-06-08,"9,890","9,890",390,4.11,"314,449","3,109","1,930"
특수 목적용 기계 제조업,300mm Poly Etch System,089970,브이엠,kosdaq,2026-06-09,"76,600","79,800","3,200",4.18,"986,237","78,701","19,768"
특수 목적용 기계 제조업,"Descum, Reflow",031980,피에스케이홀딩스,kosdaq,2026-05-22,"137,100","142,000","17,000",13.6,"581,298","82,544","30,618"
특수 목적용 기계 제조업,반도체장비(화학증착장비),095610,테스,kosdaq,2026-06-09,"161,400","173,600","12,200",7.56,"835,575","145,055","33,608"
