섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일종가,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
Communication Services,Interactive Home Entertainment,EA,Electronic Arts,s&p500,2026-06-25,204.73,205.25,0.52,0.25,"2,337,964",479.87,N/A
Communication Services,Movies & Entertainment,LYV,Live Nation Entertainment,s&p500,2026-06-15,175.85,179.46,4.35,2.48,"2,301,708",413.06,N/A
Communication Services,Movies & Entertainment,TKO,TKO Group Holdings,s&p500,2026-06-11,213.70,215.88,12.08,5.93,"1,654,214",357.11,N/A
Consumer Discretionary,Distributors,GPC,Genuine Parts Company,s&p500,2026-04-21,115.00,116.02,3.03,2.68,"1,893,681",219.70,N/A
Consumer Discretionary,Homebuilding,PHM,PulteGroup,s&p500,2026-06-25,135.81,137.61,1.80,1.33,"3,138,842",431.94,N/A
Consumer Discretionary,"Hotels, Resorts & Cruise Lines",ABNB,Airbnb,s&p500,2026-06-24,144.40,145.56,3.68,2.59,"5,855,841",852.38,N/A
Consumer Discretionary,"Hotels, Resorts & Cruise Lines",NCLH,Norwegian Cruise Line Holdings,s&p500,2026-04-15,21.12,21.24,0.26,1.24,"25,762,451",547.19,N/A
Consumer Discretionary,Restaurants,DRI,Darden Restaurants,s&p500,2026-06-18,213.45,213.72,0.96,0.45,"2,192,487",468.58,N/A
Consumer Staples,Consumer Staples Merchandise Retail,DLTR,Dollar Tree,s&p500,2026-06-24,119.35,123.87,5.66,4.79,"4,619,813",572.26,N/A
Consumer Staples,Food Distributors,SYY,Sysco,s&p500,2026-06-25,80.85,82.82,1.97,2.44,"2,212,090",183.21,N/A
Consumer Staples,Household Products,CHD,Church & Dwight,s&p500,2026-06-24,98.67,99.58,1.43,1.46,"1,461,660",145.55,N/A
Consumer Staples,Household Products,CL,Colgate-Palmolive,s&p500,2026-06-24,91.88,92.07,1.01,1.11,"8,694,938",800.54,N/A
Consumer Staples,Household Products,KMB,Kimberly-Clark,s&p500,2026-06-25,108.10,109.37,1.27,1.17,"12,425,439","1,358.97",N/A
Consumer Staples,Packaged Foods & Meats,HRL,Hormel Foods,s&p500,2026-06-25,26.02,26.51,0.49,1.88,"4,509,598",119.55,N/A
Consumer Staples,Personal Care Products,KVUE,Kenvue,s&p500,2026-06-25,18.96,19.13,0.17,0.9,"24,146,946",461.93,N/A
Consumer Staples,Soft Drinks & Non-alcoholic Beverages,KDP,Keurig Dr Pepper,s&p500,2026-06-25,32.29,33.40,1.11,3.44,"53,646,669","1,791.80",N/A
Consumer Staples,Soft Drinks & Non-alcoholic Beverages,MNST,Monster Beverage,s&p500,2026-06-25,95.83,96.38,0.55,0.57,"13,338,586","1,285.57",N/A
