섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일종가,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
건물 건설업,"종합건설/여객운송,관광/부동산 임대,분양",002990,금호건설,kospi,2026-06-29,"8,610","10,370","1,760",20.44,"19,585,630","203,102","3,863"
건물 건설업,"종합건설/여객운송,관광/부동산 임대,분양",002995,금호건설우,kospi,2026-06-29,"26,000","33,800","7,800",30.0,"53,108","1,795",98
기타 금속 가공제품 제조업,"수전금구,비데,위생도기,샤워부스,타일,양식기,무역",006570,대림통상,kospi,2026-04-28,"2,030","2,040",10,0.49,"10,204",20,310
기타 금융업,"백화점,여행알선,숙박,음식점/부동산 임대",005440,현대지에프홀딩스,kospi,2026-04-27,"15,500","15,600",350,2.3,"215,940","3,368","24,321"
기타 화학제품 제조업,"화장품, 의약품",161890,한국콜마,kospi,2026-05-14,"100,800","100,800","1,400",1.41,"177,391","17,881","23,793"
자동차 신품 부품 제조업,"피혁 제조,도매,무역,부동산임대",011330,유니켐,kospi,2026-04-14,715,"3,790","3,394",857.07,"45,663",173,341
전구 및 조명장치 제조업,"형광등,백열전구,전구식현광등,실드빔(차량용전조) 제조,판매",001210,금호전기,kospi,2026-06-29,"1,098","1,193",95,8.65,"42,617,085","50,842",738
"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","PCB마운터,반도체검사장비(반도체테스트핸들러),LCD 검사장비,리드프레임매가진 제조,도매,무역",025560,미래산업,kospi,2026-06-22,"47,450","60,300","13,900",29.96,"569,016","34,311","3,069"
"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","반도체, 디스플레이 제조 장비",281820,케이씨텍,kospi,2026-06-22,"94,000","112,000","21,100",23.21,"414,504","46,424","22,174"
"펄프, 종이 및 판지 제조업","마닐라판지,고급백판지(ALL PULP) 제조,판매,수출입",009460,한창제지,kospi,2026-06-29,"2,635","2,675",40,1.52,"7,789",20,319
의료용품 및 기타 의약 관련제품 제조업,재생의약품,214450,파마리서치,kosdaq global,2026-05-14,"351,000","366,000","17,000",4.87,"109,793","40,184","38,026"
특수 목적용 기계 제조업,반도체장비(화학증착장비),095610,테스,kosdaq global,2026-06-22,"183,400","207,000","27,300",15.19,"461,056","95,438","40,075"
건물설비 설치 공사업,"건설관련설비,ACESS FLOOR,소음기,CHAMMBER,PFP UNIT,BY-PASS UNIT,DUCT,철구조물",011560,세보엠이씨,kosdaq,2026-05-26,"25,450","26,100",950,3.78,"57,978","1,513","2,632"
"건축기술, 엔지니어링 및 관련 기술 서비스업",수처리설비EPC,066980,한성크린텍,kosdaq,2026-05-28,"2,355","2,485",571,29.83,"11,609,819","28,850","1,290"
"건축기술, 엔지니어링 및 관련 기술 서비스업",지열냉난방시스템,270520,앱튼,kosdaq,2026-05-08,"1,880","1,925",256,15.34,"3,007,704","5,789",378
"그외 기타 전문, 과학 및 기술 서비스업",금융 지원 서비스,359090,씨엔알리서치,kosdaq,2026-04-22,805,"2,330","1,780",323.64,"33,649",78,267
기초 화학물질 제조업,"보안응용제품(M-tag 및 M-pac), 보안소재제품(M-secuprint)",286750,나노실리칸첨단소재,kosdaq,2026-06-26,"1,853","1,900",79,4.34,"127,352",241,608
기타 금융업,건강보조식품,900120,씨엑스아이,kosdaq,2026-06-29,"1,081","1,095",14,1.3,"13,276",14,81
기타 종이 및 판지 제품 제조업,"산업용 및 가정용 지류(강판간지, 다공지 등)",078130,국일제지,kosdaq,2026-06-29,"4,000","4,015",15,0.38,"45,155",181,"4,526"
상품 중개업,골프시뮬레이터,121440,골프존홀딩스,kosdaq,2026-06-29,"5,530","6,630","1,100",19.89,"3,885,411","25,760","2,840"
"시멘트, 석회, 플라스터 및 그 제품 제조업",PHC파일,228340,동양파일,kosdaq,2026-06-29,"3,695","4,800","1,105",29.91,"3,639,512","17,469",960
신탁업 및 집합투자업,투자조합 결성 및 투자,246690,TS인베스트먼트,kosdaq,2026-05-06,"1,866","2,060",743,56.42,"513,105","1,056",489
의료용 기기 제조업,라파엘스마트글러브 외,290660,다이나믹솔루션,kosdaq,2026-06-25,"1,950","1,987",66,3.44,"251,203",499,851
의료용 기기 제조업,정밀 체성분 분석기,041830,인바디,kosdaq,2026-06-29,"52,600","55,800","3,200",6.08,"190,437","10,626","7,522"
의약품 제조업,"RF 통신부품(케이블 어셈블리, 커넥터 등)",200230,텔콘RF제약,kosdaq,2026-04-03,846,"2,675","2,315",643.06,"55,683",148,191
자동차 신품 부품 제조업,자동차 신품 부품,097780,에코볼트,kosdaq,2026-06-29,"1,471","1,549",78,5.3,"28,374",43,314
전자부품 제조업,"반도체 및 모듈, 제어기",038880,아이에이,kosdaq,2026-06-26,"2,345","2,590",594,29.76,"172,507",446,194
절연선 및 케이블 제조업,"전자부품용 와이어, 케이블용 와이어 등",475430,키스트론,kosdaq,2026-05-04,"6,980","7,120",450,6.75,"5,569,795","39,656","1,270"
특수 목적용 기계 제조업,300mm Poly Etch System,089970,브이엠,kosdaq,2026-06-26,"107,600","111,700","5,600",5.28,"282,348","31,538","27,670"
특수 목적용 기계 제조업,"Descum, Reflow",031980,피에스케이홀딩스,kosdaq,2026-06-12,"152,300","156,800","22,100",16.41,"214,503","33,634","33,809"
특수 목적용 기계 제조업,"드라이스트립, 드라이클리닝",319660,피에스케이,kosdaq,2026-06-26,"188,200","193,800","16,000",9.0,"357,837","69,348","56,137"
특수 목적용 기계 제조업,반도체 기판용 광학검사 및 수리장비,420770,기가비스,kosdaq,2026-06-29,"175,500","187,200","11,700",6.67,"40,923","7,660","23,729"
플라스틱제품 제조업,"고강성 PVC DC, HDPE 등",060260,뉴보텍,kosdaq,2026-06-29,"1,590","1,744",154,9.69,"3,111,479","5,426",232
