섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일종가,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
Communication Services,Interactive Home Entertainment,TTWO,Take-Two Interactive,s&p500,2026-06-23,242.64,248.27,9.74,4.08,"995,449",247.14,N/A
Communication Services,Movies & Entertainment,LYV,Live Nation Entertainment,s&p500,2026-06-26,179.46,182.79,3.33,1.86,"460,068",84.10,N/A
Communication Services,Movies & Entertainment,TKO,TKO Group Holdings,s&p500,2026-06-26,215.88,217.61,1.73,0.8,"305,725",66.53,N/A
Consumer Discretionary,Distributors,GPC,Genuine Parts Company,s&p500,2026-06-26,116.02,116.15,0.14,0.12,"194,354",22.58,N/A
Consumer Discretionary,"Hotels, Resorts & Cruise Lines",ABNB,Airbnb,s&p500,2026-06-26,145.56,149.56,4.00,2.75,"1,383,523",206.92,N/A
Consumer Discretionary,"Hotels, Resorts & Cruise Lines",NCLH,Norwegian Cruise Line Holdings,s&p500,2026-06-26,21.24,21.79,0.55,2.59,"4,590,429",100.03,N/A
Consumer Discretionary,"Hotels, Resorts & Cruise Lines",RCL,Royal Caribbean Group,s&p500,2026-06-25,322.65,325.86,7.73,2.43,"373,883",121.83,N/A
Consumer Staples,Food Distributors,SYY,Sysco,s&p500,2026-06-26,82.82,82.98,0.16,0.19,"410,310",34.05,N/A
Consumer Staples,Household Products,CL,Colgate-Palmolive,s&p500,2026-06-26,92.07,92.21,0.14,0.15,"683,781",63.05,N/A
Consumer Staples,Soft Drinks & Non-alcoholic Beverages,KDP,Keurig Dr Pepper,s&p500,2026-06-26,33.40,33.69,0.29,0.88,"1,733,561",58.41,N/A
Consumer Staples,Soft Drinks & Non-alcoholic Beverages,MNST,Monster Beverage,s&p500,2026-06-26,96.38,97.59,1.21,1.26,"820,839",80.11,N/A
Energy,Oil & Gas Refining & Marketing,VLO,Valero Energy,s&p500,2026-06-03,261.45,267.28,7.91,3.05,"599,509",160.24,N/A
Financials,Asset Management & Custody Banks,NTRS,Northern Trust,s&p500,2026-06-23,176.26,176.90,3.03,1.74,"107,217",18.97,N/A
Financials,Asset Management & Custody Banks,TROW,T. Rowe Price,s&p500,2026-06-26,110.27,112.42,2.15,1.95,"1,000,058",112.43,N/A
Financials,Consumer Finance,AXP,American Express,s&p500,2026-06-24,342.56,343.25,2.89,0.85,"837,317",287.41,N/A
Financials,Consumer Finance,SYF,Synchrony Financial,s&p500,2026-06-26,78.66,78.83,0.17,0.22,"330,200",26.03,N/A
Financials,Diversified Banks,BAC,Bank of America,s&p500,2026-06-25,58.19,58.24,0.35,0.61,"7,127,124",415.05,N/A
Financials,Diversified Banks,PNC,PNC Financial Services,s&p500,2026-06-25,245.28,247.53,2.54,1.04,"215,404",53.32,N/A
Financials,Diversified Banks,USB,U.S. Bancorp,s&p500,2026-06-25,61.21,61.32,0.41,0.67,"1,543,786",94.66,N/A
Financials,Life & Health Insurance,GL,Globe Life,s&p500,2026-06-26,179.31,179.99,0.68,0.38,"105,973",19.07,N/A
Financials,Multi-line Insurance,AIZ,Assurant,s&p500,2026-06-23,265.30,266.18,1.75,0.66,"48,768",12.98,N/A
Financials,Multi-line Insurance,L,Loews Corporation,s&p500,2026-06-26,113.25,113.90,0.65,0.58,"68,573",7.81,N/A
Financials,Property & Casualty Insurance,ALL,Allstate,s&p500,2026-06-26,239.61,241.30,1.69,0.71,"184,232",44.46,N/A
Financials,Property & Casualty Insurance,CB,Chubb Limited,s&p500,2026-06-26,341.44,341.74,0.30,0.09,"184,796",63.15,N/A
Financials,Property & Casualty Insurance,CINF,Cincinnati Financial,s&p500,2026-06-26,184.08,185.22,1.14,0.62,"64,366",11.92,N/A
Financials,Property & Casualty Insurance,TRV,Travelers Companies (The),s&p500,2026-06-26,327.37,329.78,2.41,0.74,"198,375",65.42,N/A
Financials,Property & Casualty Insurance,WRB,W. R. Berkley Corporation,s&p500,2026-06-26,71.27,71.36,0.10,0.13,"132,925",9.49,N/A
Financials,Regional Banks,CFG,Citizens Financial Group,s&p500,2026-06-25,70.66,70.78,0.38,0.54,"494,994",35.04,N/A
