섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일종가,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
Financials,Asset Management & Custody Banks,APO,Apollo Global Management,s&p500,2026-06-16,138.48,138.91,0.43,0.31,"3,782,500",525.43,N/A
Financials,Asset Management & Custody Banks,BEN,Franklin Resources,s&p500,2026-06-16,33.18,33.29,0.11,0.33,"6,476,600",215.61,N/A
Financials,Asset Management & Custody Banks,BNY,BNY Mellon,s&p500,2026-06-16,144.45,146.07,1.62,1.12,"3,213,100",469.34,N/A
Financials,Asset Management & Custody Banks,NTRS,Northern Trust,s&p500,2026-06-16,174.84,174.95,0.11,0.06,"906,800",158.64,N/A
Financials,Diversified Banks,C,Citigroup,s&p500,2026-06-16,142.99,143.78,0.79,0.55,"13,140,300","1,889.31",N/A
Financials,Diversified Banks,JPM,JPMorgan Chase,s&p500,2026-06-16,331.14,333.46,2.32,0.7,"12,246,400","4,083.68",N/A
Financials,Investment Banking & Brokerage,GS,Goldman Sachs,s&p500,2026-06-04,"1,092.61","1,099.14",8.47,0.78,"2,180,000","2,396.13",N/A
Financials,Investment Banking & Brokerage,HOOD,Robinhood Markets,s&p500,2026-06-15,98.12,105.20,8.49,8.78,"70,804,700","7,448.65",N/A
Financials,Investment Banking & Brokerage,IBKR,Interactive Brokers,s&p500,2026-06-16,93.10,95.09,1.99,2.14,"5,280,100",502.08,N/A
Financials,Investment Banking & Brokerage,MS,Morgan Stanley,s&p500,2026-06-16,220.83,224.96,4.13,1.87,"8,689,700","1,954.83",N/A
Financials,Life & Health Insurance,GL,Globe Life,s&p500,2026-06-16,169.17,171.25,2.08,1.23,"664,800",113.85,N/A
Financials,Multi-line Insurance,AIZ,Assurant,s&p500,2026-06-12,260.99,262.13,1.58,0.61,"384,500",100.79,N/A
Health Care,Biotechnology,MRNA,Moderna,s&p500,2026-04-22,55.60,61.80,6.40,11.55,"12,448,000",769.29,N/A
Health Care,Biotechnology,VRTX,Vertex Pharmaceuticals,s&p500,2026-03-25,454.97,458.99,5.82,1.28,"1,524,000",699.50,N/A
Health Care,Health Care Services,DVA,DaVita,s&p500,2026-06-15,209.75,210.58,1.60,0.77,"637,700",134.29,N/A
Industrials,Aerospace & Defense,GE,GE Aerospace,s&p500,2026-06-16,351.73,357.03,5.30,1.51,"5,029,400","1,795.65",N/A
Industrials,Aerospace & Defense,HWM,Howmet Aerospace,s&p500,2026-06-16,277.42,283.23,5.81,2.09,"2,701,800",765.23,N/A
Industrials,Aerospace & Defense,TDG,TransDigm Group,s&p500,2026-06-16,"1,301.20","1,316.75",15.55,1.2,"424,500",558.96,N/A
Industrials,Construction Machinery & Heavy Transportation Equipment,CAT,Caterpillar Inc.,s&p500,2026-06-16,945.46,955.92,10.46,1.11,"2,743,900","2,622.95",N/A
Industrials,Construction Machinery & Heavy Transportation Equipment,CMI,Cummins,s&p500,2026-05-14,714.21,717.78,17.81,2.54,"1,851,700","1,329.11",N/A
Industrials,Electrical Components & Equipment,EMR,Emerson Electric,s&p500,2026-06-16,148.81,149.00,0.19,0.13,"2,962,300",441.38,N/A
Information Technology,Electronic Components,APH,Amphenol,s&p500,2026-06-16,158.81,161.11,2.30,1.45,"8,712,900","1,403.74",N/A
Information Technology,Semiconductor Materials & Equipment,AMAT,Applied Materials,s&p500,2026-06-15,585.78,592.92,24.69,4.35,"11,045,500","6,549.10",N/A
Information Technology,"Technology Hardware, Storage & Peripherals",STX,Seagate Technology,s&p500,2026-06-16,"1,031.34","1,066.07",34.73,3.37,"4,593,000","4,896.46",N/A
Information Technology,"Technology Hardware, Storage & Peripherals",WDC,Western Digital,s&p500,2026-06-16,681.08,712.13,31.05,4.56,"13,569,100","9,662.96",N/A
