섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일종가,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
Communication Services,Broadcasting,FOX,Fox Corporation (Class B),s&p500,2026-05-11,61.18,61.36,0.33,0.54,"771,800",47.36,N/A
Communication Services,Movies & Entertainment,LYV,Live Nation Entertainment,s&p500,2026-06-01,170.45,172.33,4.83,2.88,"3,160,300",544.61,N/A
Communication Services,Movies & Entertainment,TKO,TKO Group Holdings,s&p500,2026-06-01,208.47,213.70,7.27,3.52,"1,047,300",223.81,N/A
Consumer Discretionary,Apparel Retail,ROST,Ross Stores,s&p500,2026-05-22,234.81,239.11,7.19,3.1,"3,147,600",752.62,N/A
Consumer Discretionary,Apparel Retail,TJX,TJX Companies,s&p500,2026-06-10,167.66,168.34,0.68,0.41,"6,983,900","1,175.67",N/A
Consumer Discretionary,"Apparel, Accessories & Luxury Goods",RL,Ralph Lauren Corporation,s&p500,2026-06-09,391.16,393.30,16.87,4.48,"453,900",178.52,N/A
Consumer Discretionary,Homebuilding,LEN,Lennar,s&p500,2026-04-22,94.45,94.95,5.10,5.68,"3,415,900",324.34,N/A
Consumer Discretionary,Homefurnishing Retail,WSM,"Williams-Sonoma, Inc.",s&p500,2026-06-09,213.17,218.74,11.80,5.7,"1,074,600",235.06,N/A
Consumer Discretionary,"Hotels, Resorts & Cruise Lines",MAR,Marriott International,s&p500,2026-06-09,393.61,396.89,10.66,2.76,"1,496,500",593.95,N/A
Consumer Discretionary,Restaurants,DRI,Darden Restaurants,s&p500,2026-05-27,205.93,210.84,7.20,3.54,"1,343,100",283.18,N/A
Consumer Staples,Consumer Staples Merchandise Retail,TGT,Target Corporation,s&p500,2026-04-21,130.86,132.64,4.66,3.64,"4,533,400",601.31,N/A
Consumer Staples,Food Retail,CASY,Casey's,s&p500,2026-06-10,915.60,916.28,0.68,0.07,"892,900",818.15,N/A
Consumer Staples,Packaged Foods & Meats,HRL,Hormel Foods,s&p500,2026-06-10,24.29,24.44,0.15,0.62,"3,049,700",74.53,N/A
Consumer Staples,Personal Care Products,KVUE,Kenvue,s&p500,2026-06-10,18.05,18.07,0.02,0.11,"14,106,600",254.91,N/A
Consumer Staples,Soft Drinks & Non-alcoholic Beverages,MNST,Monster Beverage,s&p500,2026-06-10,91.21,92.03,0.82,0.9,"5,127,900",471.92,N/A
Financials,Asset Management & Custody Banks,ARES,Ares Management,s&p500,2026-06-09,130.61,132.82,4.51,3.51,"1,877,100",249.32,N/A
Financials,Asset Management & Custody Banks,STT,State Street Corporation,s&p500,2026-06-09,163.25,164.85,3.05,1.89,"2,655,500",437.76,N/A
Financials,Asset Management & Custody Banks,TROW,T. Rowe Price,s&p500,2026-06-04,106.96,108.27,1.84,1.73,"2,155,700",233.40,N/A
Financials,Diversified Banks,BAC,Bank of America,s&p500,2026-06-10,54.54,55.16,0.62,1.14,"31,740,600","1,750.81",N/A
Financials,Diversified Banks,C,Citigroup,s&p500,2026-06-04,135.15,138.07,4.69,3.52,"12,458,700","1,720.17",N/A
Financials,Diversified Banks,PNC,PNC Financial Services,s&p500,2026-06-10,232.64,233.94,1.30,0.56,"2,476,700",579.40,N/A
Financials,Diversified Banks,USB,U.S. Bancorp,s&p500,2026-04-20,57.00,57.63,0.82,1.44,"10,190,900",587.30,N/A
Financials,Investment Banking & Brokerage,IBKR,Interactive Brokers,s&p500,2026-06-02,88.72,88.83,3.41,3.99,"3,694,300",328.16,N/A
Financials,Life & Health Insurance,GL,Globe Life,s&p500,2026-06-10,162.52,165.10,2.58,1.59,"521,100",86.03,N/A
Financials,Life & Health Insurance,MET,MetLife,s&p500,2026-06-10,86.13,87.58,1.45,1.68,"4,215,600",369.20,N/A
Financials,Life & Health Insurance,PFG,Principal Financial Group,s&p500,2026-06-10,109.21,109.69,0.48,0.44,"1,014,800",111.31,N/A
Financials,Life & Health Insurance,PRU,Prudential Financial,s&p500,2026-06-10,105.17,106.51,1.34,1.27,"1,747,700",186.15,N/A
Financials,Multi-line Insurance,AIZ,Assurant,s&p500,2026-05-18,258.17,258.50,1.16,0.45,"279,400",72.22,N/A
Financials,Regional Banks,CFG,Citizens Financial Group,s&p500,2026-06-09,65.67,66.51,1.55,2.39,"3,937,600",261.89,N/A
Financials,Regional Banks,FITB,Fifth Third Bancorp,s&p500,2026-06-09,52.71,53.42,0.77,1.46,"6,572,700",351.11,N/A
Financials,Regional Banks,HBAN,Huntington Bancshares,s&p500,2026-04-20,17.06,17.21,0.37,2.2,"26,040,200",448.15,N/A
Financials,Regional Banks,KEY,KeyCorp,s&p500,2026-06-09,22.10,22.33,0.35,1.59,"12,699,000",283.57,N/A
Financials,Regional Banks,MTB,M&T Bank,s&p500,2026-06-09,225.43,227.82,3.89,1.74,"1,043,900",237.82,N/A
