섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일종가,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
소프트웨어 개발 및 공급업,모바일게임,192080,더블유게임즈,kospi,2026-06-09,"72,000","72,200","2,000",2.85,"45,983","3,319","15,287"
전자부품 제조업,"인쇄회로기판,Module 제조/부동산(건물) 임대",007810,코리아써키트,kospi,2026-06-04,"122,300","138,200","22,500",19.45,"400,044","55,286","33,143"
전자부품 제조업,"인쇄회로기판,Module 제조/부동산(건물) 임대",007815,코리아써우,kospi,2026-05-07,"24,000","26,000","2,300",9.7,"1,705",44,770
전자부품 제조업,"인쇄회로기판,Module 제조/부동산(건물) 임대",00781K,코리아써키트2우B,kospi,2026-05-13,"20,350","21,500","1,610",8.09,"2,660",57,168
종합 소매업,백화점,069960,현대백화점,kospi,2026-06-10,"170,900","173,300","2,400",1.4,"145,493","25,213","37,371"
종합 소매업,"백화점,할인점(E마트)",004170,신세계,kospi,2026-06-10,"685,000","720,000","35,000",5.11,"87,325","62,874","68,005"
금융 지원 서비스업,금융 지원 서비스(기업인수목적회사),474490,유안타제16호스팩,kosdaq,2026-03-18,"2,055","2,055",0,0.0,"3,987",8,113
금융 지원 서비스업,기업 인수 및 합병,482690,대신밸런스제19호스팩,kosdaq,2026-05-06,"2,175","2,190",45,2.1,52,0,122
기초 화학물질 제조업,FPD(LCD/OLED) 및 반도체용 박리액,170920,엘티씨,kosdaq,2026-06-09,"51,000","56,500","6,400",12.77,"372,755","21,060","5,968"
소프트웨어 개발 및 공급업,"캐주얼게임, 소셜카지노게임",950190,고스트스튜디오,kosdaq,2026-06-10,"8,700","8,770",70,0.8,"13,377",117,"1,141"
의약품 제조업,완제의약품제조,082800,비보존 제약,kosdaq,2026-03-16,"3,750","4,025",345,9.38,"2,085,846","8,395","2,443"
일반 목적용 기계 제조업,"강관, 피팅, 밸브류 등",159010,아스플로,kosdaq,2026-05-28,"19,170","19,290",490,2.61,"61,071","1,178","2,572"
자동차 신품 부품 제조업,자동차부품,126640,화신정공,kosdaq,2026-06-10,"4,430","5,750","1,320",29.8,"12,412,443","71,371","2,015"
전자부품 제조업,프리즘시트,073110,엘엠에스,kosdaq,2026-06-10,"6,380","6,480",100,1.57,"24,136",156,576
"컴퓨터 프로그래밍, 시스템 통합 및 관리업","시스템통합, 지능형교통시스템",040350,크레오에스지,kosdaq,2026-06-10,"9,900","10,790",890,8.99,"179,489","1,936","2,106"
통신 및 방송 장비 제조업,"제조업(광증폭기, 광송수신기, 광섬유레이저 외)",388790,라이콤,kosdaq,2026-04-15,"8,400","8,590","1,510",21.33,"6,658,823","57,199","2,629"
특수 목적용 기계 제조업,"Descum, Reflow",031980,피에스케이홀딩스,kosdaq,2026-06-10,"138,700","141,200","2,500",1.8,"137,471","19,410","30,446"
특수 목적용 기계 제조업,반도체장비(화학증착장비),095610,테스,kosdaq,2026-06-10,"173,400","179,900","6,500",3.75,"263,612","47,423","34,828"
특수 목적용 기계 제조업,실리콘질화막증착용LP-CVD,084370,유진테크,kosdaq,2026-06-05,"156,900","177,300","22,400",14.46,"291,771","51,730","40,630"
특수 목적용 기계 제조업,"웨이퍼 이송장치(Cluster Tool, EFEM, LPM 등)",160980,싸이맥스,kosdaq,2026-06-09,"43,450","44,350","3,450",8.44,"256,529","11,377","4,844"
