섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일종가,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
건물 건설업,"종합건설/여객운송,관광/부동산 임대,분양",002990,금호건설,kospi,2026-06-30,"11,190","14,540","3,350",29.94,"4,554,204","66,218","5,417"
건물 건설업,"종합건설/여객운송,관광/부동산 임대,분양",002990,금호건설,kospi,2026-06-30,"11,190","14,540","3,350",29.94,"4,554,204","66,218","5,417"
건물 건설업,"종합건설/여객운송,관광/부동산 임대,분양",002995,금호건설우,kospi,2026-06-30,"33,800","43,900","10,100",29.88,"28,072","1,232",128
건물 건설업,"종합건설/여객운송,관광/부동산 임대,분양",002995,금호건설우,kospi,2026-06-30,"33,800","43,900","10,100",29.88,"28,072","1,232",128
기반조성 및 시설물 축조관련 전문공사업,"토공사,철근콘크리트공사,포장공사,미장방수공사,상하수도공사,수중공사,비계구조물해체공사/골재,아스콘 제조,판매,중기임대",010960,삼호개발,kospi,2026-04-16,"4,150","4,235",975,29.91,"5,110,766","21,644","1,021"
기타 금속 가공제품 제조업,"수전금구,비데,위생도기,샤워부스,타일,양식기,무역",006570,대림통상,kospi,2026-06-30,"2,170","2,270",100,4.61,"75,666",171,345
기타 금융업,"백화점,여행알선,숙박,음식점/부동산 임대",005440,현대지에프홀딩스,kospi,2026-06-30,"15,820","16,510",690,4.36,"507,205","8,373","25,739"
기타 화학제품 제조업,"화장품, 의약품",161890,한국콜마,kospi,2026-05-14,"100,800","106,800","7,300",7.34,"427,584","45,665","25,210"
석유 정제품 제조업,"윤활유,고무배합유,전기절연유 제조,판매,수출입",003650,미창석유,kospi,2026-06-30,"131,400","136,000","4,600",3.5,"3,001",408,"2,365"
소프트웨어 개발 및 공급업,게임 소프트웨어,462870,시프트업,kospi,2026-04-27,"34,850","34,850","1,950",5.93,"123,113","4,290","20,441"
수산물 가공 및 저장 처리업,횟감용 참치 및 기타 일반수산물,014710,사조씨푸드,kospi,2026-06-30,"8,260","8,510",250,3.03,"25,344",215,"1,465"
전구 및 조명장치 제조업,"형광등,백열전구,전구식현광등,실드빔(차량용전조) 제조,판매",001210,금호전기,kospi,2026-06-30,"1,174","1,389",215,18.31,"65,786,656","91,377",859
제재 및 목재 가공업,MDF 등,446070,유니드비티플러스,kospi,2026-06-29,"3,375","3,380",5,0.15,"73,661",248,358
종합 소매업,"백화점,할인점(E마트)",004170,신세계,kospi,2026-06-16,"767,000","776,000","21,000",2.78,"77,545","60,174","73,294"
"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","반도체, 디스플레이 제조 장비",281820,케이씨텍,kospi,2026-06-30,"115,100","117,500","2,400",2.09,"534,649","62,821","23,263"
"펄프, 종이 및 판지 제조업","마닐라판지,고급백판지(ALL PULP) 제조,판매,수출입",009460,한창제지,kospi,2026-06-30,"2,680","2,860",180,6.72,"159,081",454,341
의료용품 및 기타 의약 관련제품 제조업,재생의약품,214450,파마리서치,kosdaq global,2026-06-30,"363,000","366,500","3,500",0.96,"288,120","105,595","38,078"
전자부품 제조업,반도체용 인쇄회로기판,222800,심텍,kosdaq global,2026-06-30,"148,700","157,300","8,600",5.78,"1,437,971","226,192","58,930"
특수 목적용 기계 제조업,반도체장비(화학증착장비),095610,테스,kosdaq global,2026-06-30,"208,000","213,000","5,000",2.4,"612,311","130,422","41,236"
1차 철강 제조업,마봉,026910,광진실업,kosdaq,2026-06-25,"4,935","5,000",195,4.06,"154,137",770,371
건물 건설업,"건축공사, 토목공사",091590,남화토건,kosdaq,2026-06-29,"8,680","9,630","2,220",29.96,"531,190","5,115","1,130"
건물 건설업,"건축공사, 토목공사",091590,남화토건,kosdaq,2026-06-29,"8,680","9,630","2,220",29.96,"531,190","5,115","1,130"
건물설비 설치 공사업,"건설관련설비,ACESS FLOOR,소음기,CHAMMBER,PFP UNIT,BY-PASS UNIT,DUCT,철구조물",011560,세보엠이씨,kosdaq,2026-06-30,"27,150","27,950",800,2.95,"139,433","3,897","2,818"
"건축기술, 엔지니어링 및 관련 기술 서비스업",반도체배관설비,045100,한양이엔지,kosdaq,2026-05-08,"35,500","38,400","8,050",26.52,"968,308","37,183","6,720"
"건축기술, 엔지니어링 및 관련 기술 서비스업",수처리설비EPC,066980,한성크린텍,kosdaq,2026-06-30,"2,485","2,575",90,3.62,"16,218,098","41,761","1,337"
"건축기술, 엔지니어링 및 관련 기술 서비스업",지열냉난방시스템,270520,앱튼,kosdaq,2026-06-30,"2,165","2,510",345,15.94,"2,836,091","7,118",493
금융 지원 서비스업,기업인수목적회사(기타금융서비스),477380,미래에셋비전스팩4호,kosdaq,2026-04-08,"2,075","2,075",5,0.24,"12,808",26,168
금융 지원 서비스업,기업인수합병,0101C0,하나36호스팩,kosdaq,2026-04-08,"2,010","2,010",0,0.0,"30,239",60,155
금융 지원 서비스업,기업인수합병,469880,하나30호스팩,kosdaq,2026-06-04,"2,105","2,105",0,0.0,"15,591",32,153
기초 화학물질 제조업,"보안응용제품(M-tag 및 M-pac), 보안소재제품(M-secuprint)",286750,나노실리칸첨단소재,kosdaq,2026-06-30,"1,868","1,934",66,3.53,"155,755",301,619
기타 금융업,건강보조식품,900120,씨엑스아이,kosdaq,2026-06-30,"1,126","1,209",83,7.37,"54,487",65,90
상품 중개업,골프시뮬레이터,121440,골프존홀딩스,kosdaq,2026-06-30,"6,630","6,640",10,0.15,"1,066,499","7,081","2,844"
스포츠 서비스업,골프장 서비스,111710,남화산업,kosdaq,2026-06-29,"6,370","7,080","1,630",29.91,"4,820,581","34,129","1,457"
스포츠 서비스업,골프장 서비스,111710,남화산업,kosdaq,2026-06-29,"6,370","7,080","1,630",29.91,"4,820,581","34,129","1,457"
"시멘트, 석회, 플라스터 및 그 제품 제조업",PHC파일,228340,동양파일,kosdaq,2026-06-30,"4,800","6,240","1,440",30.0,"1,030,064","6,427","1,248"
"시멘트, 석회, 플라스터 및 그 제품 제조업",레미콘,023410,유진기업,kosdaq,2026-04-22,"4,175","4,515","1,040",29.93,"12,865,966","58,089","3,490"
