섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일종가,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
Communication Services,Interactive Home Entertainment,EA,Electronic Arts,s&p500,2026-06-24,204.52,204.73,0.21,0.1,"1,925,900",394.29,N/A
Consumer Discretionary,Homebuilding,DHI,D. R. Horton,s&p500,2026-06-24,166.51,166.95,0.44,0.26,"2,289,100",382.17,N/A
Consumer Discretionary,Homebuilding,PHM,PulteGroup,s&p500,2026-06-24,135.71,135.81,0.10,0.07,"1,790,800",243.21,N/A
Consumer Discretionary,Homefurnishing Retail,WSM,"Williams-Sonoma, Inc.",s&p500,2026-06-24,235.66,240.06,4.40,1.87,"1,463,700",351.38,N/A
Consumer Discretionary,"Hotels, Resorts & Cruise Lines",RCL,Royal Caribbean Group,s&p500,2026-06-24,320.95,322.65,1.70,0.53,"1,655,200",534.05,N/A
Consumer Staples,Food Distributors,SYY,Sysco,s&p500,2026-06-24,80.59,80.85,0.26,0.32,"3,345,300",270.47,N/A
Consumer Staples,Household Products,KMB,Kimberly-Clark,s&p500,2026-06-24,106.73,108.10,1.37,1.28,"4,947,600",534.84,N/A
Consumer Staples,Packaged Foods & Meats,HRL,Hormel Foods,s&p500,2026-06-24,25.55,26.02,0.47,1.84,"4,565,600",118.80,N/A
Consumer Staples,Personal Care Products,KVUE,Kenvue,s&p500,2026-06-24,18.80,18.96,0.16,0.85,"28,947,600",548.85,N/A
Consumer Staples,Soft Drinks & Non-alcoholic Beverages,KDP,Keurig Dr Pepper,s&p500,2026-06-16,32.00,32.52,1.12,3.57,"20,090,300",653.34,N/A
Consumer Staples,Soft Drinks & Non-alcoholic Beverages,MNST,Monster Beverage,s&p500,2026-06-24,94.70,95.83,1.13,1.19,"5,820,200",557.75,N/A
Financials,Consumer Finance,SYF,Synchrony Financial,s&p500,2026-04-22,78.37,78.52,2.20,2.88,"3,635,000",285.42,N/A
Financials,Diversified Banks,BAC,Bank of America,s&p500,2026-06-23,57.91,58.19,0.46,0.8,"33,747,400","1,963.76",N/A
Financials,Diversified Banks,JPM,JPMorgan Chase,s&p500,2026-06-23,334.14,335.12,1.67,0.5,"10,043,100","3,365.64",N/A
Financials,Diversified Banks,PNC,PNC Financial Services,s&p500,2026-06-24,239.92,245.28,5.36,2.23,"2,751,600",674.91,N/A
Financials,Diversified Banks,USB,U.S. Bancorp,s&p500,2026-06-24,60.11,61.21,1.10,1.83,"11,435,600",699.97,N/A
Financials,Life & Health Insurance,GL,Globe Life,s&p500,2026-06-24,175.64,176.40,0.76,0.43,"878,000",154.88,N/A
Financials,Regional Banks,CFG,Citizens Financial Group,s&p500,2026-06-24,69.46,70.66,1.20,1.73,"5,124,400",362.09,N/A
Financials,Regional Banks,FITB,Fifth Third Bancorp,s&p500,2026-06-24,54.96,56.41,1.45,2.64,"8,254,000",465.61,N/A
Financials,Regional Banks,HBAN,Huntington Bancshares,s&p500,2026-06-24,17.58,17.90,0.32,1.82,"24,234,200",433.79,N/A
Financials,Regional Banks,KEY,KeyCorp,s&p500,2026-06-24,23.12,23.41,0.29,1.25,"11,206,100",262.33,N/A
Financials,Regional Banks,MTB,M&T Bank,s&p500,2026-06-24,233.26,236.77,3.51,1.5,"1,083,100",256.45,N/A
Financials,Regional Banks,RF,Regions Financial Corporation,s&p500,2026-06-24,29.49,29.98,0.49,1.66,"10,071,000",301.93,N/A
Health Care,Biotechnology,ABBV,AbbVie,s&p500,2026-06-24,234.89,243.14,8.25,3.51,"10,278,100","2,499.02",N/A
Health Care,Biotechnology,VRTX,Vertex Pharmaceuticals,s&p500,2026-06-24,475.20,480.18,4.98,1.05,"1,522,200",730.93,N/A
Health Care,Health Care Distributors,CAH,Cardinal Health,s&p500,2026-06-24,233.01,234.75,1.74,0.75,"2,074,000",486.87,N/A
Health Care,Health Care Distributors,HSIC,Henry Schein,s&p500,2026-06-24,82.82,83.69,0.87,1.05,"1,028,300",86.06,N/A
Health Care,Health Care Equipment,BAX,Baxter International,s&p500,2026-06-24,21.04,21.55,0.51,2.42,"6,650,100",143.31,N/A
Health Care,Health Care Equipment,EW,Edwards Lifesciences,s&p500,2026-06-24,89.66,89.72,0.06,0.07,"4,318,700",387.47,N/A
Health Care,Health Care Equipment,RVTY,Revvity,s&p500,2026-06-24,105.63,113.53,7.90,7.48,"2,192,600",248.93,N/A
Health Care,Health Care Services,CVS,CVS Health,s&p500,2026-06-12,101.96,104.66,2.79,2.74,"8,919,500",933.51,N/A
Health Care,Health Care Services,DGX,Quest Diagnostics,s&p500,2026-04-21,205.04,206.24,3.13,1.54,"632,400",130.43,N/A
Health Care,Health Care Services,DVA,DaVita,s&p500,2026-06-24,213.04,213.36,0.32,0.15,"885,800",188.99,N/A
Health Care,Health Care Supplies,WST,West Pharmaceutical Services,s&p500,2026-06-24,340.41,346.56,6.15,1.81,"1,615,300",559.80,N/A
Health Care,Life Sciences Tools & Services,CRL,Charles River Laboratories,s&p500,2026-06-24,202.10,212.71,10.61,5.25,"1,536,000",326.72,N/A
Health Care,Life Sciences Tools & Services,TECH,Bio-Techne,s&p500,2026-04-20,60.47,70.70,11.82,20.07,"51,699,100","3,655.13",N/A
Health Care,Managed Health Care,UNH,UnitedHealth Group,s&p500,2026-06-09,413.00,415.53,9.73,2.4,"6,014,400","2,499.16",N/A
Health Care,Pharmaceuticals,JNJ,Johnson & Johnson,s&p500,2026-03-31,243.04,244.88,3.88,1.61,"10,130,400","2,480.73",N/A
Health Care,Pharmaceuticals,MRK,Merck & Co.,s&p500,2026-04-08,123.18,125.45,4.85,4.02,"14,043,800","1,761.79",N/A
Industrials,Aerospace & Defense,GE,GE Aerospace,s&p500,2026-06-24,365.88,371.36,5.48,1.5,"7,591,800","2,819.29",N/A
Industrials,Aerospace & Defense,TDG,TransDigm Group,s&p500,2026-06-18,"1,328.31","1,332.56",9.89,0.75,"359,700",479.32,N/A
Industrials,Agricultural & Farm Machinery,DE,Deere & Company,s&p500,2026-04-09,618.00,630.76,30.01,5.0,"1,262,300",796.21,N/A
Industrials,Building Products,CARR,Carrier Global,s&p500,2026-06-24,74.06,76.00,1.94,2.62,"5,512,100",418.92,N/A
