섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일종가,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
고무제품 제조업,타이어 제조,161390,한국타이어앤테크놀로지,kospi,2026-06-09,"73,000","73,500","1,500",2.08,"454,798","33,427","91,048"
기초 화학물질 제조업,-,298000,효성화학,kospi,2026-03-18,"38,900","55,000","16,100",41.39,"642,635","35,344","2,085"
기초 화학물질 제조업,"불소화물 제조,도매",093370,후성,kospi,2026-06-12,"19,010","22,400","3,390",17.83,"17,639,508","395,124","24,025"
기타 금융업,기타 금융,086790,하나금융지주,kospi,2026-05-07,"127,655","129,300","8,300",6.86,"1,071,270","138,515","354,757"
기타 금융업,비금융지주회사,000240,한국앤컴퍼니,kospi,2026-06-12,"27,300","30,650","3,350",12.27,"892,918","27,367","29,097"
기타 금융업,지주회사,402340,SK스퀘어,kospi,2026-06-04,"1,361,000","1,413,000","55,000",4.05,"1,053,471","1,488,554","1,864,571"
기타 금융업,지주회사 및 경영컨설팅 서비스업,060980,HL홀딩스,kospi,2026-05-15,"47,000","47,000","1,000",2.17,"55,880","2,626","4,267"
보험업,손해보험(자동차보험),001450,현대해상,kospi,2026-06-12,"39,250","40,700","1,450",3.69,"1,148,888","46,759","34,696"
보험업,"손해보험의 원수,재보험,운용자산의 투자활동",000815,삼성화재우,kospi,2026-06-04,"411,500","424,000","14,000",3.41,"14,997","6,358","12,749"
은행 및 저축기관,은행 및 저축기관,279570,케이뱅크,kospi,2026-03-18,"6,950","6,980",410,6.24,"11,652,688","81,335","28,317"
의약품 제조업,의약품 제조,002630,오리엔트바이오,kospi,2026-06-12,984,996,12,1.22,"274,191",273,590
자동차 신품 부품 제조업,"자동차부품(자동차램프, 전동화부품, 전자부품) 제조, 판매",005850,에스엘,kospi,2026-05-22,"75,800","75,900","8,200",12.11,"421,482","31,990","35,254"
자동차 신품 부품 제조업,"제동장치, 조향장치, 현가장치",204320,HL만도,kospi,2026-06-12,"65,000","70,600","5,600",8.62,"7,529,135","531,556","33,151"
전자부품 제조업,"인쇄회로기판,Module 제조/부동산(건물) 임대",007815,코리아써우,kospi,2026-06-12,"27,450","29,800","2,350",8.56,"2,026",60,883
전자부품 제조업,"인쇄회로기판,Module 제조/부동산(건물) 임대",00781K,코리아써키트2우B,kospi,2026-06-12,"22,900","24,750","1,850",8.08,"5,474",135,193
항공 여객 운송업,"여객운송,화물운송,항공기 제조,판매,정비수리/기내식 제조판매,면세품 판매",003490,대한항공,kospi,2026-05-26,"27,450","30,000","3,400",12.78,"11,997,828","359,934","110,466"
항공 여객 운송업,"항공운송(여객운송,화물운송)/항공기 제조,정비수리",020560,아시아나항공,kospi,2026-05-14,"7,870","8,050",980,13.86,"1,495,271","12,036","16,582"
광고업,"영상콘텐츠 제작 및 매니지먼트, 광고, 여행",048550,SM C&C,kosdaq,2026-04-17,"1,195","1,199",99,9.0,"1,746,851","2,094","1,159"
"그외 기타 전문, 과학 및 기술 서비스업",반도체 테스트 서비스,330860,네패스아크,kosdaq,2026-05-26,"52,000","57,700","7,200",14.26,"1,681,019","96,994","7,030"
금융 지원 서비스업,금융 지원 서비스,473050,유안타제15호스팩,kosdaq,2026-06-09,"2,080","2,080",0,0.0,"2,885",6,145
금융 지원 서비스업,금융 지원 서비스(기업인수목적회사),474490,유안타제16호스팩,kosdaq,2026-06-12,"2,060","2,060",0,0.0,"6,647",13,113
