섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일종가,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
금융 지원 서비스업,금융서비스(기업인수목적회사),474660,신한제12호스팩,kosdaq,2026-03-18,"2,065","2,070",15,0.73,"23,040",47,114
금융 지원 서비스업,기업인수합병,0096D0,미래에셋비전스팩9호,kosdaq,2026-03-18,"2,010","2,015",21,1.05,"39,154",78,110
금융 지원 서비스업,기업인수합병,469880,하나30호스팩,kosdaq,2026-06-04,"2,105","2,105",5,0.24,"123,314",259,153
금융 지원 서비스업,기타금융,477340,에이치엠씨제7호스팩,kosdaq,2026-03-19,"2,040","2,045",10,0.49,"46,107",94,153
반도체 제조업,메모리 반도체 테스트,200470,에이팩트,kosdaq,2026-06-12,"11,500","12,150",650,5.65,"1,551,420","18,849","5,146"
반도체 제조업,반도체 패키징 및 테스트,097800,윈팩,kosdaq,2026-05-26,"2,700","3,005",690,29.81,"3,626,821","10,898",820
반도체 제조업,반도체용 전구체 및 히터블록,241770,메카로,kosdaq,2026-06-12,"46,550","47,950","1,400",3.01,"67,142","3,219","4,887"
생활용품 도매업,"텐트, 원 ·부자재",050120,ES큐브,kosdaq,2026-04-16,"3,190","3,200",480,17.65,"518,443","1,659",434
"서적, 잡지 및 기타 인쇄물 출판업",Smart Phonics 등(외국어 어학교재),134060,이퓨쳐,kosdaq,2026-06-12,"4,790","4,790",0,0.0,"30,078",144,228
소프트웨어 개발 및 공급업,"캐주얼게임, 소셜카지노게임",950190,고스트스튜디오,kosdaq,2026-06-12,"9,130","9,380",250,2.74,"42,449",398,"1,221"
"시멘트, 석회, 플라스터 및 그 제품 제조업","레미콘,전주,고강도파일,흄관",079650,서산,kosdaq,2026-06-12,"1,690","2,195",505,29.88,"414,579",910,439
일반 목적용 기계 제조업,"정밀계장용피팅및밸브류,전원분배장치(MCPD)",086670,비엠티,kosdaq,2026-05-08,"17,850","17,850","1,180",7.08,"162,051","2,892","1,771"
자동차 신품 부품 제조업,자동차부품,126640,화신정공,kosdaq,2026-06-12,"4,895","5,260",365,7.46,"14,351,636","75,489","1,843"
"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",인터넷연동서비스 등,093320,케이아이엔엑스,kosdaq,2026-06-12,"125,200","135,800","10,600",8.47,"57,801","7,849","6,627"
전자부품 제조업,프리즘시트,073110,엘엠에스,kosdaq,2026-06-12,"6,690","6,910",220,3.29,"19,891",137,614
특수 목적용 기계 제조업,"FPD(Flat Panel Display 평판디스플레이)용 Bonding System 및 In-line System, 카메라모듈장비, 이차전지장비, 메카트로닉스 사업군",109740,디에스케이,kosdaq,2026-06-09,"6,670","6,700",210,3.24,"107,561",720,"1,722"
특수 목적용 기계 제조업,"반도체테스트핸들러,C.O.K(Change Over Kit)",089030,테크윙,kosdaq,2026-06-12,"65,300","67,900","2,600",3.98,"6,971,175","473,342","25,159"
