섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일종가,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
보험업,생명보험상품,085620,미래에셋생명,kospi,2026-06-09,"24,150","29,350","6,750",29.87,"6,186,618","181,577","39,675"
소프트웨어 개발 및 공급업,모바일게임,192080,더블유게임즈,kospi,2026-06-09,"72,000","74,600","4,400",6.27,"362,954","27,076","15,795"
의약품 제조업,의약품 제조,002630,오리엔트바이오,kospi,2026-06-10,857,978,121,14.12,"1,424,307","1,392",579
전자부품 제조업,"인쇄회로기판,Module 제조/부동산(건물) 임대",007810,코리아써키트,kospi,2026-06-04,"122,300","139,200","23,500",20.31,"693,561","96,543","33,383"
전자부품 제조업,"인쇄회로기판,Module 제조/부동산(건물) 임대",007815,코리아써우,kospi,2026-05-07,"24,000","26,000","2,300",9.7,"6,306",163,770
전자부품 제조업,"인쇄회로기판,Module 제조/부동산(건물) 임대",00781K,코리아써키트2우B,kospi,2026-05-13,"20,350","21,850","1,960",9.85,"4,626",101,171
종합 소매업,백화점,069960,현대백화점,kospi,2026-06-10,"170,900","187,100","16,200",9.48,"427,583","80,000","40,347"
종합 소매업,"백화점(의류,식품 및 잡화),할인점 운영/전자상거래",023530,롯데쇼핑,kospi,2026-06-10,"195,500","202,000","6,500",3.32,"341,672","69,017","57,143"
종합 소매업,"백화점,할인점(E마트)",004170,신세계,kospi,2026-06-10,"685,000","714,000","29,000",4.23,"207,265","147,987","67,438"
"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","PCB마운터,반도체검사장비(반도체테스트핸들러),LCD 검사장비,리드프레임매가진 제조,도매,무역",025560,미래산업,kospi,2026-05-28,"38,700","39,200","3,050",8.44,"321,843","12,616","1,995"
전자부품 제조업,반도체용 인쇄회로기판,222800,심텍,kosdaq global,2026-05-26,"132,800","133,300","23,800",21.74,"2,402,891","320,305","49,939"
특수 목적용 기계 제조업,"드라이스트립, 드라이클리닝",319660,피에스케이,kosdaq global,2026-06-10,"145,800","149,800","4,000",2.74,"838,070","125,542","43,392"
금융 지원 서비스업,기업 인수 및 합병,482690,대신밸런스제19호스팩,kosdaq,2026-05-06,"2,175","2,190",45,2.1,27,0,122
금융 지원 서비스업,기업인수목적 주식회사,472230,에스케이증권제11호스팩,kosdaq,2026-06-09,"2,080","2,085",15,0.72,"6,512",13,86
기초 화학물질 제조업,FPD(LCD/OLED) 및 반도체용 박리액,170920,엘티씨,kosdaq,2026-06-09,"51,000","57,800","7,700",15.37,"723,713","41,830","6,106"
기타 금융업,"사모투자(PEF),벤처투자",016600,큐캐피탈,kosdaq,2026-05-29,"3,870","4,130",700,20.41,"393,743","1,626",588
기타 금융업,화장품용 진주광택안료,900310,컬러레이,kosdaq,2026-06-10,"1,840","1,840",0,0.0,"51,537",94,235
봉제의복 제조업,"캐쥬얼의류(Thursday Island, TI FOR MEN)",065060,지엔코,kosdaq,2026-06-10,"3,950","4,285",335,8.48,"117,791",504,256
"서적, 잡지 및 기타 인쇄물 출판업",Smart Phonics 등(외국어 어학교재),134060,이퓨쳐,kosdaq,2026-04-27,"4,535","4,595",130,2.91,"74,600",342,219
소프트웨어 개발 및 공급업,"캐주얼게임, 소셜카지노게임",950190,고스트스튜디오,kosdaq,2026-06-10,"8,700","8,960",260,2.99,"49,942",447,"1,166"
의약품 제조업,완제의약품제조,082800,비보존 제약,kosdaq,2026-03-16,"3,750","3,925",245,6.66,"3,133,578","12,299","2,383"
자동차 신품 부품 제조업,자동차부품,126640,화신정공,kosdaq,2026-06-10,"4,430","4,610",180,4.06,"42,578,604","196,287","1,616"
전자부품 제조업,인쇄회로기판 제조업,219130,타이거일렉,kosdaq,2026-05-21,"67,800","74,500","11,400",18.07,"254,978","18,995","4,704"
전자부품 제조업,프리즘시트,073110,엘엠에스,kosdaq,2026-06-10,"6,380","6,460",80,1.25,"37,224",240,574
"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","Probe Card, Test Interface Board, OLED Test Equipment, Test Socket",131290,티에스이,kosdaq,2026-05-22,"244,000","260,000","52,500",25.3,"311,293","80,936","28,759"
"컴퓨터 프로그래밍, 시스템 통합 및 관리업","시스템통합, 지능형교통시스템",040350,크레오에스지,kosdaq,2026-06-10,"9,900","11,950","2,050",20.71,"420,177","5,021","2,332"
통신 및 방송 장비 제조업,"제조업(광증폭기, 광송수신기, 광섬유레이저 외)",388790,라이콤,kosdaq,2026-04-15,"8,400","8,790","1,710",24.15,"14,759,208","129,733","2,690"
특수 목적용 기계 제조업,300mm Poly Etch System,089970,브이엠,kosdaq,2026-06-10,"80,800","85,100","4,300",5.32,"1,971,921","167,810","21,080"
특수 목적용 기계 제조업,"LED 외관검사장비, 반도체 외관검사장비, 태양전지 외관검사장비등",064290,인텍플러스,kosdaq,2026-05-26,"42,500","44,000","5,250",13.55,"642,691","28,278","5,660"
특수 목적용 기계 제조업,반도체 기판용 광학검사 및 수리장비,420770,기가비스,kosdaq,2026-06-05,"144,000","147,600","16,700",12.76,"272,511","40,222","18,709"
특수 목적용 기계 제조업,실리콘질화막증착용LP-CVD,084370,유진테크,kosdaq,2026-06-05,"156,900","178,300","23,400",15.11,"716,482","127,748","40,859"
특수 목적용 기계 제조업,"웨이퍼 이송장치(Cluster Tool, EFEM, LPM 등)",160980,싸이맥스,kosdaq,2026-06-09,"43,450","43,550","2,650",6.48,"498,668","21,716","4,757"
