섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일종가,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
1차 철강 제조업,"강관류,철판류,금속관류,건축자재,자동차부품 제조,도매",002220,한일철강,kospi,2026-05-04,"5,740","5,770",90,1.58,"736,039","4,246","1,540"
기초 화학물질 제조업,"불소화물 제조,도매",093370,후성,kospi,2026-05-04,"14,130","15,950","2,430",17.97,"26,450,371","421,883","17,107"
기타 전문 도매업,"화공약품, 안경렌즈",002810,삼영무역,kospi,2026-05-13,"21,800","21,800",0,0.0,"27,146",591,"4,025"
은행 및 저축기관,"은행업무,외국환업무,신탁업무",006220,제주은행,kospi,2026-03-20,"13,682","13,900","2,770",24.89,"10,037,386","139,519","5,253"
종합 소매업,"백화점(의류,식품 및 잡화),할인점 운영/전자상거래",023530,롯데쇼핑,kospi,2026-06-09,"181,900","188,400","6,500",3.57,"176,834","33,315","53,296"
종합 소매업,"백화점,할인점(E마트)",004170,신세계,kospi,2026-06-04,"659,000","665,000","41,000",6.57,"111,079","73,867","62,810"
금융 지원 서비스업,금융 지원 서비스(기업인수목적회사),474490,유안타제16호스팩,kosdaq,2026-03-18,"2,055","2,055",0,0.0,"4,188",8,113
금융 지원 서비스업,기업인수합병,469880,하나30호스팩,kosdaq,2026-06-04,"2,105","2,105",0,0.0,487,1,153
소프트웨어 개발 및 공급업,CRM 소프트웨어,417860,오브젠,kosdaq,2026-06-08,"13,650","14,440","2,090",16.92,"1,587,364","22,921",678
소프트웨어 개발 및 공급업,"캐주얼게임, 소셜카지노게임",950190,고스트스튜디오,kosdaq,2026-04-21,"8,570","8,610",70,0.82,"121,385","1,045","1,120"
자동차 신품 부품 제조업,자동차부품,126640,화신정공,kosdaq,2026-06-09,"3,410","4,430","1,020",29.91,"23,713,265","105,049","1,552"
전자부품 제조업,프리즘시트,073110,엘엠에스,kosdaq,2026-06-09,"6,290","6,300",10,0.16,"12,628",79,560
"컴퓨터 프로그래밍, 시스템 통합 및 관리업","시스템통합, 지능형교통시스템",040350,크레오에스지,kosdaq,2026-06-08,"9,890","9,890",390,4.11,"314,467","3,110","1,930"
특수 목적용 기계 제조업,300mm Poly Etch System,089970,브이엠,kosdaq,2026-06-09,"76,600","79,700","3,100",4.05,"990,913","78,975","19,743"
특수 목적용 기계 제조업,"Descum, Reflow",031980,피에스케이홀딩스,kosdaq,2026-05-22,"137,100","142,200","17,200",13.76,"583,273","82,941","30,661"
특수 목적용 기계 제조업,반도체장비(화학증착장비),095610,테스,kosdaq,2026-06-09,"161,400","172,100","10,700",6.63,"838,569","144,317","33,318"
