섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일종가,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
기타 금융업,지주회사,402340,SK스퀘어,kospi,2026-06-18,"1,700,000","1,823,000","123,000",7.24,"600,818","1,095,291","2,405,601"
기타 금융업,"지주회사, 시스템통합(SI), 정보통신사업 관련 컨설팅,조사용역,정보통신기술 연구개발/정보통신기기,소프트웨어 개발,도매",034730,SK,kospi,2026-06-17,"708,000","745,000","58,000",8.44,"172,755","128,702","540,145"
기타 금융업,"지주회사, 시스템통합(SI), 정보통신사업 관련 컨설팅,조사용역,정보통신기술 연구개발/정보통신기기,소프트웨어 개발,도매",03473K,SK우,kospi,2026-06-17,"435,000","447,500","27,500",6.55,"4,207","1,882","2,533"
반도체 제조업,"반도체,컴퓨터,통신기기 제조,도매",000660,SK하이닉스,kospi,2026-06-18,"2,685,000","2,860,000","175,000",6.52,"2,212,711","6,328,353","20,383,287"
보험업,"생명보험,부동산 임대",032830,삼성생명,kospi,2026-06-02,"480,000","502,000","33,000",7.04,"202,774","101,792","1,004,000"
보험업,생명보험상품,085620,미래에셋생명,kospi,2026-06-16,"32,250","35,750","3,750",11.72,"2,077,035","74,254","48,326"
보험업,"손해보험의 원수,재보험,운용자산의 투자활동",000815,삼성화재우,kospi,2026-06-18,"427,000","434,000","7,000",1.64,"9,951","4,318","13,050"
알코올음료 제조업,"주류(소주,매취,실비우스,위스키) 제조,음료 도매",000890,보해양조,kospi,2026-05-20,"1,675","2,130",490,29.88,"2,312,262","4,925",588
영상 및 음향기기 제조업,"전자부품(페라이트 코어,SMPS,편향요크(DY),고압변성기(FBT)용코어) 제조,판매",011230,삼화전자,kospi,2026-05-28,"3,905","4,370",630,16.84,"12,865,450","56,222",837
전자부품 제조업,"수동소자 (MLCC, Inductor, Chip Resistor 등), 모듈(카메라모듈, 통신모듈), 반도체패키지 기판",009150,삼성전기,kospi,2026-06-18,"2,200,000","2,342,000","142,000",6.45,"786,222","1,841,331","1,749,326"
전자부품 제조업,"수동소자 (MLCC, Inductor, Chip Resistor 등), 모듈(카메라모듈, 통신모듈), 반도체패키지 기판",009155,삼성전기우,kospi,2026-05-29,"765,000","822,000","96,000",13.22,"182,662","150,148","23,895"
전자부품 제조업,"전자부품(알루미늄 전해콘덴서),전기이중층콘덴서,센서 제조,도매",005680,삼영전자,kospi,2026-05-26,"16,700","16,870","2,080",14.06,"203,465","3,432","3,374"
통신 및 방송 장비 제조업,"통신 및 방송 장비 제조(무선) 제품, 반도체 제조(메모리) 제품, 전자부품 제조(디스플레이) 제품, 영상 및 음향기기 제조(영상기기) 제품 등",005930,삼성전자,kospi,2026-06-18,"362,500","368,500","6,000",1.66,"13,619,616","5,018,828","21,543,536"
통신 및 방송 장비 제조업,"통신 및 방송 장비 제조(무선) 제품, 반도체 제조(메모리) 제품, 전자부품 제조(디스플레이) 제품, 영상 및 음향기기 제조(영상기기) 제품 등",005935,삼성전자우,kospi,2026-06-02,"231,500","232,500","4,000",1.75,"2,456,951","571,241","1,865,513"
건물 건설업,"건축공사, 토목공사",091590,남화토건,kosdaq,2026-06-18,"4,595","5,470",875,19.04,"3,208,311","17,549",642
광고업,"영상콘텐츠 제작 및 매니지먼트, 광고, 여행",048550,SM C&C,kosdaq,2026-06-18,"1,290","1,350",60,4.65,"1,219,344","1,646","1,305"
기타 금속 가공제품 제조업,"엔드밀, 탭, 드릴",019210,와이지-원,kosdaq,2026-06-18,"21,900","22,650",750,3.42,"1,036,981","23,487","8,424"
반도체 제조업,"모바일용 LP DDR SDRAM, CRAM, SRAM",080220,제주반도체,kosdaq,2026-05-26,"118,900","122,600","4,900",4.16,"4,794,847","587,848","42,226"
소프트웨어 개발 및 공급업,"캐주얼게임, 소셜카지노게임",950190,고스트스튜디오,kosdaq,2026-06-18,"9,520","9,560",40,0.42,"19,386",185,"1,244"
"시멘트, 석회, 플라스터 및 그 제품 제조업","시멘트, 레미콘",198440,강동씨앤엘,kosdaq,2026-06-18,"1,859","2,415",556,29.91,"7,754,896","18,728","1,471"
알코올음료 제조업,맥주,276730,한울앤제주,kosdaq,2026-06-18,"16,920","19,620","2,700",15.96,"57,506","1,128",448
의약품 제조업,"매니큐어세트, 손톱깎이",067290,JW신약,kosdaq,2026-06-17,"2,335","2,505",440,21.31,"30,040,223","75,250","1,403"
자연과학 및 공학 연구개발업,대사성질환 치료제 등,347850,디앤디파마텍,kosdaq,2026-06-18,"108,300","114,000","5,700",5.26,"1,235,782","140,879","49,936"
"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","건설장비용 전장품,제어기",053160,프리엠스,kosdaq,2026-04-06,"9,580","9,620",160,1.69,"28,125",270,577
전자부품 제조업,"Glass Slimming & ITO코팅 제품, PDP필터",149950,아바텍,kosdaq,2026-06-01,"16,390","17,090",880,5.43,"1,825,999","31,206","2,335"
특수 목적용 기계 제조업,비전검사장비,320000,한울반도체,kosdaq,2026-05-13,"14,340","17,820","4,110",29.98,"955,971","17,035","1,188"
