섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일종가,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
기초 화학물질 제조업,-,298000,효성화학,kospi,2026-06-15,"55,000","67,400","15,500",29.87,"361,652","24,375","2,555"
기타 금융업,지주회사,402340,SK스퀘어,kospi,2026-06-16,"1,501,000","1,596,000","95,000",6.33,"937,732","1,496,620","2,106,055"
기타 금융업,"지주회사, 시스템통합(SI), 정보통신사업 관련 컨설팅,조사용역,정보통신기술 연구개발/정보통신기기,소프트웨어 개발,도매",034730,SK,kospi,2026-05-27,"680,000","708,000","35,000",5.2,"208,393","147,542","513,319"
기타 금융업,"지주회사, 시스템통합(SI), 정보통신사업 관련 컨설팅,조사용역,정보통신기술 연구개발/정보통신기기,소프트웨어 개발,도매",03473K,SK우,kospi,2026-05-27,"430,000","435,000","16,000",3.82,"4,874","2,120","2,462"
"내화, 비내화 요업제품 제조업",내화 요업제품,462520,조선내화,kospi,2026-05-15,"14,870","15,220",350,2.35,"31,295",476,"1,804"
반도체 제조업,"반도체,컴퓨터,통신기기 제조,도매",000660,SK하이닉스,kospi,2026-06-16,"2,382,000","2,521,000","139,000",5.84,"3,753,054","9,461,449","17,967,226"
상품 종합 도매업,B2B 전자상거래,122900,아이마켓코리아,kospi,2026-06-12,"7,740","7,750",80,1.04,"64,419",499,"2,590"
은행 및 저축기관,은행 및 저축기관,279570,케이뱅크,kospi,2026-06-15,"6,980","7,200",320,4.65,"11,501,459","82,810","29,210"
전자부품 제조업,"백라이트유닛,인버터,폴리바리콘,모니터,통신장비 제조",004710,한솔테크닉스,kospi,2026-05-26,"15,210","15,340","3,540",30.0,"5,804,932","89,047","6,232"
전자부품 제조업,"인쇄회로기판,Module 제조/부동산(건물) 임대",007810,코리아써키트,kospi,2026-06-11,"139,200","141,900","10,000",7.58,"274,862","39,002","34,031"
전자부품 제조업,"인쇄회로기판,Module 제조/부동산(건물) 임대",007815,코리아써우,kospi,2026-06-16,"29,900","30,500",600,2.01,"4,786",145,904
전자부품 제조업,"인쇄회로기판,Module 제조/부동산(건물) 임대",00781K,코리아써키트2우B,kospi,2026-06-15,"24,750","26,500","1,800",7.29,"3,774",100,207
종합 소매업,백화점,069960,현대백화점,kospi,2026-06-16,"198,400","207,000","8,600",4.33,"162,888","33,717","44,639"
종합 소매업,"백화점(의류,식품 및 잡화),할인점 운영/전자상거래",023530,롯데쇼핑,kospi,2026-06-11,"202,000","203,500","5,500",2.78,"213,956","43,540","57,567"
"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","반도체, 디스플레이 제조 장비",281820,케이씨텍,kospi,2026-06-16,"90,100","91,600","1,500",1.66,"286,571","26,249","18,135"
1차 철강 제조업,마봉,026910,광진실업,kosdaq,2026-06-16,"4,410","4,425",15,0.34,"145,702",644,328
광고업,"영상콘텐츠 제작 및 매니지먼트, 광고, 여행",048550,SM C&C,kosdaq,2026-06-16,"1,201","1,289",88,7.33,"975,178","1,257","1,246"
금융 지원 서비스업,금융 지원 서비스,473050,유안타제15호스팩,kosdaq,2026-06-09,"2,080","2,080",0,0.0,422,0,145
금융 지원 서비스업,금융 지원 서비스(기업인수목적회사),474490,유안타제16호스팩,kosdaq,2026-06-12,"2,060","2,060",0,0.0,"17,026",35,113
금융 지원 서비스업,기업인수합병,464440,한국제13호스팩,kosdaq,2026-06-01,"2,115","2,115",5,0.24,"56,276",119,91
기타 금속 가공제품 제조업,"엔드밀, 탭, 드릴",019210,와이지-원,kosdaq,2026-05-18,"19,300","20,300","2,420",13.53,"1,757,592","35,679","7,550"
반도체 제조업,메모리 반도체 테스트,200470,에이팩트,kosdaq,2026-06-15,"12,150","12,420",640,5.43,"1,831,694","22,749","5,261"
"서적, 잡지 및 기타 인쇄물 출판업",무선가입자망 단말기 및 차량용핸즈프리,036000,예림당,kosdaq,2026-04-16,"3,295","3,300",10,0.3,"44,663",147,760
소프트웨어 개발 및 공급업,모바일게임,205500,넥써쓰,kosdaq,2026-06-16,"2,195","2,620",425,19.36,"3,321,832","8,703","1,679"
소프트웨어 개발 및 공급업,"캐주얼게임, 소셜카지노게임",950190,고스트스튜디오,kosdaq,2026-06-16,"9,450","9,510",60,0.63,"46,485",442,"1,237"
"시멘트, 석회, 플라스터 및 그 제품 제조업","레미콘,전주,고강도파일,흄관",079650,서산,kosdaq,2026-06-16,"2,850","3,705",855,30.0,"11,250,667","41,683",741
"시멘트, 석회, 플라스터 및 그 제품 제조업","시멘트, 레미콘",198440,강동씨앤엘,kosdaq,2026-04-15,"1,235","1,430",330,30.0,"8,125,405","11,619",871
신탁업 및 집합투자업,금융투자,019570,플루토스,kosdaq,2026-06-15,586,592,6,1.02,"750,382",444,565
의약품 제조업,"매니큐어세트, 손톱깎이",067290,JW신약,kosdaq,2026-04-16,"2,190","2,335",537,29.87,"43,874,176","102,446","1,308"
의약품 제조업,"인체조직(피부, 뼈, 연골)",290650,엘앤씨바이오,kosdaq,2026-06-05,"86,200","86,300","8,100",10.36,"808,543","69,777","23,274"
일반 목적용 기계 제조업,"강관, 피팅, 밸브류 등",159010,아스플로,kosdaq,2026-06-12,"21,850","21,950",450,2.09,"76,707","1,683","2,926"
자동차 신품 부품 제조업,자동차부품,126640,화신정공,kosdaq,2026-06-16,"6,830","7,060",230,3.37,"16,919,056","119,448","2,474"
자연과학 및 공학 연구개발업,대사성질환 치료제 등,347850,디앤디파마텍,kosdaq,2026-05-28,"107,500","108,100","16,500",18.01,"5,394,527","583,148","47,352"
컴퓨터 및 주변장치 제조업,"POS용프린터,프린팅메카니즘",093190,빅솔론,kosdaq,2026-05-11,"8,450","8,770",810,10.18,"86,697",760,"1,687"
특수 목적용 기계 제조업,반도체 및 디스플레이 제조 장비,122640,예스티,kosdaq,2026-05-26,"32,100","33,650","4,750",16.44,"1,317,593","44,337","7,263"
