섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일종가,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
Communication Services,Interactive Home Entertainment,EA,Electronic Arts,s&p500,2026-04-06,203.97,204.70,1.18,0.58,"1,019,277",208.64,N/A
Consumer Discretionary,"Apparel, Accessories & Luxury Goods",RL,Ralph Lauren Corporation,s&p500,2026-06-18,413.01,414.10,7.09,1.74,"122,373",50.67,N/A
Consumer Discretionary,Homebuilding,DHI,D. R. Horton,s&p500,2026-04-23,163.72,167.91,11.83,7.58,"1,851,006",310.80,N/A
Consumer Discretionary,Homebuilding,PHM,PulteGroup,s&p500,2026-04-23,130.64,138.07,11.52,9.1,"1,478,886",204.19,N/A
Consumer Discretionary,Homefurnishing Retail,WSM,"Williams-Sonoma, Inc.",s&p500,2026-06-16,227.18,238.94,12.80,5.66,"357,887",85.51,N/A
Consumer Discretionary,"Hotels, Resorts & Cruise Lines",ABNB,Airbnb,s&p500,2026-04-22,144.18,145.89,7.04,5.07,"1,505,574",219.65,N/A
Consumer Discretionary,"Hotels, Resorts & Cruise Lines",NCLH,Norwegian Cruise Line Holdings,s&p500,2026-04-15,21.12,21.17,0.78,3.85,"10,107,845",214.03,N/A
Consumer Discretionary,"Hotels, Resorts & Cruise Lines",RCL,Royal Caribbean Group,s&p500,2026-06-15,313.67,324.74,15.21,4.92,"964,177",313.11,N/A
Consumer Discretionary,Restaurants,DRI,Darden Restaurants,s&p500,2026-06-18,213.45,215.02,4.43,2.11,"697,911",150.07,N/A
Consumer Staples,Consumer Staples Merchandise Retail,DLTR,Dollar Tree,s&p500,2026-05-29,116.44,118.50,5.09,4.49,"620,266",73.50,N/A
Consumer Staples,Consumer Staples Merchandise Retail,TGT,Target Corporation,s&p500,2026-06-12,135.23,138.85,4.74,3.53,"1,585,778",220.19,N/A
Consumer Staples,Food Distributors,SYY,Sysco,s&p500,2026-06-15,79.69,80.67,1.39,1.75,"685,824",55.33,N/A
Consumer Staples,Household Products,CHD,Church & Dwight,s&p500,2026-06-16,98.42,99.32,2.83,2.94,"408,432",40.56,N/A
Consumer Staples,Household Products,CL,Colgate-Palmolive,s&p500,2026-05-28,91.66,92.89,1.46,1.59,"1,101,334",102.30,N/A
Consumer Staples,Household Products,KMB,Kimberly-Clark,s&p500,2026-06-16,104.28,107.46,3.51,3.37,"3,895,917",418.64,N/A
Consumer Staples,Packaged Foods & Meats,HRL,Hormel Foods,s&p500,2026-06-12,24.75,25.51,0.80,3.22,"1,774,856",45.29,N/A
Consumer Staples,Personal Care Products,KVUE,Kenvue,s&p500,2026-06-16,18.43,18.82,0.41,2.23,"22,224,105",418.26,N/A
Consumer Staples,Personal Care Products,PG,Procter & Gamble,s&p500,2026-06-16,152.49,153.12,2.26,1.5,"2,559,990",392.00,N/A
Consumer Staples,Soft Drinks & Non-alcoholic Beverages,MNST,Monster Beverage,s&p500,2026-06-23,93.69,95.67,1.97,2.11,"1,338,979",128.09,N/A
Financials,Consumer Finance,AXP,American Express,s&p500,2026-06-16,340.74,342.40,4.62,1.37,"723,436",247.70,N/A
Financials,Diversified Banks,PNC,PNC Financial Services,s&p500,2026-06-23,238.67,239.19,0.52,0.22,"508,532",121.64,N/A
Financials,Multi-line Insurance,AIZ,Assurant,s&p500,2026-06-23,265.30,265.94,0.64,0.24,"95,149",25.30,N/A
Financials,Property & Casualty Insurance,ALL,Allstate,s&p500,2026-06-23,231.55,236.26,4.71,2.03,"520,305",122.92,N/A
Financials,Property & Casualty Insurance,CB,Chubb Limited,s&p500,2026-04-09,332.94,335.34,3.23,0.97,"366,348",122.85,N/A
Financials,Property & Casualty Insurance,CINF,Cincinnati Financial,s&p500,2026-06-23,175.81,179.63,3.82,2.17,"169,960",30.53,N/A
Financials,Property & Casualty Insurance,PGR,Progressive Corporation,s&p500,2026-06-23,215.69,220.19,4.50,2.09,"1,404,889",309.34,N/A
Financials,Property & Casualty Insurance,TRV,Travelers Companies (The),s&p500,2026-06-23,316.96,322.56,5.60,1.77,"374,734",120.88,N/A
Financials,Property & Casualty Insurance,WRB,W. R. Berkley Corporation,s&p500,2026-06-23,68.96,70.43,1.47,2.14,"615,943",43.38,N/A
Financials,Regional Banks,CFG,Citizens Financial Group,s&p500,2026-06-23,68.99,69.62,0.63,0.91,"1,440,442",100.28,N/A
Financials,Regional Banks,FITB,Fifth Third Bancorp,s&p500,2026-06-12,54.73,55.12,0.46,0.83,"2,034,218",112.14,N/A
Financials,Regional Banks,HBAN,Huntington Bancshares,s&p500,2026-06-12,17.52,17.66,0.26,1.49,"8,582,713",151.57,N/A
Financials,Regional Banks,KEY,KeyCorp,s&p500,2026-06-23,23.02,23.21,0.19,0.84,"4,192,464",97.32,N/A
Financials,Regional Banks,MTB,M&T Bank,s&p500,2026-06-12,231.88,233.18,1.94,0.84,"269,279",62.79,N/A
Financials,Regional Banks,RF,Regions Financial Corporation,s&p500,2026-06-23,29.29,29.55,0.25,0.87,"2,210,474",65.31,N/A
Financials,Transaction & Payment Processing Services,XYZ,"Block, Inc.",s&p500,2026-06-01,76.10,76.14,3.77,5.21,"2,292,433",174.55,N/A
Health Care,Biotechnology,VRTX,Vertex Pharmaceuticals,s&p500,2026-06-23,468.42,476.89,8.47,1.81,"347,109",165.53,N/A
Health Care,Health Care Distributors,CAH,Cardinal Health,s&p500,2026-06-23,228.91,234.65,5.74,2.51,"499,054",117.10,N/A
Health Care,Health Care Distributors,HSIC,Henry Schein,s&p500,2026-06-12,81.25,82.82,2.72,3.4,"328,051",27.17,N/A
Health Care,Health Care Equipment,BAX,Baxter International,s&p500,2026-06-12,20.86,20.89,0.78,3.91,"1,910,458",39.90,N/A
Health Care,Health Care Equipment,EW,Edwards Lifesciences,s&p500,2026-06-16,88.58,89.73,2.78,3.2,"1,781,263",159.83,N/A
Health Care,Health Care Equipment,RVTY,Revvity,s&p500,2026-05-29,104.55,105.78,5.88,5.89,"618,603",65.44,N/A
Health Care,Health Care Services,DVA,DaVita,s&p500,2026-06-23,210.93,213.44,2.51,1.19,"118,654",25.33,N/A
Health Care,Health Care Supplies,WST,West Pharmaceutical Services,s&p500,2026-06-23,336.39,343.83,7.44,2.21,"287,206",98.75,N/A
Health Care,Life Sciences Tools & Services,CRL,Charles River Laboratories,s&p500,2026-06-09,189.85,199.89,13.29,7.12,"369,593",73.88,N/A
Industrials,Aerospace & Defense,GE,GE Aerospace,s&p500,2026-06-18,357.64,365.73,9.26,2.6,"2,883,874","1,054.72",N/A
Industrials,Building Products,CARR,Carrier Global,s&p500,2026-06-22,71.85,74.01,3.26,4.61,"1,632,285",120.81,N/A
Industrials,Building Products,LII,Lennox International,s&p500,2026-05-06,541.37,550.38,26.79,5.12,"135,444",74.55,N/A
Industrials,Building Products,MAS,Masco,s&p500,2026-04-23,75.04,77.88,4.67,6.38,"750,441",58.44,N/A
Industrials,Industrial Conglomerates,MMM,3M,s&p500,2026-06-22,163.22,167.81,5.97,3.69,"1,542,924",258.92,N/A
Industrials,Industrial Machinery & Supplies & Components,NDSN,Nordson Corporation,s&p500,2026-06-18,295.92,298.12,7.05,2.42,"86,732",25.86,N/A
Industrials,Industrial Machinery & Supplies & Components,SNA,Snap-on,s&p500,2026-06-22,390.70,394.28,8.43,2.18,"91,257",35.98,N/A
Industrials,Industrial Machinery & Supplies & Components,SWK,Stanley Black & Decker,s&p500,2026-06-18,86.75,89.37,5.56,6.64,"863,149",77.14,N/A
Industrials,Passenger Airlines,DAL,Delta Air Lines,s&p500,2026-06-23,86.72,89.94,3.22,3.71,"3,756,626",337.86,N/A
Industrials,Passenger Airlines,LUV,Southwest Airlines,s&p500,2026-06-23,49.41,50.88,1.47,2.98,"2,226,232",113.27,N/A
Industrials,Passenger Airlines,UAL,United Airlines Holdings,s&p500,2026-06-23,121.55,128.57,7.01,5.77,"2,936,474",377.53,N/A
Information Technology,Electronic Components,GLW,Corning Inc.,s&p500,2026-06-22,209.83,213.92,19.85,10.23,"9,962,572","2,131.19",N/A
Materials,Construction Materials,VMC,Vulcan Materials Company,s&p500,2026-06-22,304.39,307.42,8.33,2.79,"604,631",185.88,N/A
Materials,Paper & Plastic Packaging Products & Materials,AMCR,Amcor,s&p500,2026-04-08,41.68,41.72,1.28,3.18,"850,807",35.49,N/A
Materials,Paper & Plastic Packaging Products & Materials,IP,International Paper,s&p500,2026-06-22,36.89,38.17,1.61,4.4,"1,081,202",41.27,N/A
Materials,Paper & Plastic Packaging Products & Materials,PKG,Packaging Corporation of America,s&p500,2026-06-22,234.03,239.43,6.60,2.83,"148,963",35.67,N/A
Materials,Paper & Plastic Packaging Products & Materials,SW,Smurfit Westrock,s&p500,2026-06-22,45.39,46.49,2.13,4.8,"2,058,610",95.70,N/A
Materials,Specialty Chemicals,ECL,Ecolab,s&p500,2026-04-20,275.68,278.81,10.15,3.78,"504,918",140.78,N/A
Real Estate,Health Care REITs,DOC,Healthpeak Properties,s&p500,2026-06-12,20.59,20.69,0.13,0.63,"2,863,881",59.25,N/A
