섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일종가,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
기타 금융업,지주회사,402340,SK스퀘어,kospi,2026-06-19,"1,780,000","1,970,000","190,000",10.67,"1,416,660","2,790,820","2,599,580"
기타 금융업,"지주회사, 시스템통합(SI), 정보통신사업 관련 컨설팅,조사용역,정보통신기술 연구개발/정보통신기기,소프트웨어 개발,도매",034730,SK,kospi,2026-06-19,"724,000","730,000","6,000",0.83,"228,946","167,130","529,269"
기타 전문 도매업,"도소매, 건설, 남자용 정장 제조업 등",02826K,삼성물산우B,kospi,2026-05-11,"265,000","303,000","46,500",18.13,"52,484","15,902","4,446"
반도체 제조업,"반도체,컴퓨터,통신기기 제조,도매",000660,SK하이닉스,kospi,2026-06-19,"2,764,000","2,919,000","155,000",5.61,"5,179,795","15,119,821","20,803,782"
알코올음료 제조업,"주류(소주,매취,실비우스,위스키) 제조,음료 도매",000890,보해양조,kospi,2026-04-16,"2,200","2,340",210,9.86,"43,099,663","100,853",646
전자부품 제조업,"백라이트유닛,인버터,폴리바리콘,모니터,통신장비 제조",004710,한솔테크닉스,kospi,2026-06-17,"15,340","15,460","2,380",18.2,"12,431,044","192,183","6,281"
전자부품 제조업,"수동소자 (MLCC, Inductor, Chip Resistor 등), 모듈(카메라모듈, 통신모듈), 반도체패키지 기판",009155,삼성전기우,kospi,2026-06-19,"809,000","954,000","145,000",17.92,"512,723","489,137","27,732"
"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","PCB마운터,반도체검사장비(반도체테스트핸들러),LCD 검사장비,리드프레임매가진 제조,도매,무역",025560,미래산업,kospi,2026-06-12,"47,250","47,450","5,350",12.71,"190,735","9,050","2,415"
"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","반도체, 디스플레이 제조 장비",281820,케이씨텍,kospi,2026-06-17,"91,600","94,000","8,700",10.2,"295,590","27,785","18,610"
1차 철강 제조업,마봉,026910,광진실업,kosdaq,2026-06-18,"4,730","4,790",265,5.86,"362,059","1,734",355
광고업,"영상콘텐츠 제작 및 매니지먼트, 광고, 여행",048550,SM C&C,kosdaq,2026-06-19,"1,380","1,540",160,11.59,"3,420,464","5,267","1,489"
"그외 기타 전문, 과학 및 기술 서비스업","유전체 분야 진단시약 제조 및 유전체 분야 소프트웨어 연구,개발,판매",354200,엔젠바이오,kosdaq,2026-03-25,"1,870","2,211","1,419",179.19,"50,296",111,592
기초 화학물질 제조업,"보안응용제품(M-tag 및 M-pac), 보안소재제품(M-secuprint)",286750,나노실리칸첨단소재,kosdaq,2026-05-14,"1,680","1,713",76,4.64,"459,937",787,548
반도체 제조업,"모바일용 LP DDR SDRAM, CRAM, SRAM",080220,제주반도체,kosdaq,2026-05-26,"118,900","134,000","19,700",17.24,"11,052,971","1,481,098","46,153"
반도체 제조업,"반도체패키징,IOT",067310,하나마이크론,kosdaq,2026-05-21,"54,500","56,800","7,800",15.92,"7,277,423","413,357","37,759"
"시멘트, 석회, 플라스터 및 그 제품 제조업","레미콘,전주,고강도파일,흄관",079650,서산,kosdaq,2026-06-18,"4,815","6,250","1,435",29.8,"4,933,338","30,833","1,250"
알코올음료 제조업,맥주,276730,한울앤제주,kosdaq,2026-06-19,"19,470","22,400","2,930",15.05,"107,225","2,401",511
영상 및 음향기기 제조업,"프로젝터, 전자칠판, 전자교탁 및 관련 영상 소프트웨어, 콘텐츠 등",457600,벡트,kosdaq,2026-04-15,"2,275","2,450",350,16.67,"1,067,840","2,616",335
의약품 제조업,"매니큐어세트, 손톱깎이",067290,JW신약,kosdaq,2026-06-17,"2,335","2,730",395,16.92,"52,483,503","143,279","1,529"
의약품 제조업,"인체조직(피부, 뼈, 연골)",290650,엘앤씨바이오,kosdaq,2026-06-17,"86,300","88,000","3,500",4.14,"418,481","36,826","23,733"
일반 목적용 기계 제조업,자동차용 여과지,045520,크린앤사이언스,kosdaq,2026-04-21,"3,605","3,955",910,29.89,"462,232","1,828",257
자동차 신품 부품 제조업,자동차 신품 부품,097780,에코볼트,kosdaq,2026-06-16,"1,348","1,348",11,0.82,"72,286",97,273
"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","건설장비용 전장품,제어기",053160,프리엠스,kosdaq,2026-06-19,"9,600","9,600",0,0.0,"25,161",241,576
전자부품 제조업,"강화유리, 커넥터",204270,제이앤티씨,kosdaq,2026-05-06,"22,500","22,850","1,850",8.81,"3,771,757","86,184","13,218"
전자부품 제조업,"센서, 캐니스터",311320,지오엘리먼트,kosdaq,2026-05-13,"10,500","11,220",950,9.25,"817,940","9,177","1,415"
특수 목적용 기계 제조업,300mm Poly Etch System,089970,브이엠,kosdaq,2026-06-12,"97,000","102,800","14,400",16.29,"852,190","87,605","25,465"
특수 목적용 기계 제조업,"드라이스트립, 드라이클리닝",319660,피에스케이,kosdaq,2026-06-18,"172,000","180,200","15,200",9.21,"971,543","175,072","52,198"
특수 목적용 기계 제조업,반도체 기판용 광학검사 및 수리장비,420770,기가비스,kosdaq,2026-06-11,"147,600","159,200","20,200",14.53,"242,541","38,612","20,179"
특수 목적용 기계 제조업,비전검사장비,320000,한울반도체,kosdaq,2026-06-19,"17,820","23,150","5,330",29.91,"9,379,724","217,140","1,543"
